/home/zck7060/anaconda3/envs/mujoco/lib/python3.7/site-packages/tianshou/env/pettingzoo_env.py:15: DeprecationWarning: You are using PettingZoo 1.12.0. Future tianshou versions may not support PettingZoo<1.21.0. Consider upgrading your PettingZoo version.
  f"Consider upgrading your PettingZoo version.", DeprecationWarning
Episode 490, Reward 6.0
Episode 490, Reward 7.05
Episode 490, Reward 41.699999999999996
Episode 490, Reward 6.35
Episode 491, Reward 7.35
Episode 491, Reward 43.05
Episode 491, Reward 110.35
Episode 491, Reward 7.0
Episode 491, Reward 6
Episode 492, Reward -29
Episode 492, Reward 3.0
Episode 492, Reward 24.75
Episode 492, Reward 107.75
Episode 492, Reward 12.0
Episode 493, Reward 18.0
Episode 493, Reward 52.349999999999994
Episode 493, Reward 18.0
Episode 493, Reward 20.75
Episode 493, Reward 53.699999999999996
Episode 494, Reward 41.699999999999996
Episode 494, Reward 41.699999999999996
Episode 494, Reward 43.449999999999996
Episode 494, Reward 43.099999999999994
Episode 494, Reward 42.05
Episode 495, Reward 0.35
Episode 495, Reward 6.0
Episode 495, Reward 12.0
Episode 495, Reward 3.0
Episode 495, Reward 36.05
Episode 496, Reward 12.0
Episode 496, Reward 15.7
Episode 496, Reward 4.75
Episode 496, Reward -7
Episode 496, Reward 3.35
Episode 497, Reward 20.4
Episode 497, Reward 12.0
Episode 497, Reward 13.05
Episode 497, Reward 7.4
Episode 497, Reward 6.35
Episode 498, Reward 1.75
Episode 498, Reward -9
Episode 498, Reward 0.35
Episode 498, Reward 2.0999999999999996
Episode 498, Reward 6.35
Episode 499, Reward 0.35
Episode 499, Reward 0.35
Episode 499, Reward 2.0999999999999996
Episode 499, Reward 6.0
Episode 499, Reward 7.0
Episode 0, Reward 18.7
Episode 0, Reward 20.1
Episode 0, Reward 18.0
Episode 0, Reward 14.05
Episode 0, Reward 19.05
Episode 1, Reward 112.75
Episode 1, Reward 5.0
Episode 1, Reward 6.0
Episode 1, Reward 117.7
Episode 1, Reward 11.75
Episode 2, Reward 7.05
Episode 2, Reward 1.0499999999999998
Episode 2, Reward 111.7
Episode 2, Reward 3.35
Episode 2, Reward 113.0
Episode 3, Reward 7.05
Episode 3, Reward 12.05
Episode 3, Reward 10.0
Episode 3, Reward 11.05
Episode 3, Reward 12.0
Episode 4, Reward 108.0
Episode 4, Reward 8.35
Episode 4, Reward 115.35
Episode 4, Reward 12.0
Episode 4, Reward 0.7
Episode 5, Reward 16.35
Episode 5, Reward 122.35
Episode 5, Reward 18.0
Episode 5, Reward 24.0
Episode 5, Reward 118.05
Episode 6, Reward 144.1
Episode 6, Reward 6.7
Episode 6, Reward -59
Episode 6, Reward 106.35
Episode 6, Reward 6.0
Episode 7, Reward 1.75
Episode 7, Reward 7.1
Episode 7, Reward 36.75
Episode 7, Reward 1.4
Episode 7, Reward 0.35
Episode 8, Reward 20.05
Episode 8, Reward -45
Episode 8, Reward 10.4
Episode 8, Reward 15.35
Episode 8, Reward 17.75
Episode 9, Reward 11.05
Episode 9, Reward 6.0
Episode 9, Reward 6.35
Episode 9, Reward 6.7
Episode 9, Reward 11.05
Episode 10, Reward 10.35
Episode 10, Reward 5.75
Episode 10, Reward 0.0
Episode 10, Reward 4.35
Episode 10, Reward 7.4
Episode 11, Reward 18.35
Episode 11, Reward 5.0
Episode 11, Reward 18.4
Episode 11, Reward 7.7
Episode 11, Reward 6.35
Episode 12, Reward 12.35
Episode 12, Reward 18.0
Episode 12, Reward 18.0
Episode 12, Reward 18.35
Episode 12, Reward 22.05
Episode 13, Reward 18.35
Episode 13, Reward 7.7
Episode 13, Reward 12.0
Episode 13, Reward 12.35
Episode 13, Reward 10.7
Episode 14, Reward 6.0
Episode 14, Reward 6.0
Episode 14, Reward 7.05
Episode 14, Reward 107.7
Episode 14, Reward 6.35
Episode 15, Reward 13.75
Episode 15, Reward 21.0
Episode 15, Reward 11.7
Episode 15, Reward 12.7
Episode 15, Reward 0.0
Episode 16, Reward 12.35
Episode 16, Reward 4.0
Episode 16, Reward 0.35
Episode 16, Reward 0.0
Episode 16, Reward 6.0
Episode 17, Reward 5.35
Episode 17, Reward 0.7
Episode 17, Reward 0.35
Episode 17, Reward 11.75
Episode 17, Reward 4.0
Episode 18, Reward 6.35
Episode 18, Reward 6.0
Episode 18, Reward 24.0
Episode 18, Reward 6.0
Episode 18, Reward 15.1
Episode 19, Reward -6
Episode 19, Reward -9
Episode 19, Reward 7.05
Episode 19, Reward 6.7
Episode 19, Reward 13.4
Episode 20, Reward 11.35
Episode 20, Reward 5.0
Episode 20, Reward 14.0
Episode 20, Reward 12.35
Episode 20, Reward 5.7
Episode 21, Reward 8.35
Episode 21, Reward 18.35
Episode 21, Reward 21.0
Episode 21, Reward 6.7
Episode 21, Reward 10.0
Episode 22, Reward 54.699999999999996
Episode 22, Reward 19.0
Episode 22, Reward 19.0
Episode 22, Reward 19.0
Episode 22, Reward 19.35
Episode 23, Reward 47.699999999999996
Episode 23, Reward 6.35
Episode 23, Reward 8.05
Episode 23, Reward 6.0
Episode 23, Reward 5.4
Episode 24, Reward 0.7
Episode 24, Reward 7.0
Episode 24, Reward 7.75
Episode 24, Reward 6.7
Episode 24, Reward -64
Episode 25, Reward 0.0
Episode 25, Reward 1.4
Episode 25, Reward 1.4
Episode 25, Reward 35.699999999999996
Episode 25, Reward 0.0
Episode 26, Reward 6.0
Episode 26, Reward 1.4
Episode 26, Reward -50
Episode 26, Reward 6.0
Episode 26, Reward -21
Episode 27, Reward 6.0
Episode 27, Reward -51
Episode 27, Reward 6.7
Episode 27, Reward -11
Episode 27, Reward 0.0
Episode 28, Reward 42.05
Episode 28, Reward 6.7
Episode 28, Reward 114.05
Episode 28, Reward 8.1
Episode 28, Reward 113.35
Episode 29, Reward 3.05
Episode 29, Reward 6.0
Episode 29, Reward 1.75
Episode 29, Reward 6.0
Episode 29, Reward 9.35
Episode 30, Reward 91
Episode 30, Reward 1.4
Episode 30, Reward 106.0
Episode 30, Reward 103
Episode 30, Reward 24.7
Episode 31, Reward 12.0
Episode 31, Reward 16.4
Episode 31, Reward 4
Episode 31, Reward 16.35
Episode 31, Reward 20.05
Episode 32, Reward 11.1
Episode 32, Reward 14.4
Episode 32, Reward 11.4
Episode 32, Reward 12.7
Episode 32, Reward 6.0
Episode 33, Reward 5
Episode 33, Reward 10.35
Episode 33, Reward 13.0
Episode 33, Reward -37
Episode 33, Reward 21.0
Episode 34, Reward 24.35
Episode 34, Reward 19.05
Episode 34, Reward 17.35
Episode 34, Reward 18.35
Episode 34, Reward 12.0
Episode 35, Reward 26.05
Episode 35, Reward 18.0
Episode 35, Reward 31.05
Episode 35, Reward 15.1
Episode 35, Reward 125.4
Episode 36, Reward -8
Episode 36, Reward 29.05
Episode 36, Reward 18.0
Episode 36, Reward 18.0
Episode 36, Reward 13.0
Episode 37, Reward 3.0
Episode 37, Reward 0.0
Episode 37, Reward 0.0
Episode 37, Reward 1.7
Episode 37, Reward 6.4
Episode 38, Reward 18.7
Episode 38, Reward 8.1
Episode 38, Reward 8.75
Episode 38, Reward -10
Episode 38, Reward 113.0
Episode 39, Reward 111.35
Episode 39, Reward 2.05
Episode 39, Reward 23.0
Episode 39, Reward 13.1
Episode 39, Reward 5.0
Episode 40, Reward 3.0999999999999996
Episode 40, Reward 22
Episode 40, Reward 113.0
Episode 40, Reward 6.4
Episode 40, Reward 0.0
Episode 41, Reward -11
Episode 41, Reward 114.05
Episode 41, Reward 6.75
Episode 41, Reward 11.35
Episode 41, Reward 18.4
Episode 42, Reward 12.05
Episode 42, Reward 13.4
Episode 42, Reward 10.0
Episode 42, Reward 13.05
Episode 42, Reward -4
Episode 43, Reward 8.4
Episode 43, Reward 109.75
Episode 43, Reward 7.0
Episode 43, Reward 144.35
Episode 43, Reward 1
Episode 44, Reward 7.05
Episode 44, Reward 10.7
Episode 44, Reward -12
Episode 44, Reward 7.4
Episode 44, Reward 10.05
Episode 45, Reward 17.35
Episode 45, Reward -66
Episode 45, Reward -64
Episode 45, Reward 11.4
Episode 45, Reward 108.0
Episode 46, Reward -14
Episode 46, Reward -12
Episode 46, Reward 16.0
Episode 46, Reward -6
Episode 46, Reward 13.0
Episode 47, Reward -48
Episode 47, Reward 10.1
Episode 47, Reward 115.0
Episode 47, Reward 17.4
Episode 47, Reward 14.0
Episode 48, Reward 4.75
Episode 48, Reward 108.0
Episode 48, Reward 2.4499999999999997
Episode 48, Reward 7.7
Episode 48, Reward 113.0
Episode 49, Reward 108.35
Episode 49, Reward 1.0499999999999998
Episode 49, Reward 1.0
Episode 49, Reward 107.35
Episode 49, Reward 0.0
Episode 50, Reward 110.35
Episode 50, Reward 108.35
Episode 50, Reward 215.4
Episode 50, Reward 119.35
Episode 50, Reward 214.0
Episode 51, Reward 108.0
Episode 51, Reward 249.35
Episode 51, Reward 8.4
Episode 51, Reward 114.0
Episode 51, Reward 112.0
Episode 52, Reward 207.05
Episode 52, Reward 0.0
Episode 52, Reward 37.349999999999994
Episode 52, Reward 112.7
Episode 52, Reward 111.0
Episode 53, Reward 108.0
Episode 53, Reward 220.35
Episode 53, Reward 119.05
Episode 53, Reward 111.0
Episode 53, Reward 121.0
Episode 54, Reward 2.0
Episode 54, Reward 112.0
Episode 54, Reward -69
Episode 54, Reward 24.0
Episode 54, Reward 119.7
Episode 55, Reward 21.7
Episode 55, Reward 16.7
Episode 55, Reward 17.0
Episode 55, Reward 15.7
Episode 55, Reward 10.35
Episode 56, Reward 11.7
Episode 56, Reward 13.05
Episode 56, Reward 6.0
Episode 56, Reward 9.7
Episode 56, Reward 112.0
Episode 57, Reward 24.0
Episode 57, Reward 12.7
Episode 57, Reward 4.75
Episode 57, Reward 14.05
Episode 57, Reward 6.0
Episode 58, Reward 12.7
Episode 58, Reward 6.05
Episode 58, Reward 19.0
Episode 58, Reward 6.7
Episode 58, Reward 18.75
Episode 59, Reward 4.4
Episode 59, Reward 19.35
Episode 59, Reward 7.05
Episode 59, Reward 12.0
Episode 59, Reward 10.7
Episode 60, Reward 20.75
Episode 60, Reward 12.0
Episode 60, Reward 23.35
Episode 60, Reward 18.4
Episode 60, Reward 23.0
Episode 61, Reward 18.0
Episode 61, Reward 19.75
Episode 61, Reward 18.1
Episode 61, Reward 16.0
Episode 61, Reward 16.0
Episode 62, Reward 12.0
Episode 62, Reward 108.7
Episode 62, Reward 12.0
Episode 62, Reward 118.75
Episode 62, Reward 102.0
Episode 63, Reward -44
Episode 63, Reward 19.4
Episode 63, Reward -42
Episode 63, Reward 6.0
Episode 63, Reward 112.0
Episode 64, Reward 23.0
Episode 64, Reward 16.75
Episode 64, Reward 1.75
Episode 64, Reward 11.35
Episode 64, Reward 112.7
Episode 65, Reward -32
Episode 65, Reward 15.0
Episode 65, Reward 123.0
Episode 65, Reward 118.4
Episode 65, Reward -43
Episode 66, Reward 11.75
Episode 66, Reward 18.0
Episode 66, Reward 12.7
Episode 66, Reward -7
Episode 66, Reward 25.7
Episode 67, Reward 6.7
Episode 67, Reward 6.7
Episode 67, Reward -13
Episode 67, Reward 7.35
Episode 67, Reward 6.0
Episode 68, Reward 150.75
Episode 68, Reward -43
Episode 68, Reward 25.7
Episode 68, Reward 116.1
Episode 68, Reward 126.35
Episode 69, Reward 7.0
Episode 69, Reward 11.75
Episode 69, Reward 12.4
Episode 69, Reward 10.4
Episode 69, Reward 16.0
Episode 70, Reward 24.0
Episode 70, Reward 31.05
Episode 70, Reward 12.0
Episode 70, Reward 125.05
Episode 70, Reward -1
Episode 71, Reward 11.4
Episode 71, Reward 4.0
Episode 71, Reward 123.0
Episode 71, Reward 1.75
Episode 71, Reward 18.4
Episode 72, Reward 14.7
Episode 72, Reward 16.05
Episode 72, Reward 6.35
Episode 72, Reward 16.4
Episode 72, Reward 9.7
Episode 73, Reward 123.35
Episode 73, Reward 0.0
Episode 73, Reward 18.75
Episode 73, Reward 6.0
Episode 73, Reward 12.35
Episode 74, Reward -5
Episode 74, Reward 25.05
Episode 74, Reward 7.4
Episode 74, Reward 12.7
Episode 74, Reward 7.05
Episode 75, Reward 23.7
Episode 75, Reward 7.05
Episode 75, Reward 11.35
Episode 75, Reward 8.35
Episode 75, Reward 55.099999999999994
Episode 76, Reward 0.35
Episode 76, Reward 6.7
Episode 76, Reward 0.0
Episode 76, Reward 6.7
Episode 76, Reward -19
Episode 77, Reward 47.349999999999994
Episode 77, Reward 19.0
Episode 77, Reward 12.7
Episode 77, Reward 1
Episode 77, Reward 18.05
Episode 78, Reward 6.0
Episode 78, Reward 58.05
Episode 78, Reward -43
Episode 78, Reward 17.0
Episode 78, Reward -45
Episode 79, Reward 18.35
Episode 79, Reward -58
Episode 79, Reward 17.7
Episode 79, Reward -50
Episode 79, Reward 123.0
Episode 80, Reward 19.0
Episode 80, Reward 17.0
Episode 80, Reward -64
Episode 80, Reward 107.0
Episode 80, Reward 5.75
Episode 81, Reward 15.35
Episode 81, Reward -1
Episode 81, Reward 21.7
Episode 81, Reward 15.0
Episode 81, Reward -7
Episode 82, Reward 18.35
Episode 82, Reward 124.05
Episode 82, Reward 16.0
Episode 82, Reward 23.7
Episode 82, Reward 18.35
Episode 83, Reward 107.35
Episode 83, Reward 5.05
Episode 83, Reward 18.4
Episode 83, Reward 6.7
Episode 83, Reward 113.0
Episode 84, Reward 23.4
Episode 84, Reward 29.0
Episode 84, Reward 22.0
Episode 84, Reward 18.7
Episode 84, Reward 23.05
Episode 85, Reward 23.35
Episode 85, Reward 7.4
Episode 85, Reward 113.35
Episode 85, Reward -33
Episode 85, Reward 8.05
Episode 86, Reward 12.0
Episode 86, Reward -7
Episode 86, Reward 6.0
Episode 86, Reward 6.0
Episode 86, Reward 6.0
Episode 87, Reward 19.7
Episode 87, Reward 17.0
Episode 87, Reward 18.05
Episode 87, Reward 19.1
Episode 87, Reward 6
Episode 88, Reward 6.0
Episode 88, Reward 8.05
Episode 88, Reward 7.0
Episode 88, Reward -5
Episode 88, Reward 10
Episode 89, Reward 16.0
Episode 89, Reward 10.0
Episode 89, Reward -29
Episode 89, Reward -17
Episode 89, Reward 17.0
Episode 90, Reward -9
Episode 90, Reward 119.35
Episode 90, Reward 19.4
Episode 90, Reward 11.05
Episode 90, Reward 12.0
Episode 91, Reward 114.35
Episode 91, Reward 16.0
Episode 91, Reward 13.0
Episode 91, Reward 13.35
Episode 91, Reward 13.0
Episode 92, Reward -16
Episode 92, Reward 1.75
Episode 92, Reward 0.0
Episode 92, Reward 0.35
Episode 92, Reward 6.0
Episode 93, Reward -80
Episode 93, Reward -52
Episode 93, Reward 1.4
Episode 93, Reward 6.0
Episode 93, Reward 13.7
Episode 94, Reward 17.35
Episode 94, Reward 11.0
Episode 94, Reward 17.7
Episode 94, Reward 30.0
Episode 94, Reward 14.05
Episode 95, Reward 9.0
Episode 95, Reward 12.0
Episode 95, Reward 19.4
Episode 95, Reward 18.0
Episode 95, Reward 18.0
Episode 96, Reward 122.0
Episode 96, Reward 124.75
Episode 96, Reward 18.0
Episode 96, Reward 49.099999999999994
Episode 96, Reward 128.35
Episode 97, Reward 129.0
Episode 97, Reward -17
Episode 97, Reward 19.05
Episode 97, Reward 127.0
Episode 97, Reward 118.7
Episode 98, Reward 12.0
Episode 98, Reward 17.0
Episode 98, Reward 23.35
Episode 98, Reward 15.1
Episode 98, Reward 53.699999999999996
Episode 99, Reward 13.35
Episode 99, Reward 10.35
Episode 99, Reward 17.75
Episode 99, Reward 13.0
Episode 99, Reward 7.35
Episode 100, Reward 12.0
Episode 100, Reward 14.8
Episode 100, Reward 13.4
Episode 100, Reward 12.0
Episode 100, Reward 12.0
Episode 101, Reward 5.1
Episode 101, Reward 3.4
Episode 101, Reward 0.35
Episode 101, Reward 4.4
Episode 101, Reward 3.4
Episode 102, Reward -42
Episode 102, Reward -49
Episode 102, Reward -3
Episode 102, Reward 125.0
Episode 102, Reward 19.7
Episode 103, Reward -59
Episode 103, Reward 92
Episode 103, Reward 119.0
Episode 103, Reward 12.7
Episode 103, Reward -59
Episode 104, Reward -12
Episode 104, Reward 128.35
Episode 104, Reward 12.7
Episode 104, Reward 6.35
Episode 104, Reward 10.35
Episode 105, Reward 20.1
Episode 105, Reward 12.7
Episode 105, Reward -10
Episode 105, Reward 19.35
Episode 105, Reward 117.05
Episode 106, Reward 18.7
Episode 106, Reward -54
Episode 106, Reward 19.35
Episode 106, Reward 13.75
Episode 106, Reward 112.7
Episode 107, Reward 7.05
Episode 107, Reward 6.0
Episode 107, Reward 6.0
Episode 107, Reward 8.45
Episode 107, Reward 8.45
Episode 108, Reward 12.7
Episode 108, Reward 121.7
Episode 108, Reward 148.35
Episode 108, Reward 134.0
Episode 108, Reward 18.35
Episode 109, Reward 2.0
Episode 109, Reward 9.35
Episode 109, Reward 15.0
Episode 109, Reward 2.0
Episode 109, Reward 8.0
Episode 110, Reward 8.45
Episode 110, Reward 8.8
Episode 110, Reward 6.0
Episode 110, Reward 10.0
Episode 110, Reward 11.35
Episode 111, Reward -42
Episode 111, Reward 13.75
Episode 111, Reward 115.1
Episode 111, Reward 121.0
Episode 111, Reward 6.0
Episode 112, Reward 12.35
Episode 112, Reward 118.0
Episode 112, Reward 18.0
Episode 112, Reward 1.4
Episode 112, Reward 26.05
Episode 113, Reward 11.4
Episode 113, Reward 18.7
Episode 113, Reward 0.0
Episode 113, Reward 16.75
Episode 113, Reward 6.05
Episode 114, Reward 118.0
Episode 114, Reward 0.0
Episode 114, Reward 125.7
Episode 114, Reward 113.4
Episode 114, Reward 56
Episode 115, Reward 0.0
Episode 115, Reward 118.35
Episode 115, Reward 101.0
Episode 115, Reward -48
Episode 115, Reward 119.0
Episode 116, Reward 16.05
Episode 116, Reward 11.0
Episode 116, Reward -29
Episode 116, Reward 13.7
Episode 116, Reward 12.35
Episode 117, Reward 5.0
Episode 117, Reward -42
Episode 117, Reward 19.35
Episode 117, Reward 1.75
Episode 117, Reward 0.0
Episode 118, Reward 14.05
Episode 118, Reward 14.75
Episode 118, Reward 13.35
Episode 118, Reward 13.35
Episode 118, Reward 19.0
Episode 119, Reward 16.0
Episode 119, Reward 10.0
Episode 119, Reward 14.05
Episode 119, Reward 18.05
Episode 119, Reward 13.4
Episode 120, Reward 7.75
Episode 120, Reward 7.05
Episode 120, Reward 18.0
Episode 120, Reward 17.0
Episode 120, Reward 12.35
Episode 121, Reward 1.7
Episode 121, Reward 20.05
Episode 121, Reward 5.0
Episode 121, Reward 4.05
Episode 121, Reward 9.7
Episode 122, Reward 17.0
Episode 122, Reward 14.1
Episode 122, Reward 12.05
Episode 122, Reward 11.0
Episode 122, Reward 7.75
Episode 123, Reward 1.35
Episode 123, Reward 0.0
Episode 123, Reward 0.0
Episode 123, Reward 0.0
Episode 123, Reward 0.0
Episode 124, Reward 9.35
Episode 124, Reward 9.0
Episode 124, Reward 1.4
Episode 124, Reward 6
Episode 124, Reward 110.75
Episode 125, Reward 110.75
Episode 125, Reward 6.0
Episode 125, Reward 116.05
Episode 125, Reward 109.0
Episode 125, Reward 42.4
Episode 126, Reward 6.0
Episode 126, Reward 6.35
Episode 126, Reward 6.7
Episode 126, Reward 6.0
Episode 126, Reward 13.4
Episode 127, Reward 54.05
Episode 127, Reward 112.7
Episode 127, Reward -16
Episode 127, Reward 112.7
Episode 127, Reward 12.0
Episode 128, Reward 7.4
Episode 128, Reward 7.05
Episode 128, Reward 9.05
Episode 128, Reward 11.7
Episode 128, Reward 6.7
Episode 129, Reward 116.0
Episode 129, Reward 12.35
Episode 129, Reward 17.35
Episode 129, Reward 12.0
Episode 129, Reward 7.4
Episode 130, Reward 2.0
Episode 130, Reward 7.05
Episode 130, Reward -80
Episode 130, Reward -80
Episode 130, Reward 13.05
Episode 131, Reward 11.35
Episode 131, Reward 7.0
Episode 131, Reward 7.0
Episode 131, Reward 13.7
Episode 131, Reward 16.0
Episode 132, Reward 13.7
Episode 132, Reward 13.7
Episode 132, Reward 13.0
Episode 132, Reward 15.1
Episode 132, Reward 17.35
Episode 133, Reward 7.05
Episode 133, Reward 12.0
Episode 133, Reward 112.0
Episode 133, Reward 106.0
Episode 133, Reward -38
Episode 134, Reward 19.75
Episode 134, Reward 118.0
Episode 134, Reward 122.0
Episode 134, Reward 48.05
Episode 134, Reward 124.7
Episode 135, Reward 112.7
Episode 135, Reward 104.7
Episode 135, Reward 52
Episode 135, Reward 116.7
Episode 135, Reward 6.35
Episode 136, Reward 10.0
Episode 136, Reward 22.35
Episode 136, Reward 24.0
Episode 136, Reward -46
Episode 136, Reward 17.0
Episode 137, Reward 16.0
Episode 137, Reward -38
Episode 137, Reward -9
Episode 137, Reward -41
Episode 137, Reward 6.35
Episode 138, Reward 5
Episode 138, Reward 6.0
Episode 138, Reward 3
Episode 138, Reward 6.7
Episode 138, Reward 107.0
Episode 139, Reward -42
Episode 139, Reward 12.4
Episode 139, Reward 18.35
Episode 139, Reward 15.1
Episode 139, Reward -17
Episode 140, Reward 11.0
Episode 140, Reward 18.35
Episode 140, Reward 19.0
Episode 140, Reward -19
Episode 140, Reward -39
Episode 141, Reward 1.75
Episode 141, Reward 0.0
Episode 141, Reward 0.0
Episode 141, Reward 7.35
Episode 141, Reward 0.0
Episode 142, Reward 12.7
Episode 142, Reward 8.0
Episode 142, Reward 11.4
Episode 142, Reward 3.35
Episode 142, Reward -32
Episode 143, Reward -7
Episode 143, Reward -27
Episode 143, Reward 14.7
Episode 143, Reward 8.0
Episode 143, Reward 14.7
Episode 144, Reward 8.0
Episode 144, Reward 6.0
Episode 144, Reward 6.0
Episode 144, Reward 6.0
Episode 144, Reward 6.0
Episode 145, Reward 10.7
Episode 145, Reward 6.0
Episode 145, Reward 9.0
Episode 145, Reward 8.1
Episode 145, Reward 10.35
Episode 146, Reward 0.0
Episode 146, Reward 3.0
Episode 146, Reward 0.0
Episode 146, Reward 0.0
Episode 146, Reward 3.0
Episode 147, Reward 17.0
Episode 147, Reward 23.0
Episode 147, Reward 17.0
Episode 147, Reward 23.7
Episode 147, Reward 17.35
Episode 148, Reward 24.0
Episode 148, Reward 1.4
Episode 148, Reward 99
Episode 148, Reward 104.4
Episode 148, Reward 6.35
Episode 149, Reward 107.35
Episode 149, Reward 12.0
Episode 149, Reward 108.75
Episode 149, Reward 113.0
Episode 149, Reward 7.05
Episode 150, Reward 15.0
Episode 150, Reward 10.0
Episode 150, Reward 12.0
Episode 150, Reward 6.0
Episode 150, Reward 11.7
Episode 151, Reward 6.05
Episode 151, Reward 17.35
Episode 151, Reward 6.35
Episode 151, Reward 5.35
Episode 151, Reward 18.0
Episode 152, Reward -44
Episode 152, Reward 19.05
Episode 152, Reward 12.7
Episode 152, Reward 18.7
Episode 152, Reward -40
Episode 153, Reward 7.0
Episode 153, Reward 8.05
Episode 153, Reward 7.0
Episode 153, Reward 8.05
Episode 153, Reward 7.0
Episode 154, Reward 2.7
Episode 154, Reward 0.35
Episode 154, Reward 0.7
Episode 154, Reward 0.7
Episode 154, Reward 7.7
Episode 155, Reward 18.0
Episode 155, Reward 13.4
Episode 155, Reward 0.35
Episode 155, Reward 7.0
Episode 155, Reward 13.7
Episode 156, Reward 7.4
Episode 156, Reward 6.0
Episode 156, Reward 113.35
Episode 156, Reward 113.7
Episode 156, Reward 13.05
Episode 157, Reward 7.4
Episode 157, Reward 113.05
Episode 157, Reward 112.0
Episode 157, Reward 87
Episode 157, Reward 113.05
Episode 158, Reward 113.0
Episode 158, Reward 119.7
Episode 158, Reward 57
Episode 158, Reward 220.0
Episode 158, Reward 222.1
Episode 159, Reward 15.0
Episode 159, Reward 12.35
Episode 159, Reward 6.7
Episode 159, Reward 22.35
Episode 159, Reward 1.0499999999999998
Episode 160, Reward -2
Episode 160, Reward 8.0
Episode 160, Reward 17.7
Episode 160, Reward 8.7
Episode 160, Reward 8.0
Episode 161, Reward 0.0
Episode 161, Reward 117.0
Episode 161, Reward 0.0
Episode 161, Reward 105.7
Episode 161, Reward 105.7
Episode 162, Reward 214.1
Episode 162, Reward 0.35
Episode 162, Reward 0.0
Episode 162, Reward 6.0
Episode 162, Reward -57
Episode 163, Reward 1.0499999999999998
Episode 163, Reward 3.0
Episode 163, Reward 3.7
Episode 163, Reward 9.7
Episode 163, Reward 42.75
Episode 164, Reward 1.0499999999999998
Episode 164, Reward 0.35
Episode 164, Reward 7.75
Episode 164, Reward 12.0
Episode 164, Reward 14.05
Episode 165, Reward 4.0
Episode 165, Reward 5.7
Episode 165, Reward 12.7
Episode 165, Reward 15.0
Episode 165, Reward 12.4
Episode 166, Reward 18.0
Episode 166, Reward 12.0
Episode 166, Reward 118.0
Episode 166, Reward 121.4
Episode 166, Reward 16.75
Episode 167, Reward 19.0
Episode 167, Reward 130.0
Episode 167, Reward 26.05
Episode 167, Reward 16.0
Episode 167, Reward -87
Episode 168, Reward 9.7
Episode 168, Reward 4.05
Episode 168, Reward 6.7
Episode 168, Reward 0.0
Episode 168, Reward 15.35
Episode 169, Reward 14.4
Episode 169, Reward 15.7
Episode 169, Reward -37
Episode 169, Reward 116.35
Episode 169, Reward 119.7
Episode 170, Reward 120.35
Episode 170, Reward 12.0
Episode 170, Reward 22.75
Episode 170, Reward 15.0
Episode 170, Reward -31
Episode 171, Reward 18.7
Episode 171, Reward 21.7
Episode 171, Reward 18.7
Episode 171, Reward 17.05
Episode 171, Reward 22.0
Episode 172, Reward 22.4
Episode 172, Reward 15.7
Episode 172, Reward 13.05
Episode 172, Reward 21.0
Episode 172, Reward 22.75
Episode 173, Reward 49.099999999999994
Episode 173, Reward 6.35
Episode 173, Reward 13.05
Episode 173, Reward 14.1
Episode 173, Reward 6.0
Episode 174, Reward -23
Episode 174, Reward 6.0
Episode 174, Reward 18.0
Episode 174, Reward 19.35
Episode 174, Reward 6.35
Episode 175, Reward 10.7
Episode 175, Reward 13.0
Episode 175, Reward 0.0
Episode 175, Reward 0.7
Episode 175, Reward 5.0
Episode 176, Reward 121.0
Episode 176, Reward 19.35
Episode 176, Reward 6.35
Episode 176, Reward 119.35
Episode 176, Reward 4.4
Episode 177, Reward 7.05
Episode 177, Reward 0.0
Episode 177, Reward 5.0
Episode 177, Reward 7.75
Episode 177, Reward 0.0
Episode 178, Reward 18.0
Episode 178, Reward 18.7
Episode 178, Reward 18.75
Episode 178, Reward 17.35
Episode 178, Reward 20.05
Episode 179, Reward 109.35
Episode 179, Reward 109.0
Episode 179, Reward 109.0
Episode 179, Reward 42.05
Episode 179, Reward 109.0
Episode 180, Reward 9.35
Episode 180, Reward 10.0
Episode 180, Reward 12.0
Episode 180, Reward -56
Episode 180, Reward 125.1
Episode 181, Reward 6.0
Episode 181, Reward -36
Episode 181, Reward 111.0
Episode 181, Reward 217.35
Episode 181, Reward 88
Episode 182, Reward 7.4
Episode 182, Reward 6.7
Episode 182, Reward 118.7
Episode 182, Reward -55
Episode 182, Reward 15
Episode 183, Reward -39
Episode 183, Reward 129.0
Episode 183, Reward -39
Episode 183, Reward 66.75
Episode 183, Reward 10.35
Episode 184, Reward 1.4
Episode 184, Reward 35.349999999999994
Episode 184, Reward 1.75
Episode 184, Reward 0.0
Episode 184, Reward 0.7
Episode 185, Reward -57
Episode 185, Reward 15
Episode 185, Reward 0.0
Episode 185, Reward 149.7
Episode 185, Reward 13.05
Episode 186, Reward 12.7
Episode 186, Reward 5.35
Episode 186, Reward 6.35
Episode 186, Reward 4.35
Episode 186, Reward -2
Episode 187, Reward 4.0
Episode 187, Reward 9.05
Episode 187, Reward 12.0
Episode 187, Reward -11
Episode 187, Reward 17.0
Episode 188, Reward 14.0
Episode 188, Reward 12.0
Episode 188, Reward 19.7
Episode 188, Reward 17.0
Episode 188, Reward 12.0
Episode 189, Reward 6.7
Episode 189, Reward -29
Episode 189, Reward 7.35
Episode 189, Reward 6.0
