/home/zck7060/anaconda3/envs/mujoco/lib/python3.7/site-packages/tianshou/env/pettingzoo_env.py:15: DeprecationWarning: You are using PettingZoo 1.12.0. Future tianshou versions may not support PettingZoo<1.21.0. Consider upgrading your PettingZoo version.
  f"Consider upgrading your PettingZoo version.", DeprecationWarning
Episode 490, Reward 1.0499999999999998
Episode 490, Reward 13.4
Episode 490, Reward 1.0499999999999998
Episode 490, Reward 17.7
Episode 491, Reward 7.35
Episode 491, Reward 6
Episode 491, Reward 45.699999999999996
Episode 491, Reward 8.0
Episode 491, Reward 7.0
Episode 492, Reward -34
Episode 492, Reward 6.0
Episode 492, Reward 108.35
Episode 492, Reward 107.75
Episode 492, Reward 7.0
Episode 493, Reward 18.0
Episode 493, Reward 17.0
Episode 493, Reward 12.7
Episode 493, Reward 20.75
Episode 493, Reward 24.0
Episode 494, Reward 107.0
Episode 494, Reward 41.349999999999994
Episode 494, Reward 113.0
Episode 494, Reward 43.099999999999994
Episode 494, Reward 6.7
Episode 495, Reward 0.35
Episode 495, Reward 12.0
Episode 495, Reward 10.75
Episode 495, Reward 3.35
Episode 495, Reward 0.35
Episode 496, Reward 7.0
Episode 496, Reward 113.05
Episode 496, Reward 4.4
Episode 496, Reward 11.05
Episode 496, Reward 3.35
Episode 497, Reward 60.75
Episode 497, Reward 21.0
Episode 497, Reward 22.7
Episode 497, Reward 21.7
Episode 497, Reward 18.7
Episode 498, Reward 1.4
Episode 498, Reward 7.05
Episode 498, Reward 0.35
Episode 498, Reward 0.35
Episode 498, Reward 7.35
Episode 499, Reward 0.7
Episode 499, Reward 3.7
Episode 499, Reward 0.0
Episode 499, Reward 1.75
Episode 499, Reward 4.75
Episode 0, Reward 16.7
Episode 0, Reward 23.0
Episode 0, Reward 16.35
Episode 0, Reward 14.05
Episode 0, Reward 19.05
Episode 1, Reward 17.4
Episode 1, Reward -1
Episode 1, Reward 6.0
Episode 1, Reward 117.7
Episode 1, Reward 7.75
Episode 2, Reward 9.05
Episode 2, Reward 1.0499999999999998
Episode 2, Reward 111.7
Episode 2, Reward 3.35
Episode 2, Reward 114.0
Episode 3, Reward 7.05
Episode 3, Reward 12.05
Episode 3, Reward 9.0
Episode 3, Reward 11.05
Episode 3, Reward 7.05
Episode 4, Reward 113.0
Episode 4, Reward 4.35
Episode 4, Reward 115.0
Episode 4, Reward 12.0
Episode 4, Reward -7
Episode 5, Reward 12.35
Episode 5, Reward 122.35
Episode 5, Reward 12.0
Episode 5, Reward 24.0
Episode 5, Reward 116.05
Episode 6, Reward 144.4
Episode 6, Reward 12.35
Episode 6, Reward 118.35
Episode 6, Reward 106.0
Episode 6, Reward 8.4
Episode 7, Reward 0.7
Episode 7, Reward 6.75
Episode 7, Reward 35.699999999999996
Episode 7, Reward 1.4
Episode 7, Reward 0.0
Episode 8, Reward 19.05
Episode 8, Reward -49
Episode 8, Reward 7.4
Episode 8, Reward 13.35
Episode 8, Reward 2.0
Episode 9, Reward 10.05
Episode 9, Reward 9.7
Episode 9, Reward 6.0
Episode 9, Reward 6.35
Episode 9, Reward 10.05
Episode 10, Reward 9.35
Episode 10, Reward 3.75
Episode 10, Reward 10.4
Episode 10, Reward 3.35
Episode 10, Reward 7.0
Episode 11, Reward 15.35
Episode 11, Reward 17.1
Episode 11, Reward 16.4
Episode 11, Reward 7.7
Episode 11, Reward 12.35
Episode 12, Reward 24.0
Episode 12, Reward 18.0
Episode 12, Reward 19.0
Episode 12, Reward 18.35
Episode 12, Reward 21.05
Episode 13, Reward 21.35
Episode 13, Reward 7.7
Episode 13, Reward 12.0
Episode 13, Reward 14.35
Episode 13, Reward 11.7
Episode 14, Reward 6.0
Episode 14, Reward 6.0
Episode 14, Reward 6.35
Episode 14, Reward 108.35
Episode 14, Reward 6.35
Episode 15, Reward 12.0
Episode 15, Reward 23.1
Episode 15, Reward 19.4
Episode 15, Reward 12.0
Episode 15, Reward 13.75
Episode 16, Reward 14.35
Episode 16, Reward 5.0
Episode 16, Reward 0.35
Episode 16, Reward 0.0
Episode 16, Reward 6.0
Episode 17, Reward 6.35
Episode 17, Reward 0.7
Episode 17, Reward 0.0
Episode 17, Reward 8.75
Episode 17, Reward 2.0
Episode 18, Reward 7.75
Episode 18, Reward 0.7
Episode 18, Reward 6.0
Episode 18, Reward 0.7
Episode 18, Reward 12.0
Episode 19, Reward 6.0
Episode 19, Reward 8.05
Episode 19, Reward 6.0
Episode 19, Reward 6.0
Episode 19, Reward 6.0
Episode 20, Reward 6.7
Episode 20, Reward 0.0
Episode 20, Reward 12.35
Episode 20, Reward 12.0
Episode 20, Reward 0.7
Episode 21, Reward 6.35
Episode 21, Reward 14.35
Episode 21, Reward -6
Episode 21, Reward 14.0
Episode 21, Reward 9.0
Episode 22, Reward 19.0
Episode 22, Reward 19.0
Episode 22, Reward 19.7
Episode 22, Reward 19.0
Episode 22, Reward 19.0
Episode 23, Reward 51.4
Episode 23, Reward 6.35
Episode 23, Reward 11.05
Episode 23, Reward 9.0
Episode 23, Reward 1.4
Episode 24, Reward 0.7
Episode 24, Reward 7.0
Episode 24, Reward 7.4
Episode 24, Reward 6.35
Episode 24, Reward 12.0
Episode 25, Reward 1.0499999999999998
Episode 25, Reward 0.35
Episode 25, Reward 1.75
Episode 25, Reward 35.699999999999996
Episode 25, Reward 0.35
Episode 26, Reward 6.0
Episode 26, Reward 1.4
Episode 26, Reward -48
Episode 26, Reward 6.0
Episode 26, Reward -21
Episode 27, Reward 6.0
Episode 27, Reward -52
Episode 27, Reward 6.7
Episode 27, Reward -20
Episode 27, Reward 0.0
Episode 28, Reward -4
Episode 28, Reward 6.35
Episode 28, Reward -9
Episode 28, Reward 12.0
Episode 28, Reward 118.0
Episode 29, Reward 1.7
Episode 29, Reward 9.7
Episode 29, Reward 1.75
Episode 29, Reward 9.0
Episode 29, Reward 10.4
Episode 30, Reward 94
Episode 30, Reward 7.05
Episode 30, Reward 107.0
Episode 30, Reward 105
Episode 30, Reward 18.7
Episode 31, Reward 6.0
Episode 31, Reward 15.0
Episode 31, Reward 4
Episode 31, Reward 30.35
Episode 31, Reward 24.05
Episode 32, Reward 11.1
Episode 32, Reward 14.4
Episode 32, Reward 9.4
Episode 32, Reward 12.7
Episode 32, Reward 11.4
Episode 33, Reward 6
Episode 33, Reward 8.35
Episode 33, Reward 18.35
Episode 33, Reward 42.05
Episode 33, Reward 16.0
Episode 34, Reward 18.0
Episode 34, Reward 19.4
Episode 34, Reward 12.35
Episode 34, Reward 22.7
Episode 34, Reward 12.0
Episode 35, Reward 27.05
Episode 35, Reward 13.0
Episode 35, Reward 24.75
Episode 35, Reward 15.1
Episode 35, Reward 20.4
Episode 36, Reward 16.0
Episode 36, Reward 28.05
Episode 36, Reward 18.0
Episode 36, Reward 26.35
Episode 36, Reward 14.0
Episode 37, Reward 4.05
Episode 37, Reward 0.0
Episode 37, Reward 0.0
Episode 37, Reward 4.7
Episode 37, Reward 5.4
Episode 38, Reward 18.7
Episode 38, Reward 15.75
Episode 38, Reward 9.75
Episode 38, Reward -8
Episode 38, Reward 115.0
Episode 39, Reward 0.35
Episode 39, Reward 3.05
Episode 39, Reward 24.35
Episode 39, Reward 8.1
Episode 39, Reward 6.0
Episode 40, Reward 4.1
Episode 40, Reward 19
Episode 40, Reward 12.0
Episode 40, Reward 6.4
Episode 40, Reward 4.35
Episode 41, Reward 59.349999999999994
Episode 41, Reward 1.75
Episode 41, Reward 6.7
Episode 41, Reward 4.1
Episode 41, Reward 18.35
Episode 42, Reward 7.05
Episode 42, Reward 12.35
Episode 42, Reward 47.349999999999994
Episode 42, Reward 13.05
Episode 42, Reward -4
Episode 43, Reward 9.4
Episode 43, Reward 8.7
Episode 43, Reward 8.0
Episode 43, Reward 110.75
Episode 43, Reward 1
Episode 44, Reward 11.05
Episode 44, Reward 7.7
Episode 44, Reward -10
Episode 44, Reward 7.4
Episode 44, Reward 9.05
Episode 45, Reward 16.35
Episode 45, Reward -63
Episode 45, Reward -67
Episode 45, Reward 11.05
Episode 45, Reward 109.0
Episode 46, Reward -14
Episode 46, Reward 13.0
Episode 46, Reward 13.0
Episode 46, Reward 124.0
Episode 46, Reward 13.0
Episode 47, Reward 121.7
Episode 47, Reward 8.1
Episode 47, Reward -44
Episode 47, Reward 4.4
Episode 47, Reward 8.0
Episode 48, Reward 1.75
Episode 48, Reward 111.0
Episode 48, Reward 2.4499999999999997
Episode 48, Reward 10.7
Episode 48, Reward 114.0
Episode 49, Reward -7
Episode 49, Reward 5.05
Episode 49, Reward 6.0
Episode 49, Reward 111.35
Episode 49, Reward 4.0
Episode 50, Reward 110.35
Episode 50, Reward 109.0
Episode 50, Reward 215.7
Episode 50, Reward 119.0
Episode 50, Reward 111.35
Episode 51, Reward 104.75
Episode 51, Reward 250.35
Episode 51, Reward 8.4
Episode 51, Reward 4.0
Episode 51, Reward 112.0
Episode 52, Reward 108.05
Episode 52, Reward 0.0
Episode 52, Reward 3.4
Episode 52, Reward 14.05
Episode 52, Reward 11.0
Episode 53, Reward 7.0
Episode 53, Reward 11.05
Episode 53, Reward 119.4
Episode 53, Reward 111.0
Episode 53, Reward 21.0
Episode 54, Reward 2.7
Episode 54, Reward 113.0
Episode 54, Reward -58
Episode 54, Reward -60
Episode 54, Reward 118.7
Episode 55, Reward 21.1
Episode 55, Reward 17.7
Episode 55, Reward 18.0
Episode 55, Reward 16.7
Episode 55, Reward 9.35
Episode 56, Reward 17.0
Episode 56, Reward 12.7
Episode 56, Reward 6.0
Episode 56, Reward 10.75
Episode 56, Reward 7.75
Episode 57, Reward 24.0
Episode 57, Reward 12.7
Episode 57, Reward 3.75
Episode 57, Reward 14.05
Episode 57, Reward 6.0
Episode 58, Reward 12.7
Episode 58, Reward 4.05
Episode 58, Reward 19.0
Episode 58, Reward 6.7
Episode 58, Reward 13.75
Episode 59, Reward 4.4
Episode 59, Reward 19.35
Episode 59, Reward 9.05
Episode 59, Reward 15.0
Episode 59, Reward 18.0
Episode 60, Reward 20.75
Episode 60, Reward 12.0
Episode 60, Reward 20.4
Episode 60, Reward 18.0
Episode 60, Reward 22.0
Episode 61, Reward 18.0
Episode 61, Reward 19.0
Episode 61, Reward 16.0
Episode 61, Reward 12.0
Episode 61, Reward 16.0
Episode 62, Reward 114.0
Episode 62, Reward 116.0
Episode 62, Reward 113.0
Episode 62, Reward 114.75
Episode 62, Reward 0.0
Episode 63, Reward 7.75
Episode 63, Reward 12.1
Episode 63, Reward 2.0
Episode 63, Reward 6.0
Episode 63, Reward 12.0
Episode 64, Reward 15.0
Episode 64, Reward 12.4
Episode 64, Reward 6.35
Episode 64, Reward 11.35
Episode 64, Reward 44.75
Episode 65, Reward 15.35
Episode 65, Reward 21.1
Episode 65, Reward 125.0
Episode 65, Reward 15.7
Episode 65, Reward -6
Episode 66, Reward 17.05
Episode 66, Reward 24.0
Episode 66, Reward 18.0
Episode 66, Reward 119.0
Episode 66, Reward 33.05
Episode 67, Reward 8.7
Episode 67, Reward 111.4
Episode 67, Reward 47.699999999999996
Episode 67, Reward 15.05
Episode 67, Reward 110.0
Episode 68, Reward 110.7
Episode 68, Reward -9
Episode 68, Reward 26.35
Episode 68, Reward 123.75
Episode 68, Reward 18.0
Episode 69, Reward 7.0
Episode 69, Reward 12.05
Episode 69, Reward 12.05
Episode 69, Reward 9.0
Episode 69, Reward 12.05
Episode 70, Reward 21.0
Episode 70, Reward 8.0
Episode 70, Reward 1.75
Episode 70, Reward 6.7
Episode 70, Reward 15.35
Episode 71, Reward 10.35
Episode 71, Reward 2.0
Episode 71, Reward 5.0
Episode 71, Reward 42.4
Episode 71, Reward 17.4
Episode 72, Reward 8.7
Episode 72, Reward 10.35
Episode 72, Reward 7.05
Episode 72, Reward 15.05
Episode 72, Reward 8.0
Episode 73, Reward 7.0
Episode 73, Reward 42.4
Episode 73, Reward 19.4
Episode 73, Reward 6.7
Episode 73, Reward 18.35
Episode 74, Reward 0.0
Episode 74, Reward 24.05
Episode 74, Reward 11.4
Episode 74, Reward 18.7
Episode 74, Reward 9.05
Episode 75, Reward 22.7
Episode 75, Reward 10.05
Episode 75, Reward 12.35
Episode 75, Reward 8.35
Episode 75, Reward 24.75
Episode 76, Reward 0.35
Episode 76, Reward 3.7
Episode 76, Reward 0.0
Episode 76, Reward 8.7
Episode 76, Reward -19
Episode 77, Reward 53.349999999999994
Episode 77, Reward 19.0
Episode 77, Reward 14.0
Episode 77, Reward 6.0
Episode 77, Reward 19.1
Episode 78, Reward 8.0
Episode 78, Reward 23.7
Episode 78, Reward 16.0
Episode 78, Reward 17.0
Episode 78, Reward 15.35
Episode 79, Reward 24.4
Episode 79, Reward 16.7
Episode 79, Reward 17.7
Episode 79, Reward 15.35
Episode 79, Reward 107.0
Episode 80, Reward 19.0
Episode 80, Reward 17.0
Episode 80, Reward -64
Episode 80, Reward 118.0
Episode 80, Reward 1.75
Episode 81, Reward 126.35
Episode 81, Reward 16.4
Episode 81, Reward 9.0
Episode 81, Reward 9.0
Episode 81, Reward 17.0
Episode 82, Reward 15.35
Episode 82, Reward 113.7
Episode 82, Reward 9.0
Episode 82, Reward 19.1
Episode 82, Reward 21.4
Episode 83, Reward 107.35
Episode 83, Reward 4.05
Episode 83, Reward 18.4
Episode 83, Reward 12.7
Episode 83, Reward 113.0
Episode 84, Reward 24.4
Episode 84, Reward 61.05
Episode 84, Reward 23.4
Episode 84, Reward 18.0
Episode 84, Reward 24.4
Episode 85, Reward 24.35
Episode 85, Reward 11.4
Episode 85, Reward 113.35
Episode 85, Reward 107.7
Episode 85, Reward 9.05
Episode 86, Reward 6.0
Episode 86, Reward 7.75
Episode 86, Reward 6.0
Episode 86, Reward 8.7
Episode 86, Reward 8.7
Episode 87, Reward 13.7
Episode 87, Reward 16.0
Episode 87, Reward 18.05
Episode 87, Reward 19.1
Episode 87, Reward 6
Episode 88, Reward 6.35
Episode 88, Reward 8.7
Episode 88, Reward 10.1
Episode 88, Reward -2
Episode 88, Reward 5
Episode 89, Reward 18.0
Episode 89, Reward 19.75
Episode 89, Reward 124.0
Episode 89, Reward 22.75
Episode 89, Reward 11.0
Episode 90, Reward -8
Episode 90, Reward 120.35
Episode 90, Reward -63
Episode 90, Reward 7.05
Episode 90, Reward -52
Episode 91, Reward 8.0
Episode 91, Reward 10.35
Episode 91, Reward 12.0
Episode 91, Reward 9.0
Episode 91, Reward 13.0
Episode 92, Reward -6
Episode 92, Reward 7.75
Episode 92, Reward 2.0
Episode 92, Reward 0.35
Episode 92, Reward 6.35
Episode 93, Reward 7.35
Episode 93, Reward 108.0
Episode 93, Reward 1.4
Episode 93, Reward 6.0
Episode 93, Reward 120.7
Episode 94, Reward 20.05
Episode 94, Reward 18.0
Episode 94, Reward 18.0
Episode 94, Reward 21.4
Episode 94, Reward 13.0
Episode 95, Reward 9.0
Episode 95, Reward 12.0
Episode 95, Reward 20.05
Episode 95, Reward 18.0
Episode 95, Reward 19.05
Episode 96, Reward 121.0
Episode 96, Reward 124.75
Episode 96, Reward -21
Episode 96, Reward 152.1
Episode 96, Reward 127.35
Episode 97, Reward 130.0
Episode 97, Reward 18.0
Episode 97, Reward 18.7
Episode 97, Reward 123.1
Episode 97, Reward 119.0
Episode 98, Reward 12.35
Episode 98, Reward 116.0
Episode 98, Reward 21.35
Episode 98, Reward 14.75
Episode 98, Reward 15.35
Episode 99, Reward 10.0
Episode 99, Reward 17.4
Episode 99, Reward 14.7
Episode 99, Reward 16.0
Episode 99, Reward 7.35
Episode 100, Reward 15.0
Episode 100, Reward 15.5
Episode 100, Reward 13.4
Episode 100, Reward 12.0
Episode 100, Reward 16.0
Episode 101, Reward 9.0
Episode 101, Reward 2.35
Episode 101, Reward 0.35
Episode 101, Reward 3.05
Episode 101, Reward 3.4
Episode 102, Reward -10
Episode 102, Reward 12.35
Episode 102, Reward -1
Episode 102, Reward 129.4
Episode 102, Reward 19.35
Episode 103, Reward 6.7
Episode 103, Reward -6
Episode 103, Reward 119.0
Episode 103, Reward 13.7
Episode 103, Reward 6.0
Episode 104, Reward -9
Episode 104, Reward 123.35
Episode 104, Reward 12.7
Episode 104, Reward 0.35
Episode 104, Reward 17.35
Episode 105, Reward 55.449999999999996
Episode 105, Reward 12.0
Episode 105, Reward 12.35
Episode 105, Reward 12.7
Episode 105, Reward 116.05
Episode 106, Reward 18.7
Episode 106, Reward 6.7
Episode 106, Reward 12.35
Episode 106, Reward 13.75
Episode 106, Reward 112.7
Episode 107, Reward 7.05
Episode 107, Reward 10.0
Episode 107, Reward 8.0
Episode 107, Reward 8.8
Episode 107, Reward 9.15
Episode 108, Reward 114.7
Episode 108, Reward 19.4
Episode 108, Reward 147.35
Episode 108, Reward 133.0
Episode 108, Reward 214.7
Episode 109, Reward 0.0
Episode 109, Reward 9.35
Episode 109, Reward 12.0
Episode 109, Reward 0.0
Episode 109, Reward 7.0
Episode 110, Reward 9.15
Episode 110, Reward 9.15
Episode 110, Reward 8.0
Episode 110, Reward 9.0
Episode 110, Reward 12.35
Episode 111, Reward 24.0
Episode 111, Reward 13.75
Episode 111, Reward 14.1
Episode 111, Reward 121.0
Episode 111, Reward -35
Episode 112, Reward 16.35
Episode 112, Reward 117.0
Episode 112, Reward 18.0
Episode 112, Reward 1.4
Episode 112, Reward 26.05
Episode 113, Reward 10.05
Episode 113, Reward 18.7
Episode 113, Reward 1.75
Episode 113, Reward 25.0
Episode 113, Reward 11.7
Episode 114, Reward 117.0
Episode 114, Reward 0.0
Episode 114, Reward 125.7
Episode 114, Reward 105.0
Episode 114, Reward 55
Episode 115, Reward -4
Episode 115, Reward 113.0
Episode 115, Reward 108.7
Episode 115, Reward 42.4
Episode 115, Reward 114.0
Episode 116, Reward 26.05
Episode 116, Reward 11.0
Episode 116, Reward 8.7
Episode 116, Reward 16.7
Episode 116, Reward 14.35
Episode 117, Reward 1.0
Episode 117, Reward -42
Episode 117, Reward 20.35
Episode 117, Reward 18.0
Episode 117, Reward 0.0
Episode 118, Reward -1
Episode 118, Reward 14.75
Episode 118, Reward 6.0
Episode 118, Reward 6.7
Episode 118, Reward 17.1
Episode 119, Reward 17.0
Episode 119, Reward 10.0
Episode 119, Reward 9.05
Episode 119, Reward 18.7
Episode 119, Reward 12.7
Episode 120, Reward 18.7
Episode 120, Reward 12.7
Episode 120, Reward 31.05
Episode 120, Reward 24.0
Episode 120, Reward 15.0
Episode 121, Reward 2.0
Episode 121, Reward 18.35
Episode 121, Reward 12.7
Episode 121, Reward 3.35
Episode 121, Reward 3.35
Episode 122, Reward 12.0
Episode 122, Reward 7.75
Episode 122, Reward 9.7
Episode 122, Reward 9.0
Episode 122, Reward 1.75
Episode 123, Reward 102.35
Episode 123, Reward 0.0
Episode 123, Reward 0.0
Episode 123, Reward 0.0
Episode 123, Reward 0.0
Episode 124, Reward 8.35
Episode 124, Reward 8.0
Episode 124, Reward 3.4
Episode 124, Reward 3.4
Episode 124, Reward 8.35
Episode 125, Reward 12.0
Episode 125, Reward 6.7
Episode 125, Reward 8.0
Episode 125, Reward 8.7
Episode 125, Reward 42.4
Episode 126, Reward -10
Episode 126, Reward 110.4
Episode 126, Reward 109.0
Episode 126, Reward 41.349999999999994
Episode 126, Reward 112.35
Episode 127, Reward 54.05
Episode 127, Reward 12.35
Episode 127, Reward -14
Episode 127, Reward -27
Episode 127, Reward 15.0
Episode 128, Reward 7.4
Episode 128, Reward 7.05
Episode 128, Reward 14.0
Episode 128, Reward 6.7
Episode 128, Reward 7.05
Episode 129, Reward -21
Episode 129, Reward 12.35
Episode 129, Reward 15.35
Episode 129, Reward 6.0
Episode 129, Reward 7.4
Episode 130, Reward 9.4
Episode 130, Reward 7.05
Episode 130, Reward 0.0
Episode 130, Reward 7.05
Episode 130, Reward 12.0
Episode 131, Reward 12.0
Episode 131, Reward 7.0
Episode 131, Reward 42.699999999999996
Episode 131, Reward 13.35
Episode 131, Reward 19.0
Episode 132, Reward 13.35
Episode 132, Reward 13.35
Episode 132, Reward 13.0
Episode 132, Reward 15.1
Episode 132, Reward 17.35
Episode 133, Reward 6.7
Episode 133, Reward 12.0
Episode 133, Reward 112.0
Episode 133, Reward 110.0
Episode 133, Reward -37
Episode 134, Reward 18.0
Episode 134, Reward 118.0
Episode 134, Reward 119.35
Episode 134, Reward 18.7
Episode 134, Reward 118.7
Episode 135, Reward 112.7
Episode 135, Reward 110.35
Episode 135, Reward 54
Episode 135, Reward 110.35
Episode 135, Reward -30
Episode 136, Reward 10.05
Episode 136, Reward -60
Episode 136, Reward 26.7
Episode 136, Reward 11.7
Episode 136, Reward 14.4
Episode 137, Reward 12.0
Episode 137, Reward 13.4
Episode 137, Reward -13
Episode 137, Reward 10.0
Episode 137, Reward 6.35
Episode 138, Reward 108.0
Episode 138, Reward 6.0
Episode 138, Reward 4
Episode 138, Reward 6.35
Episode 138, Reward 108.0
Episode 139, Reward 11.0
Episode 139, Reward -54
Episode 139, Reward 20.75
Episode 139, Reward 16.4
Episode 139, Reward -10
Episode 140, Reward 12.4
Episode 140, Reward 18.35
Episode 140, Reward 19.0
Episode 140, Reward -20
Episode 140, Reward 17.35
Episode 141, Reward 6.0
Episode 141, Reward 10.0
Episode 141, Reward 8.0
Episode 141, Reward 10.7
Episode 141, Reward 8.7
Episode 142, Reward 13.35
Episode 142, Reward 8.0
Episode 142, Reward 1
Episode 142, Reward 2.0
Episode 142, Reward 2.0
Episode 143, Reward -7
Episode 143, Reward 21.0
Episode 143, Reward 13.05
Episode 143, Reward -59
Episode 143, Reward 6.7
Episode 144, Reward 9.0
Episode 144, Reward 6.0
Episode 144, Reward 6.0
Episode 144, Reward 6.0
Episode 144, Reward 6.0
Episode 145, Reward 6.0
Episode 145, Reward 6.0
Episode 145, Reward 8.0
Episode 145, Reward 8.1
Episode 145, Reward 6.35
Episode 146, Reward 2.0
Episode 146, Reward 2.0
Episode 146, Reward 2.0
Episode 146, Reward 2.0
Episode 146, Reward 2.0
Episode 147, Reward 15.0
Episode 147, Reward 22.75
Episode 147, Reward 15.35
Episode 147, Reward 21.7
Episode 147, Reward 15.35
Episode 148, Reward 12.35
Episode 148, Reward 1.4
Episode 148, Reward -4
Episode 148, Reward 0.0
Episode 148, Reward 6.0
Episode 149, Reward 107.0
Episode 149, Reward 12.35
Episode 149, Reward 108.4
Episode 149, Reward 113.0
Episode 149, Reward 7.05
Episode 150, Reward 15.0
Episode 150, Reward 9.0
Episode 150, Reward 12.0
Episode 150, Reward 6.0
Episode 150, Reward 11.7
Episode 151, Reward 4.05
Episode 151, Reward 15.35
Episode 151, Reward 6.35
Episode 151, Reward 5.7
Episode 151, Reward 18.0
Episode 152, Reward 12.35
Episode 152, Reward 13.05
Episode 152, Reward 14.05
Episode 152, Reward 18.7
Episode 152, Reward 12.0
Episode 153, Reward 6.0
Episode 153, Reward 2.0
Episode 153, Reward 13.75
Episode 153, Reward 6.35
Episode 153, Reward 0.35
Episode 154, Reward 5.7
Episode 154, Reward 0.35
Episode 154, Reward 0.7
Episode 154, Reward 0.7
Episode 154, Reward 7.35
Episode 155, Reward 18.0
Episode 155, Reward 7.4
Episode 155, Reward 0.35
Episode 155, Reward 7.0
Episode 155, Reward 13.7
Episode 156, Reward 7.4
Episode 156, Reward 6.0
Episode 156, Reward 113.05
Episode 156, Reward 112.7
Episode 156, Reward 12.7
Episode 157, Reward 7.75
Episode 157, Reward 114.05
Episode 157, Reward 113.0
Episode 157, Reward -14
Episode 157, Reward 113.05
Episode 158, Reward 114.0
Episode 158, Reward 120.7
Episode 158, Reward -44
Episode 158, Reward 119.0
Episode 158, Reward 124.0
Episode 159, Reward 13.0
Episode 159, Reward -54
Episode 159, Reward 10.7
Episode 159, Reward 130.7
Episode 159, Reward 5.05
Episode 160, Reward -2
Episode 160, Reward 113.0
Episode 160, Reward 17.7
Episode 160, Reward 6.7
Episode 160, Reward 6.0
Episode 161, Reward 106.35
Episode 161, Reward 118.0
Episode 161, Reward 104.0
Episode 161, Reward 105.1
Episode 161, Reward 104.7
Episode 162, Reward 117.0
Episode 162, Reward 0.35
Episode 162, Reward 0.0
Episode 162, Reward 6.0
Episode 162, Reward 117.1
Episode 163, Reward 3.05
Episode 163, Reward 2.35
Episode 163, Reward 0.7
Episode 163, Reward 7.05
Episode 163, Reward 42.75
Episode 164, Reward 1.0499999999999998
Episode 164, Reward 0.35
Episode 164, Reward 9.0
Episode 164, Reward 12.0
Episode 164, Reward 14.05
Episode 165, Reward 3.0
Episode 165, Reward 6.7
Episode 165, Reward 15.7
Episode 165, Reward 13.0
Episode 165, Reward 9.4
Episode 166, Reward 121.35
Episode 166, Reward 12.0
Episode 166, Reward 124.0
Episode 166, Reward 17.4
Episode 166, Reward 113.05
Episode 167, Reward 14.75
Episode 167, Reward -73
Episode 167, Reward 18.05
Episode 167, Reward 16.0
Episode 167, Reward -89
Episode 168, Reward 9.35
Episode 168, Reward 1.0499999999999998
Episode 168, Reward 9.0
Episode 168, Reward 0.0
Episode 168, Reward 15.35
Episode 169, Reward 14.4
Episode 169, Reward 15.7
Episode 169, Reward -37
Episode 169, Reward 118.35
Episode 169, Reward 112.7
Episode 170, Reward 16.0
Episode 170, Reward 12.0
Episode 170, Reward 22.4
Episode 170, Reward 122.0
Episode 170, Reward -31
Episode 171, Reward 19.35
Episode 171, Reward 22.0
Episode 171, Reward 27.0
Episode 171, Reward 19.35
Episode 171, Reward 20.75
Episode 172, Reward 21.7
Episode 172, Reward 18.7
Episode 172, Reward 13.05
Episode 172, Reward 18.0
Episode 172, Reward 25.0
Episode 173, Reward 12.0
Episode 173, Reward 6.35
Episode 173, Reward 6.7
Episode 173, Reward 24.7
Episode 173, Reward 6.0
Episode 174, Reward -23
Episode 174, Reward 18.0
Episode 174, Reward 21.0
Episode 174, Reward 18.35
Episode 174, Reward 6.35
Episode 175, Reward 0.35
Episode 175, Reward 13.0
Episode 175, Reward 0.0
Episode 175, Reward 0.7
Episode 175, Reward 2.0
Episode 176, Reward 19.0
Episode 176, Reward 20.35
Episode 176, Reward 6.35
Episode 176, Reward 19.35
Episode 176, Reward 9.4
Episode 177, Reward 0.0
Episode 177, Reward 0.0
Episode 177, Reward 2.0
Episode 177, Reward 10.75
Episode 177, Reward 6.0
Episode 178, Reward 17.4
Episode 178, Reward 17.7
Episode 178, Reward 10.75
Episode 178, Reward 16.0
Episode 178, Reward 10.4
Episode 179, Reward 110.0
Episode 179, Reward 8.0
Episode 179, Reward 8.0
Episode 179, Reward 6.7
Episode 179, Reward 8.0
Episode 180, Reward 9.35
Episode 180, Reward 10.05
Episode 180, Reward 12.0
Episode 180, Reward -59
Episode 180, Reward 124.1
Episode 181, Reward 7.75
Episode 181, Reward 0.0
Episode 181, Reward 87
Episode 181, Reward 217.35
Episode 181, Reward 104.7
Episode 182, Reward 7.4
Episode 182, Reward -55
Episode 182, Reward 223.7
Episode 182, Reward -55
Episode 182, Reward 14
Episode 183, Reward 15.7
Episode 183, Reward 128.0
Episode 183, Reward 6.7
Episode 183, Reward 65.75
Episode 183, Reward 9.35
Episode 184, Reward 5.4
Episode 184, Reward 0.0
Episode 184, Reward 1.75
Episode 184, Reward 0.35
Episode 184, Reward 2.7
Episode 185, Reward -54
Episode 185, Reward 16
Episode 185, Reward 0.0
Episode 185, Reward 14.0
Episode 185, Reward -55
Episode 186, Reward 11.05
Episode 186, Reward 3.7
Episode 186, Reward 6.35
Episode 186, Reward 1
Episode 186, Reward -2
Episode 187, Reward 10.7
Episode 187, Reward 19.05
Episode 187, Reward 16.0
Episode 187, Reward -42
Episode 187, Reward 17.0
Episode 188, Reward 14.7
Episode 188, Reward 12.0
Episode 188, Reward 20.05
Episode 188, Reward 16.0
Episode 188, Reward 12.0
Episode 189, Reward 7.05
