/home/zck7060/anaconda3/envs/mujoco/lib/python3.7/site-packages/tianshou/env/pettingzoo_env.py:15: DeprecationWarning: You are using PettingZoo 1.12.0. Future tianshou versions may not support PettingZoo<1.21.0. Consider upgrading your PettingZoo version.
  f"Consider upgrading your PettingZoo version.", DeprecationWarning
Episode 498, Reward 6.35
Episode 499, Reward 0.35
Episode 499, Reward 0.35
Episode 499, Reward 2.0999999999999996
Episode 499, Reward 6.0
Episode 499, Reward 7.0
Episode 0, Reward 0.35
Episode 0, Reward 7.7
Episode 0, Reward 6.0
Episode 0, Reward 1.4
Episode 0, Reward 6.0
Episode 1, Reward 112.75
Episode 1, Reward 5.0
Episode 1, Reward 6.0
Episode 1, Reward 117.7
Episode 1, Reward 11.75
Episode 2, Reward 7.05
Episode 2, Reward 1.0499999999999998
Episode 2, Reward 111.7
Episode 2, Reward 3.35
Episode 2, Reward 113.0
Episode 3, Reward 7.05
Episode 3, Reward 12.05
Episode 3, Reward 10.0
Episode 3, Reward 11.05
Episode 3, Reward 12.0
Episode 4, Reward 113.75
Episode 4, Reward 6.35
Episode 4, Reward 112.0
Episode 4, Reward 42.4
Episode 4, Reward 0.0
Episode 5, Reward 16.35
Episode 5, Reward 122.35
Episode 5, Reward 18.0
Episode 5, Reward 24.0
Episode 5, Reward 118.05
Episode 6, Reward 144.1
Episode 6, Reward 6.7
Episode 6, Reward -59
Episode 6, Reward 106.35
Episode 6, Reward 6.0
Episode 7, Reward 48.4
Episode 7, Reward 14.75
Episode 7, Reward 106.0
Episode 7, Reward 6.7
Episode 7, Reward 13.35
Episode 8, Reward 13.4
Episode 8, Reward 113.05
Episode 8, Reward 12.35
Episode 8, Reward 8.1
Episode 8, Reward 41.349999999999994
Episode 9, Reward 11.05
Episode 9, Reward 6.0
Episode 9, Reward 6.35
Episode 9, Reward 6.7
Episode 9, Reward 11.05
Episode 10, Reward 6.0
Episode 10, Reward 1.75
Episode 10, Reward 35.349999999999994
Episode 10, Reward 7.75
Episode 10, Reward 8.4
Episode 11, Reward 18.35
Episode 11, Reward 5.0
Episode 11, Reward 18.4
Episode 11, Reward 7.7
Episode 11, Reward 6.35
Episode 12, Reward 18.0
Episode 12, Reward 18.35
Episode 12, Reward 12.35
Episode 12, Reward 12.0
Episode 12, Reward 18.35
Episode 13, Reward 18.35
Episode 13, Reward 7.7
Episode 13, Reward 12.0
Episode 13, Reward 12.35
Episode 13, Reward 10.7
Episode 14, Reward 6.0
Episode 14, Reward 6.0
Episode 14, Reward 7.05
Episode 14, Reward 107.7
Episode 14, Reward 6.35
Episode 15, Reward 19.4
Episode 15, Reward 19.05
Episode 15, Reward 19.0
Episode 15, Reward 18.0
Episode 15, Reward 18.0
Episode 16, Reward 12.0
Episode 16, Reward 7.0
Episode 16, Reward 6.35
Episode 16, Reward 0.7
Episode 16, Reward 12.35
Episode 17, Reward 5.35
Episode 17, Reward 0.7
Episode 17, Reward 0.35
Episode 17, Reward 11.75
Episode 17, Reward 4.0
Episode 18, Reward 7.75
Episode 18, Reward 0.7
Episode 18, Reward 17.0
Episode 18, Reward 5.7
Episode 18, Reward 15.4
Episode 19, Reward 6.35
Episode 19, Reward 7.05
Episode 19, Reward 6.0
Episode 19, Reward 6.0
Episode 19, Reward 6.0
Episode 20, Reward 6.35
Episode 20, Reward 6.0
Episode 20, Reward 6.0
Episode 20, Reward 12.0
Episode 20, Reward 6.35
Episode 21, Reward 8.35
Episode 21, Reward 18.35
Episode 21, Reward 21.0
Episode 21, Reward 6.7
Episode 21, Reward 10.0
Episode 22, Reward 54.349999999999994
Episode 22, Reward 19.0
Episode 22, Reward 19.0
Episode 22, Reward 19.0
Episode 22, Reward 19.0
Episode 23, Reward 47.699999999999996
Episode 23, Reward 6.35
Episode 23, Reward 8.05
Episode 23, Reward 6.0
Episode 23, Reward 5.4
Episode 24, Reward 12.0
Episode 24, Reward 7.0
Episode 24, Reward 7.05
Episode 24, Reward 107.35
Episode 24, Reward 37
Episode 25, Reward 6.35
Episode 25, Reward 6.35
Episode 25, Reward 6.0
Episode 25, Reward 6.0
Episode 25, Reward 6.0
Episode 26, Reward 6.0
Episode 26, Reward 1.75
Episode 26, Reward -52
Episode 26, Reward -62
Episode 26, Reward -16
Episode 27, Reward 6.35
Episode 27, Reward 6.35
Episode 27, Reward 6.0
Episode 27, Reward 13.0
Episode 27, Reward 6.35
Episode 28, Reward 42.05
Episode 28, Reward 6.7
Episode 28, Reward 114.05
Episode 28, Reward 8.1
Episode 28, Reward 113.35
Episode 29, Reward 0.0
Episode 29, Reward 2.4499999999999997
Episode 29, Reward 0.0
Episode 29, Reward 2.4499999999999997
Episode 29, Reward 2.4499999999999997
Episode 30, Reward 91
Episode 30, Reward 1.4
Episode 30, Reward 106.0
Episode 30, Reward 103
Episode 30, Reward 24.7
Episode 31, Reward 12.0
Episode 31, Reward 20.75
Episode 31, Reward 24
Episode 31, Reward 19.75
Episode 31, Reward 19.0
Episode 32, Reward 11.1
Episode 32, Reward 14.4
Episode 32, Reward 11.4
Episode 32, Reward 12.7
Episode 32, Reward 6.0
Episode 33, Reward 10
Episode 33, Reward 18.7
Episode 33, Reward 12.35
Episode 33, Reward 0.0
Episode 33, Reward 19.05
Episode 34, Reward 12.35
Episode 34, Reward 14.05
Episode 34, Reward 6.0
Episode 34, Reward 18.35
Episode 34, Reward 7.75
Episode 35, Reward 12.0
Episode 35, Reward 0.0
Episode 35, Reward 19.35
Episode 35, Reward 18.35
Episode 35, Reward 13.4
Episode 36, Reward 18.35
Episode 36, Reward 24.35
Episode 36, Reward 18.0
Episode 36, Reward 124.7
Episode 36, Reward 18.0
Episode 37, Reward 3.0
Episode 37, Reward 0.0
Episode 37, Reward 0.0
Episode 37, Reward 1.7
Episode 37, Reward 6.4
Episode 38, Reward 6.35
Episode 38, Reward 6.0
Episode 38, Reward 1.4
Episode 38, Reward 55.05
Episode 38, Reward 0.0
Episode 39, Reward 111.35
Episode 39, Reward 2.05
Episode 39, Reward 23.0
Episode 39, Reward 13.1
Episode 39, Reward 5.0
Episode 40, Reward 6.0
Episode 40, Reward 19.7
Episode 40, Reward 7.05
Episode 40, Reward 7.35
Episode 40, Reward 6.0
Episode 41, Reward 25.7
Episode 41, Reward 114.1
Episode 41, Reward 8.05
Episode 41, Reward -6
Episode 41, Reward 14.05
Episode 42, Reward 12.05
Episode 42, Reward 13.4
Episode 42, Reward 10.0
Episode 42, Reward 13.05
Episode 42, Reward -4
Episode 43, Reward 8.4
Episode 43, Reward 109.75
Episode 43, Reward 7.0
Episode 43, Reward 144.35
Episode 43, Reward 1
Episode 44, Reward 12.7
Episode 44, Reward 13.0
Episode 44, Reward 12.0
Episode 44, Reward 13.4
Episode 44, Reward 12.0
Episode 45, Reward 7.0
Episode 45, Reward -29
Episode 45, Reward -27
Episode 45, Reward 0.0
Episode 45, Reward 108.05
Episode 46, Reward -51
Episode 46, Reward -49
Episode 46, Reward 1.4
Episode 46, Reward -45
Episode 46, Reward 0.7
Episode 47, Reward -48
Episode 47, Reward 10.1
Episode 47, Reward 115.0
Episode 47, Reward 17.4
Episode 47, Reward 14.0
Episode 48, Reward 6.35
Episode 48, Reward 7.35
Episode 48, Reward 6.35
Episode 48, Reward 7.0
Episode 48, Reward 6.0
Episode 49, Reward 7.4
Episode 49, Reward 6.0
Episode 49, Reward 7.4
Episode 49, Reward 42.75
Episode 49, Reward 6.7
Episode 50, Reward 110.35
Episode 50, Reward 108.35
Episode 50, Reward 215.4
Episode 50, Reward 119.35
Episode 50, Reward 214.0
Episode 51, Reward 105.1
Episode 51, Reward 250.35
Episode 51, Reward 109.4
Episode 51, Reward 214.0
Episode 51, Reward 112.0
Episode 52, Reward 207.05
Episode 52, Reward 0.0
Episode 52, Reward 37.349999999999994
Episode 52, Reward 112.7
Episode 52, Reward 111.0
Episode 53, Reward 108.0
Episode 53, Reward 220.35
Episode 53, Reward 119.05
Episode 53, Reward 111.0
Episode 53, Reward 121.0
Episode 54, Reward 113.05
Episode 54, Reward -70
Episode 54, Reward -71
Episode 54, Reward -68
Episode 54, Reward 13.05
Episode 55, Reward 25.35
Episode 55, Reward 18.0
Episode 55, Reward 12.7
Episode 55, Reward 12.35
Episode 55, Reward 12.0
Episode 56, Reward 5.0
Episode 56, Reward 12.35
Episode 56, Reward 12.0
Episode 56, Reward 0.7
Episode 56, Reward 13.35
Episode 57, Reward 24.0
Episode 57, Reward 12.7
Episode 57, Reward 4.75
Episode 57, Reward 14.05
Episode 57, Reward 6.0
Episode 58, Reward 12.7
Episode 58, Reward 6.05
Episode 58, Reward 19.0
Episode 58, Reward 6.7
Episode 58, Reward 18.75
Episode 59, Reward 11.0
Episode 59, Reward 13.35
Episode 59, Reward 12.0
Episode 59, Reward 17.35
Episode 59, Reward 17.35
Episode 60, Reward 20.75
Episode 60, Reward 12.0
Episode 60, Reward 23.35
Episode 60, Reward 18.4
Episode 60, Reward 23.0
Episode 61, Reward 6.0
Episode 61, Reward 12.35
Episode 61, Reward 8.1
Episode 61, Reward 19.35
Episode 61, Reward 8.1
Episode 62, Reward 12.0
Episode 62, Reward 108.7
Episode 62, Reward 12.0
Episode 62, Reward 118.75
Episode 62, Reward 102.0
Episode 63, Reward -44
Episode 63, Reward 19.4
Episode 63, Reward -42
Episode 63, Reward 6.0
Episode 63, Reward 112.0
Episode 64, Reward 17.7
Episode 64, Reward 14.35
Episode 64, Reward 12.35
Episode 64, Reward 17.35
Episode 64, Reward 14.0
Episode 65, Reward 13.35
Episode 65, Reward 21.1
Episode 65, Reward 20.0
Episode 65, Reward 125.0
Episode 65, Reward -6
Episode 66, Reward 11.75
Episode 66, Reward 18.0
Episode 66, Reward 12.7
Episode 66, Reward -7
Episode 66, Reward 25.7
Episode 67, Reward 6.7
Episode 67, Reward 6.7
Episode 67, Reward -13
Episode 67, Reward 7.35
Episode 67, Reward 6.0
Episode 68, Reward 150.75
Episode 68, Reward -43
Episode 68, Reward 25.7
Episode 68, Reward 116.1
Episode 68, Reward 126.35
Episode 69, Reward -16
Episode 69, Reward 13.7
Episode 69, Reward 1.75
Episode 69, Reward 12.35
Episode 69, Reward 119.0
Episode 70, Reward 18.0
Episode 70, Reward 13.75
Episode 70, Reward 24.0
Episode 70, Reward 55.449999999999996
Episode 70, Reward 7.4
Episode 71, Reward 12.0
Episode 71, Reward 6.7
Episode 71, Reward 18.0
Episode 71, Reward 7.75
Episode 71, Reward 12.0
Episode 72, Reward 12.0
Episode 72, Reward 12.0
Episode 72, Reward 6.0
Episode 72, Reward 8.1
Episode 72, Reward 6.35
Episode 73, Reward 125.0
Episode 73, Reward 6.35
Episode 73, Reward 13.05
Episode 73, Reward 6.35
Episode 73, Reward 14.4
Episode 74, Reward -5
Episode 74, Reward 25.05
Episode 74, Reward 7.4
Episode 74, Reward 12.7
Episode 74, Reward 7.05
Episode 75, Reward 13.4
Episode 75, Reward 7.75
Episode 75, Reward 12.0
Episode 75, Reward 8.1
Episode 75, Reward 12.7
Episode 76, Reward 0.35
Episode 76, Reward 6.7
Episode 76, Reward 0.0
Episode 76, Reward 6.7
Episode 76, Reward -19
Episode 77, Reward 113.0
Episode 77, Reward 14.1
Episode 77, Reward 113.4
Episode 77, Reward -13
Episode 77, Reward 4
Episode 78, Reward 13.0
Episode 78, Reward 19.0
Episode 78, Reward 13.4
Episode 78, Reward 12.35
Episode 78, Reward -40
Episode 79, Reward 18.35
Episode 79, Reward -58
Episode 79, Reward 17.7
Episode 79, Reward -50
Episode 79, Reward 123.0
Episode 80, Reward -16
Episode 80, Reward 12.0
Episode 80, Reward 12.35
Episode 80, Reward 125.4
Episode 80, Reward 6.0
Episode 81, Reward 15.35
Episode 81, Reward -1
Episode 81, Reward 21.7
Episode 81, Reward 15.0
Episode 81, Reward -7
Episode 82, Reward 30.35
Episode 82, Reward 41.0
Episode 82, Reward 35.35
Episode 82, Reward 24
Episode 82, Reward 30.7
Episode 83, Reward 107.35
Episode 83, Reward 5.05
Episode 83, Reward 18.4
Episode 83, Reward 6.7
Episode 83, Reward 113.0
Episode 84, Reward 23.7
Episode 84, Reward 24.75
Episode 84, Reward 18.0
Episode 84, Reward 18.35
Episode 84, Reward 19.05
Episode 85, Reward 13.0
Episode 85, Reward 12.0
Episode 85, Reward 12.35
Episode 85, Reward 12.7
Episode 85, Reward 12.35
Episode 86, Reward 12.0
Episode 86, Reward -7
Episode 86, Reward 6.0
Episode 86, Reward 6.0
Episode 86, Reward 6.0
Episode 87, Reward 113.35
Episode 87, Reward 107.7
Episode 87, Reward 7.05
Episode 87, Reward -1
Episode 87, Reward 112.0
Episode 88, Reward 16.4
Episode 88, Reward 15.35
Episode 88, Reward 15.0
Episode 88, Reward 15.35
Episode 88, Reward 22.05
Episode 89, Reward 16.0
Episode 89, Reward 10.0
Episode 89, Reward -29
Episode 89, Reward -17
Episode 89, Reward 17.0
Episode 90, Reward 12.0
Episode 90, Reward 112.0
Episode 90, Reward 12.0
Episode 90, Reward 6.0
Episode 90, Reward 48.4
Episode 91, Reward 114.35
Episode 91, Reward 16.0
Episode 91, Reward 13.0
Episode 91, Reward 13.35
Episode 91, Reward 13.0
Episode 92, Reward -16
Episode 92, Reward 1.75
Episode 92, Reward 0.0
Episode 92, Reward 0.35
Episode 92, Reward 6.0
Episode 93, Reward 1.75
Episode 93, Reward -78
Episode 93, Reward 6.0
Episode 93, Reward 6.0
Episode 93, Reward 119.7
Episode 94, Reward 6.0
Episode 94, Reward 0.35
Episode 94, Reward 6.7
Episode 94, Reward 13.0
Episode 94, Reward 6.0
Episode 95, Reward 9.0
Episode 95, Reward 12.0
Episode 95, Reward 19.4
Episode 95, Reward 18.0
Episode 95, Reward 18.0
Episode 96, Reward 122.0
Episode 96, Reward 124.75
Episode 96, Reward 18.0
Episode 96, Reward 49.099999999999994
Episode 96, Reward 128.35
Episode 97, Reward 129.0
Episode 97, Reward -16
Episode 97, Reward 12.35
Episode 97, Reward 20.1
Episode 97, Reward 118.0
Episode 98, Reward 12.0
Episode 98, Reward 17.0
Episode 98, Reward 23.35
Episode 98, Reward 15.1
Episode 98, Reward 53.699999999999996
Episode 99, Reward 12.35
Episode 99, Reward 13.05
Episode 99, Reward 13.0
Episode 99, Reward 0.7
Episode 99, Reward 7.05
Episode 100, Reward 6.0
Episode 100, Reward 19.0
Episode 100, Reward 6.0
Episode 100, Reward 13.4
Episode 100, Reward -16
Episode 101, Reward 13.0
Episode 101, Reward 0.7
Episode 101, Reward 7.4
Episode 101, Reward -24
Episode 101, Reward 119.7
Episode 102, Reward 96
Episode 102, Reward -48
Episode 102, Reward 96
Episode 102, Reward 231.4
Episode 102, Reward 121.35
Episode 103, Reward -59
Episode 103, Reward 92
Episode 103, Reward 119.0
Episode 103, Reward 12.7
Episode 103, Reward -59
Episode 104, Reward -12
Episode 104, Reward 128.35
Episode 104, Reward 12.7
Episode 104, Reward 6.35
Episode 104, Reward 10.35
Episode 105, Reward 20.1
Episode 105, Reward 12.7
Episode 105, Reward -10
Episode 105, Reward 19.35
Episode 105, Reward 117.05
Episode 106, Reward 18.7
Episode 106, Reward -54
Episode 106, Reward 19.35
Episode 106, Reward 13.75
Episode 106, Reward 112.7
Episode 107, Reward 7.05
Episode 107, Reward 6.0
Episode 107, Reward 6.0
Episode 107, Reward 8.45
Episode 107, Reward 8.45
Episode 108, Reward 12.7
Episode 108, Reward 121.7
Episode 108, Reward 148.35
Episode 108, Reward 134.0
Episode 108, Reward 18.35
Episode 109, Reward 1.4
Episode 109, Reward 7.0
Episode 109, Reward 7.7
Episode 109, Reward 0.35
Episode 109, Reward 0.0
Episode 110, Reward 13.0
Episode 110, Reward 28.7
Episode 110, Reward 18.35
Episode 110, Reward 119.0
Episode 110, Reward 19.0
Episode 111, Reward -42
Episode 111, Reward 13.75
Episode 111, Reward 115.1
Episode 111, Reward 121.0
Episode 111, Reward 6.0
Episode 112, Reward 12.35
Episode 112, Reward 118.0
Episode 112, Reward 18.0
Episode 112, Reward 1.4
Episode 112, Reward 26.05
Episode 113, Reward 6.0
Episode 113, Reward 14.75
Episode 113, Reward 0.0
Episode 113, Reward 14.05
Episode 113, Reward 0.0
Episode 114, Reward 118.0
Episode 114, Reward 0.0
Episode 114, Reward 125.7
Episode 114, Reward 113.4
Episode 114, Reward 56
Episode 115, Reward 0.0
Episode 115, Reward 118.0
Episode 115, Reward 102.0
Episode 115, Reward -71
Episode 115, Reward 120.35
Episode 116, Reward 20.75
Episode 116, Reward 14.05
Episode 116, Reward 12.35
Episode 116, Reward 12.7
Episode 116, Reward 12.7
Episode 117, Reward 0.7
Episode 117, Reward -52
Episode 117, Reward 18.35
Episode 117, Reward 41.349999999999994
Episode 117, Reward 1.4
Episode 118, Reward -1
Episode 118, Reward 13.75
Episode 118, Reward 6.0
Episode 118, Reward 6.7
Episode 118, Reward 19.4
Episode 119, Reward 16.0
Episode 119, Reward 10.0
Episode 119, Reward 14.05
Episode 119, Reward 18.05
Episode 119, Reward 13.4
Episode 120, Reward 0.35
Episode 120, Reward 1.0499999999999998
Episode 120, Reward 12.0
Episode 120, Reward 14.0
Episode 120, Reward 7.4
Episode 121, Reward 1.75
Episode 121, Reward 13.05
Episode 121, Reward 14.7
Episode 121, Reward 6.7
Episode 121, Reward 6.35
Episode 122, Reward 21.0
Episode 122, Reward 16.0
Episode 122, Reward 9.0
Episode 122, Reward 9.0
Episode 122, Reward 9.35
Episode 123, Reward 1.35
Episode 123, Reward 0.0
Episode 123, Reward 0.0
Episode 123, Reward 0.0
Episode 123, Reward 0.0
Episode 124, Reward 6.0
Episode 124, Reward 6.0
Episode 124, Reward 0.0
Episode 124, Reward 1.0499999999999998
Episode 124, Reward 6.0
Episode 125, Reward 110.75
Episode 125, Reward 6.0
Episode 125, Reward 116.05
Episode 125, Reward 109.0
Episode 125, Reward 42.4
Episode 126, Reward 6.0
Episode 126, Reward 6.35
Episode 126, Reward 6.7
Episode 126, Reward 6.0
Episode 126, Reward 13.4
Episode 127, Reward 54.05
Episode 127, Reward 112.7
Episode 127, Reward -16
Episode 127, Reward 112.7
Episode 127, Reward 12.0
Episode 128, Reward 6.7
Episode 128, Reward 42.4
Episode 128, Reward 7.4
Episode 128, Reward 7.75
Episode 128, Reward 6.35
Episode 129, Reward 116.0
Episode 129, Reward 12.35
Episode 129, Reward 17.35
Episode 129, Reward 12.0
Episode 129, Reward 7.4
Episode 130, Reward 2.0
Episode 130, Reward 7.05
Episode 130, Reward -80
Episode 130, Reward -80
Episode 130, Reward 13.05
Episode 131, Reward 7.05
Episode 131, Reward 0.0
Episode 131, Reward 14.1
Episode 131, Reward 12.0
Episode 131, Reward 13.0
Episode 132, Reward 13.7
Episode 132, Reward 13.7
Episode 132, Reward 13.0
Episode 132, Reward 15.1
Episode 132, Reward 17.35
Episode 133, Reward 6.35
Episode 133, Reward 7.75
Episode 133, Reward 112.0
Episode 133, Reward 104.0
Episode 133, Reward -35
Episode 134, Reward 19.75
Episode 134, Reward 118.0
Episode 134, Reward 122.0
Episode 134, Reward 48.05
Episode 134, Reward 124.7
Episode 135, Reward 112.7
Episode 135, Reward 104.7
Episode 135, Reward 52
Episode 135, Reward 116.7
Episode 135, Reward 6.35
Episode 136, Reward 11.05
Episode 136, Reward -65
Episode 136, Reward 25.7
Episode 136, Reward -42
Episode 136, Reward -62
Episode 137, Reward 16.0
Episode 137, Reward -38
Episode 137, Reward -9
Episode 137, Reward -41
Episode 137, Reward 6.35
Episode 138, Reward 108.0
Episode 138, Reward 107.0
Episode 138, Reward 108.7
Episode 138, Reward 6.0
Episode 138, Reward 108.0
Episode 139, Reward -42
Episode 139, Reward 12.4
Episode 139, Reward 18.35
Episode 139, Reward 15.1
Episode 139, Reward -17
Episode 140, Reward -1
Episode 140, Reward 12.0
Episode 140, Reward 6.0
Episode 140, Reward 6.7
Episode 140, Reward 7.0
Episode 141, Reward 13.75
Episode 141, Reward 10.75
Episode 141, Reward -18
Episode 141, Reward 12.35
Episode 141, Reward 6.0
Episode 142, Reward 5.1
Episode 142, Reward 7.4
Episode 142, Reward 36.05
Episode 142, Reward 0.35
Episode 142, Reward 1.4
Episode 143, Reward 15.0
Episode 143, Reward 16.05
Episode 143, Reward 10.05
Episode 143, Reward -11
Episode 143, Reward 10.4
Episode 144, Reward 8.0
Episode 144, Reward 6.0
Episode 144, Reward 6.0
Episode 144, Reward 6.0
Episode 144, Reward 6.0
Episode 145, Reward 10.7
Episode 145, Reward 6.0
Episode 145, Reward 9.0
Episode 145, Reward 8.1
Episode 145, Reward 10.35
Episode 146, Reward 0.0
Episode 146, Reward 6.7
Episode 146, Reward 26.4
Episode 146, Reward 6.7
Episode 146, Reward -4
Episode 147, Reward 17.0
Episode 147, Reward 23.0
Episode 147, Reward 17.0
Episode 147, Reward 23.7
Episode 147, Reward 17.35
Episode 148, Reward 24.0
Episode 148, Reward 1.4
Episode 148, Reward 99
Episode 148, Reward 104.4
Episode 148, Reward 6.35
Episode 149, Reward 107.35
Episode 149, Reward 12.0
Episode 149, Reward 108.75
Episode 149, Reward 113.0
Episode 149, Reward 7.05
Episode 150, Reward 12.7
Episode 150, Reward 7.75
Episode 150, Reward 12.0
Episode 150, Reward 7.05
Episode 150, Reward 6.0
Episode 151, Reward 6.05
Episode 151, Reward 17.35
Episode 151, Reward 6.35
Episode 151, Reward 5.35
Episode 151, Reward 18.0
Episode 152, Reward -44
Episode 152, Reward 19.05
Episode 152, Reward 12.7
Episode 152, Reward 18.7
Episode 152, Reward -40
Episode 153, Reward 7.0
Episode 153, Reward 8.05
Episode 153, Reward 7.0
Episode 153, Reward 8.05
Episode 153, Reward 7.0
Episode 154, Reward 0.35
Episode 154, Reward 7.4
Episode 154, Reward 0.35
Episode 154, Reward 0.7
Episode 154, Reward 8.05
Episode 155, Reward 18.0
Episode 155, Reward 13.4
Episode 155, Reward 0.35
Episode 155, Reward 7.0
Episode 155, Reward 13.7
Episode 156, Reward 7.4
Episode 156, Reward 6.0
Episode 156, Reward 113.35
Episode 156, Reward 113.7
Episode 156, Reward 13.05
Episode 157, Reward 7.4
Episode 157, Reward 113.05
Episode 157, Reward 112.0
Episode 157, Reward 87
Episode 157, Reward 113.05
Episode 158, Reward 113.0
Episode 158, Reward 119.7
Episode 158, Reward 57
Episode 158, Reward 220.0
Episode 158, Reward 222.1
Episode 159, Reward 19.0
Episode 159, Reward 18.35
Episode 159, Reward 118.7
Episode 159, Reward 24.0
Episode 159, Reward 12.0
Episode 160, Reward -26
Episode 160, Reward 0.35
Episode 160, Reward 11.7
Episode 160, Reward 0.7
Episode 160, Reward 0.0
Episode 161, Reward 0.0
Episode 161, Reward 117.0
Episode 161, Reward 0.0
Episode 161, Reward 105.7
Episode 161, Reward 105.7
Episode 162, Reward 212.7
Episode 162, Reward 0.0
Episode 162, Reward 0.7
Episode 162, Reward 6.7
Episode 162, Reward 118.35
Episode 163, Reward 0.0
Episode 163, Reward 0.7
Episode 163, Reward 0.0
Episode 163, Reward 7.05
Episode 163, Reward 7.4
Episode 164, Reward 1.0499999999999998
Episode 164, Reward 0.35
Episode 164, Reward 7.75
Episode 164, Reward 12.0
Episode 164, Reward 14.05
Episode 165, Reward 12.0
Episode 165, Reward 15.0
Episode 165, Reward 12.0
Episode 165, Reward 13.4
Episode 165, Reward 12.0
Episode 166, Reward 18.0
Episode 166, Reward 12.0
Episode 166, Reward 118.0
Episode 166, Reward 121.4
Episode 166, Reward 16.75
Episode 167, Reward 116.1
Episode 167, Reward 124.0
Episode 167, Reward 19.7
Episode 167, Reward 220.7
Episode 167, Reward -86
Episode 168, Reward 13.7
Episode 168, Reward 16.35
Episode 168, Reward 16.05
Episode 168, Reward 12.0
Episode 168, Reward 19.35
Episode 169, Reward 14.4
Episode 169, Reward 15.7
Episode 169, Reward -37
Episode 169, Reward 116.35
Episode 169, Reward 119.7
Episode 170, Reward 10.4
Episode 170, Reward 6.35
Episode 170, Reward 10.7
Episode 170, Reward 113.35
Episode 170, Reward 36.05
Episode 171, Reward 18.7
Episode 171, Reward 21.7
Episode 171, Reward 18.7
Episode 171, Reward 17.05
Episode 171, Reward 22.0
Episode 172, Reward 25.0
Episode 172, Reward 19.4
Episode 172, Reward 18.35
Episode 172, Reward 18.0
Episode 172, Reward 19.75
Episode 173, Reward 49.099999999999994
Episode 173, Reward 6.35
Episode 173, Reward 13.05
Episode 173, Reward 14.1
Episode 173, Reward 6.0
Episode 174, Reward -23
Episode 174, Reward 6.0
Episode 174, Reward 18.0
Episode 174, Reward 19.35
Episode 174, Reward 6.35
Episode 175, Reward 6.0
Episode 175, Reward 18.0
Episode 175, Reward 19.0
Episode 175, Reward 6.35
Episode 175, Reward 16.35
Episode 176, Reward 121.0
Episode 176, Reward 19.35
Episode 176, Reward 6.35
Episode 176, Reward 119.35
Episode 176, Reward 4.4
Episode 177, Reward 7.05
Episode 177, Reward 0.0
Episode 177, Reward 5.0
Episode 177, Reward 7.75
Episode 177, Reward 0.0
Episode 178, Reward 15.0
Episode 178, Reward 15.7
Episode 178, Reward 16.75
Episode 178, Reward 16.4
Episode 178, Reward 16.75
Episode 179, Reward 109.35
Episode 179, Reward 109.0
Episode 179, Reward 109.0
Episode 179, Reward 42.05
Episode 179, Reward 109.0
Episode 180, Reward 6.0
Episode 180, Reward 6.35
Episode 180, Reward 7.4
Episode 180, Reward -55
Episode 180, Reward 118.7
Episode 181, Reward 6.0
Episode 181, Reward -36
Episode 181, Reward 111.0
Episode 181, Reward 217.35
Episode 181, Reward 88
Episode 182, Reward 7.4
Episode 182, Reward 6.7
Episode 182, Reward 118.7
Episode 182, Reward -55
Episode 182, Reward 15
Episode 183, Reward 18.0
Episode 183, Reward 19.4
Episode 183, Reward 53.349999999999994
Episode 183, Reward 19.75
Episode 183, Reward 18.0
Episode 184, Reward 1.4
Episode 184, Reward 35.349999999999994
Episode 184, Reward 1.75
Episode 184, Reward 0.0
Episode 184, Reward 0.7
Episode 185, Reward -57
Episode 185, Reward 15
Episode 185, Reward 0.0
Episode 185, Reward 149.7
Episode 185, Reward 13.05
Episode 186, Reward 12.7
Episode 186, Reward 5.35
Episode 186, Reward 6.35
Episode 186, Reward 4.35
Episode 186, Reward -2
Episode 187, Reward 7.05
Episode 187, Reward 6.0
Episode 187, Reward 6.35
Episode 187, Reward 6
Episode 187, Reward 13.0
Episode 188, Reward 6.0
Episode 188, Reward -7
Episode 188, Reward 13.35
Episode 188, Reward 13.7
Episode 188, Reward 6.35
Episode 189, Reward 0.0
Episode 189, Reward -32
Episode 189, Reward 7.35
Episode 189, Reward -39
Episode 189, Reward -42
Episode 190, Reward -18
Episode 190, Reward 13.35
Episode 190, Reward 0.0
Episode 190, Reward 0.35
Episode 190, Reward 6.7
Episode 191, Reward 17.05
Episode 191, Reward 12.7
Episode 191, Reward 14.0
Episode 191, Reward 12.7
Episode 191, Reward 16.7
Episode 192, Reward 13.35
Episode 192, Reward 19.7
Episode 192, Reward 25.0
Episode 192, Reward 13.7
Episode 192, Reward 21.1
Episode 193, Reward 12.7
Episode 193, Reward 12.7
Episode 193, Reward -60
Episode 193, Reward 14.1
Episode 193, Reward -61
Episode 194, Reward 7.75
Episode 194, Reward 4.4
Episode 194, Reward 1.4
Episode 194, Reward 0.0
Episode 194, Reward 21.35
Episode 195, Reward 6.0
Episode 195, Reward 13.05
Episode 195, Reward 12.0
Episode 195, Reward 13.0
Episode 195, Reward -48
Episode 196, Reward 19.4
Episode 196, Reward 115.05
Episode 196, Reward 130.7
Episode 196, Reward 24.0
Episode 196, Reward -29
Episode 197, Reward 7.05
Episode 197, Reward -39
Episode 197, Reward 17.1
Episode 197, Reward 6.0
Episode 197, Reward 6.35
Episode 198, Reward 22.7
Episode 198, Reward 13.4
