/home/zck7060/anaconda3/envs/mujoco/lib/python3.7/site-packages/tianshou/env/pettingzoo_env.py:15: DeprecationWarning: You are using PettingZoo 1.12.0. Future tianshou versions may not support PettingZoo<1.21.0. Consider upgrading your PettingZoo version.
  f"Consider upgrading your PettingZoo version.", DeprecationWarning
Episode 28, Reward 7.05
Episode 28, Reward 113.05
Episode 28, Reward -16
Episode 28, Reward 112.35
Episode 29, Reward 6.0
Episode 29, Reward -25
Episode 29, Reward 1.75
Episode 29, Reward 0.0
Episode 29, Reward -1
Episode 30, Reward -65
Episode 30, Reward -67
Episode 30, Reward 106.0
Episode 30, Reward 102
Episode 30, Reward 126.7
Episode 31, Reward 12.0
Episode 31, Reward 20.4
Episode 31, Reward 24
Episode 31, Reward 36.7
Episode 31, Reward 19.0
Episode 32, Reward 11.1
Episode 32, Reward 14.4
Episode 32, Reward 10.0
Episode 32, Reward 12.7
Episode 32, Reward 13.4
Episode 33, Reward 3
Episode 33, Reward 24.7
Episode 33, Reward 7.35
Episode 33, Reward 0.0
Episode 33, Reward 14.75
Episode 34, Reward 24.35
Episode 34, Reward 14.05
Episode 34, Reward 12.0
Episode 34, Reward 18.35
Episode 34, Reward 7.75
Episode 35, Reward 7.0
Episode 35, Reward 107.4
Episode 35, Reward 18.0
Episode 35, Reward 18.35
Episode 35, Reward 12.7
Episode 36, Reward 18.35
Episode 36, Reward 24.35
Episode 36, Reward 18.0
Episode 36, Reward 24.7
Episode 36, Reward 18.0
Episode 37, Reward 5.35
Episode 37, Reward 6.0
Episode 37, Reward 5.7
Episode 37, Reward 0.0
Episode 37, Reward 5.4
Episode 38, Reward 6.35
Episode 38, Reward 106.0
Episode 38, Reward 1.4
Episode 38, Reward 18.7
Episode 38, Reward 12.0
Episode 39, Reward -18
Episode 39, Reward 1.75
Episode 39, Reward 123.35
Episode 39, Reward -26
Episode 39, Reward -27
Episode 40, Reward 6.0
Episode 40, Reward 19.05
Episode 40, Reward 12.35
Episode 40, Reward 7.4
Episode 40, Reward 12.0
Episode 41, Reward 53.349999999999994
Episode 41, Reward 118.0
Episode 41, Reward 0.7
Episode 41, Reward 2.0999999999999996
Episode 41, Reward 12.35
Episode 42, Reward 12.7
Episode 42, Reward 0.0
Episode 42, Reward 7.4
Episode 42, Reward 12.0
Episode 42, Reward -65
Episode 43, Reward 110.4
Episode 43, Reward 7.4
Episode 43, Reward 1
Episode 43, Reward 144.35
Episode 43, Reward 1
Episode 44, Reward 1.0499999999999998
Episode 44, Reward 17.7
Episode 44, Reward -48
Episode 44, Reward 5.0
Episode 44, Reward 0.35
Episode 45, Reward 0.7
Episode 45, Reward -32
Episode 45, Reward -28
Episode 45, Reward 0.35
Episode 45, Reward 108.05
Episode 46, Reward -54
Episode 46, Reward -50
Episode 46, Reward 1.4
Episode 46, Reward 107.7
Episode 46, Reward 0.7
Episode 47, Reward 130.7
Episode 47, Reward 10.1
Episode 47, Reward 116.35
Episode 47, Reward 7.4
Episode 47, Reward 9.0
Episode 48, Reward 6.0
Episode 48, Reward 6.0
Episode 48, Reward 6.35
Episode 48, Reward 6.7
Episode 48, Reward 6.35
Episode 49, Reward 112.35
Episode 49, Reward 1.0499999999999998
Episode 49, Reward 5.0
Episode 49, Reward 112.0
Episode 49, Reward 0.0
Episode 50, Reward 110.7
Episode 50, Reward 107.35
Episode 50, Reward 214.4
Episode 50, Reward 119.7
Episode 50, Reward 110.05
Episode 51, Reward 108.0
Episode 51, Reward 249.35
Episode 51, Reward 109.75
Episode 51, Reward 102.35
Episode 51, Reward 112.0
Episode 52, Reward 107.75
Episode 52, Reward 0.0
Episode 52, Reward 35.349999999999994
Episode 52, Reward 107.7
Episode 52, Reward 0.7
Episode 53, Reward 108.7
Episode 53, Reward 109.75
Episode 53, Reward 119.05
Episode 53, Reward -33
Episode 53, Reward 121.0
Episode 54, Reward 0.35
Episode 54, Reward -62
Episode 54, Reward 7.0
Episode 54, Reward 6.0
Episode 54, Reward -63
Episode 55, Reward 13.35
Episode 55, Reward 0.35
Episode 55, Reward 24.0
Episode 55, Reward 19.35
Episode 55, Reward 7.05
Episode 56, Reward 0.0
Episode 56, Reward 12.35
Episode 56, Reward 15.1
Episode 56, Reward 6.7
Episode 56, Reward 112.35
Episode 57, Reward 6.7
Episode 57, Reward 13.35
Episode 57, Reward 6.7
Episode 57, Reward 42.05
Episode 57, Reward 7.75
Episode 58, Reward 19.7
Episode 58, Reward 7.05
Episode 58, Reward 19.0
Episode 58, Reward 6.7
Episode 58, Reward 18.75
Episode 59, Reward 12.0
Episode 59, Reward 13.35
Episode 59, Reward 12.0
Episode 59, Reward 17.35
Episode 59, Reward 11.35
Episode 60, Reward 19.0
Episode 60, Reward 7.4
Episode 60, Reward 18.05
Episode 60, Reward 52.699999999999996
Episode 60, Reward 12.0
Episode 61, Reward 12.0
Episode 61, Reward 12.35
Episode 61, Reward 7.4
Episode 61, Reward 19.35
Episode 61, Reward 1.75
Episode 62, Reward 12.0
Episode 62, Reward 114.0
Episode 62, Reward 12.0
Episode 62, Reward 112.75
Episode 62, Reward 109.05
Episode 63, Reward 0.7
Episode 63, Reward 14.4
Episode 63, Reward 0.0
Episode 63, Reward 6.0
Episode 63, Reward 6.0
Episode 64, Reward 12.35
Episode 64, Reward 12.7
Episode 64, Reward 12.35
Episode 64, Reward 12.0
Episode 64, Reward 12.35
Episode 65, Reward 13.35
Episode 65, Reward 19.0
Episode 65, Reward 19.0
Episode 65, Reward 13.7
Episode 65, Reward -42
Episode 66, Reward 12.0
Episode 66, Reward 18.0
Episode 66, Reward 12.0
Episode 66, Reward 119.0
Episode 66, Reward 25.0
Episode 67, Reward 111.7
Episode 67, Reward 7.4
Episode 67, Reward 153.7
Episode 67, Reward 6.35
Episode 67, Reward 111.0
Episode 68, Reward 108.35
Episode 68, Reward -43
Episode 68, Reward 24.7
Episode 68, Reward 126.0
Episode 68, Reward 120.35
Episode 69, Reward -16
Episode 69, Reward 13.7
Episode 69, Reward 1.75
Episode 69, Reward 12.35
Episode 69, Reward 0.0
Episode 70, Reward 19.0
Episode 70, Reward 7.4
Episode 70, Reward 18.0
Episode 70, Reward 6.0
Episode 70, Reward 49.099999999999994
Episode 71, Reward 12.0
Episode 71, Reward 18.35
Episode 71, Reward 7.05
Episode 71, Reward 6.7
Episode 71, Reward 12.0
Episode 72, Reward 6.35
Episode 72, Reward 6.0
Episode 72, Reward 6.0
Episode 72, Reward 8.1
Episode 72, Reward 6.35
Episode 73, Reward 6.0
Episode 73, Reward 7.75
Episode 73, Reward 13.05
Episode 73, Reward 6.35
Episode 73, Reward 7.4
Episode 74, Reward 7.4
Episode 74, Reward 13.4
Episode 74, Reward 6.35
Episode 74, Reward 6.0
Episode 74, Reward 7.75
Episode 75, Reward 24.7
Episode 75, Reward 7.05
Episode 75, Reward 15.35
Episode 75, Reward 12.35
Episode 75, Reward 12.7
Episode 76, Reward 0.35
Episode 76, Reward 0.7
Episode 76, Reward 14.4
Episode 76, Reward 6.7
Episode 76, Reward -19
Episode 77, Reward -12
Episode 77, Reward -24
Episode 77, Reward 6.0
Episode 77, Reward 6.0
Episode 77, Reward 115.1
Episode 78, Reward 13.0
Episode 78, Reward 12.0
Episode 78, Reward -38
Episode 78, Reward 6.0
Episode 78, Reward 0.7
Episode 79, Reward 12.35
Episode 79, Reward -45
Episode 79, Reward 15.7
Episode 79, Reward -52
Episode 79, Reward 111.0
Episode 80, Reward -57
Episode 80, Reward 20.05
Episode 80, Reward -64
Episode 80, Reward 112.0
Episode 80, Reward 1.75
Episode 81, Reward 10.05
Episode 81, Reward 9.0
Episode 81, Reward 10.05
Episode 81, Reward 9.0
Episode 81, Reward 9.0
Episode 82, Reward 12.35
Episode 82, Reward 112.35
Episode 82, Reward 7.05
Episode 82, Reward -53
Episode 82, Reward 6.7
Episode 83, Reward -52
Episode 83, Reward 107.05
Episode 83, Reward 113.4
Episode 83, Reward 106.7
Episode 83, Reward 113.0
Episode 84, Reward 0.0
Episode 84, Reward 18.0
Episode 84, Reward 42.05
Episode 84, Reward 113.0
Episode 84, Reward -47
Episode 85, Reward 12.35
Episode 85, Reward 12.7
Episode 85, Reward 12.35
Episode 85, Reward 12.35
Episode 85, Reward 12.0
Episode 86, Reward 6.0
Episode 86, Reward -6
Episode 86, Reward 6.0
Episode 86, Reward 7.05
Episode 86, Reward 6.0
Episode 87, Reward 113.35
Episode 87, Reward -33
Episode 87, Reward 7.05
Episode 87, Reward 5
Episode 87, Reward 112.0
Episode 88, Reward 16.05
Episode 88, Reward 15.35
Episode 88, Reward 15.35
Episode 88, Reward 15.0
Episode 88, Reward 17.1
Episode 89, Reward 12.0
Episode 89, Reward 6.0
Episode 89, Reward -28
Episode 89, Reward 7.4
Episode 89, Reward 22.0
Episode 90, Reward 12.35
Episode 90, Reward 12.0
Episode 90, Reward 13.05
Episode 90, Reward 12.35
Episode 90, Reward 12.35
Episode 91, Reward 114.35
Episode 91, Reward 49.05
Episode 91, Reward 48.349999999999994
Episode 91, Reward 48.699999999999996
Episode 91, Reward 48.349999999999994
Episode 92, Reward 6.0
Episode 92, Reward 1.4
Episode 92, Reward 0.0
Episode 92, Reward 0.35
Episode 92, Reward 6.35
Episode 93, Reward -82
Episode 93, Reward -79
Episode 93, Reward 0.0
Episode 93, Reward 6.0
Episode 93, Reward 112.0
Episode 94, Reward 6.0
Episode 94, Reward 0.35
Episode 94, Reward 6.7
Episode 94, Reward 12.0
Episode 94, Reward 12.0
Episode 95, Reward 9.0
Episode 95, Reward 12.35
Episode 95, Reward 125.4
Episode 95, Reward 118.0
Episode 95, Reward 118.35
Episode 96, Reward 123.0
Episode 96, Reward 124.75
Episode 96, Reward -19
Episode 96, Reward 18.0
Episode 96, Reward 123.75
Episode 97, Reward 18.7
Episode 97, Reward -16
Episode 97, Reward 18.7
Episode 97, Reward 20.1
Episode 97, Reward 119.35
Episode 98, Reward 12.35
Episode 98, Reward 16.0
Episode 98, Reward 12.0
Episode 98, Reward 21.0
Episode 98, Reward 12.35
Episode 99, Reward 6.35
Episode 99, Reward 1.0499999999999998
Episode 99, Reward 13.0
Episode 99, Reward 0.7
Episode 99, Reward 7.05
Episode 100, Reward 18.0
Episode 100, Reward 19.0
Episode 100, Reward -21
Episode 100, Reward 13.4
Episode 100, Reward -19
Episode 101, Reward 6.0
Episode 101, Reward 1.4
Episode 101, Reward 18.0
Episode 101, Reward 48.4
Episode 101, Reward 106.0
Episode 102, Reward 114.4
Episode 102, Reward -47
Episode 102, Reward 94
Episode 102, Reward 227.0
Episode 102, Reward 121.7
Episode 103, Reward -59
Episode 103, Reward -13
Episode 103, Reward -52
Episode 103, Reward 13.7
Episode 103, Reward -59
Episode 104, Reward -10
Episode 104, Reward 125.35
Episode 104, Reward 12.0
Episode 104, Reward 7.05
Episode 104, Reward 19.35
Episode 105, Reward 125.1
Episode 105, Reward 12.7
Episode 105, Reward -9
Episode 105, Reward 124.35
Episode 105, Reward 117.35
Episode 106, Reward 18.7
Episode 106, Reward -53
Episode 106, Reward 12.35
Episode 106, Reward 118.75
Episode 106, Reward 113.7
Episode 107, Reward 7.75
Episode 107, Reward 6.0
Episode 107, Reward 11.0
Episode 107, Reward 43.449999999999996
Episode 107, Reward 8.45
Episode 108, Reward 12.7
Episode 108, Reward 18.7
Episode 108, Reward 147.35
Episode 108, Reward 133.0
Episode 108, Reward 112.7
Episode 109, Reward 0.0
Episode 109, Reward 0.0
Episode 109, Reward 0.7
Episode 109, Reward 0.35
Episode 109, Reward 0.0
Episode 110, Reward 7.0
Episode 110, Reward 65.1
Episode 110, Reward 12.7
Episode 110, Reward 113.7
Episode 110, Reward 12.0
Episode 111, Reward -43
Episode 111, Reward 115.75
Episode 111, Reward 14.1
Episode 111, Reward 121.0
Episode 111, Reward -43
Episode 112, Reward 18.0
Episode 112, Reward 18.35
Episode 112, Reward 20.1
Episode 112, Reward 18.0
Episode 112, Reward 26.05
Episode 113, Reward 6.0
Episode 113, Reward 12.0
Episode 113, Reward -17
Episode 113, Reward 14.05
Episode 113, Reward 0.0
Episode 114, Reward 12.0
Episode 114, Reward 0.0
Episode 114, Reward 113.7
Episode 114, Reward 105.0
Episode 114, Reward 55
Episode 115, Reward -72
Episode 115, Reward 118.35
Episode 115, Reward 101.0
Episode 115, Reward -71
Episode 115, Reward 119.0
Episode 116, Reward 19.0
Episode 116, Reward 11.0
Episode 116, Reward -13
Episode 116, Reward 18.0
Episode 116, Reward 13.4
Episode 117, Reward 5.0
Episode 117, Reward -38
Episode 117, Reward 18.35
Episode 117, Reward 18.0
Episode 117, Reward 6.0
Episode 118, Reward -1
Episode 118, Reward 13.75
Episode 118, Reward 6.0
Episode 118, Reward 6.7
Episode 118, Reward 20.4
Episode 119, Reward 12.0
Episode 119, Reward 10.0
Episode 119, Reward 13.05
Episode 119, Reward 17.7
Episode 119, Reward 12.05
Episode 120, Reward 0.35
Episode 120, Reward 1.0499999999999998
Episode 120, Reward 12.0
Episode 120, Reward 13.0
Episode 120, Reward 7.05
Episode 121, Reward 6.0
Episode 121, Reward 6.05
Episode 121, Reward 5.7
Episode 121, Reward 4.05
Episode 121, Reward 4.05
Episode 122, Reward 22.0
Episode 122, Reward 10.75
Episode 122, Reward 9.0
Episode 122, Reward 9.0
Episode 122, Reward 9.35
Episode 123, Reward 0.0
Episode 123, Reward 0.0
Episode 123, Reward 0.0
Episode 123, Reward 35.349999999999994
Episode 123, Reward 0.0
Episode 124, Reward 6.0
Episode 124, Reward 6.0
Episode 124, Reward 0.0
Episode 124, Reward 1.0499999999999998
Episode 124, Reward 18.0
Episode 125, Reward 7.4
Episode 125, Reward 6.7
Episode 125, Reward 7.4
Episode 125, Reward 6.0
Episode 125, Reward 42.4
Episode 126, Reward -7
Episode 126, Reward 7.4
Episode 126, Reward 6.0
Episode 126, Reward 6.0
Episode 126, Reward 6.35
Episode 127, Reward -35
Episode 127, Reward 124.0
Episode 127, Reward -34
Episode 127, Reward 6.0
Episode 127, Reward 12.35
Episode 128, Reward 7.4
Episode 128, Reward 6.7
Episode 128, Reward 6.0
Episode 128, Reward 6.7
Episode 128, Reward 6.7
Episode 129, Reward 118.7
Episode 129, Reward 12.7
Episode 129, Reward 18.0
Episode 129, Reward 13.05
Episode 129, Reward 13.4
Episode 130, Reward 7.4
Episode 130, Reward 114.4
Episode 130, Reward -78
Episode 130, Reward -79
Episode 130, Reward 12.0
Episode 131, Reward 10.05
Episode 131, Reward 0.0
Episode 131, Reward 7.05
Episode 131, Reward 12.0
Episode 131, Reward 13.0
Episode 132, Reward 49.4
Episode 132, Reward 49.4
Episode 132, Reward 13.0
Episode 132, Reward 50.099999999999994
Episode 132, Reward 117.35
Episode 133, Reward 0.0
Episode 133, Reward 12.0
Episode 133, Reward 112.0
Episode 133, Reward 106.0
Episode 133, Reward -37
Episode 134, Reward 14.1
Episode 134, Reward 119.0
Episode 134, Reward 117.0
Episode 134, Reward 18.7
Episode 134, Reward 124.7
Episode 135, Reward 113.05
Episode 135, Reward 106.0
Episode 135, Reward 50
Episode 135, Reward 115.05
Episode 135, Reward -70
Episode 136, Reward 6.05
Episode 136, Reward -60
Episode 136, Reward 23.7
Episode 136, Reward -42
Episode 136, Reward 12.4
Episode 137, Reward -41
Episode 137, Reward 112.0
Episode 137, Reward 91
Episode 137, Reward 111.35
Episode 137, Reward -52
Episode 138, Reward 109.75
Episode 138, Reward 0
Episode 138, Reward 109.4
Episode 138, Reward 6.35
Episode 138, Reward 107.0
Episode 139, Reward -41
Episode 139, Reward 13.4
Episode 139, Reward 24.35
Episode 139, Reward 19.1
Episode 139, Reward -18
Episode 140, Reward 12.7
Episode 140, Reward 12.0
Episode 140, Reward 6.0
Episode 140, Reward 12.0
Episode 140, Reward 6.0
Episode 141, Reward 1.0499999999999998
Episode 141, Reward 0.0
Episode 141, Reward 1.75
Episode 141, Reward 0.35
Episode 141, Reward 5.0
Episode 142, Reward 5.1
Episode 142, Reward 35.699999999999996
Episode 142, Reward 6.7
Episode 142, Reward 0.7
Episode 142, Reward -28
Episode 143, Reward 15.0
Episode 143, Reward 9.0
Episode 143, Reward 9.35
Episode 143, Reward 9.0
Episode 143, Reward 10.05
Episode 144, Reward 108.0
Episode 144, Reward 6.0
Episode 144, Reward 6.0
Episode 144, Reward 6.35
Episode 144, Reward 6.0
Episode 145, Reward 11.0
Episode 145, Reward 0.7
Episode 145, Reward 6.7
Episode 145, Reward 25.0
Episode 145, Reward 11.35
Episode 146, Reward -70
Episode 146, Reward 6.7
Episode 146, Reward 26.4
Episode 146, Reward 6.7
Episode 146, Reward -4
Episode 147, Reward 18.7
Episode 147, Reward 20.1
Episode 147, Reward 17.35
Episode 147, Reward 24.35
Episode 147, Reward 19.75
Episode 148, Reward 12.0
Episode 148, Reward 105.4
Episode 148, Reward 6.7
Episode 148, Reward 104.35
Episode 148, Reward 12.7
Episode 149, Reward 107.35
Episode 149, Reward 113.05
Episode 149, Reward 108.75
Episode 149, Reward 113.0
Episode 149, Reward 6.0
Episode 150, Reward 12.35
Episode 150, Reward 7.75
Episode 150, Reward 7.4
Episode 150, Reward 6.0
Episode 150, Reward 6.0
Episode 151, Reward 6.0
Episode 151, Reward 12.35
Episode 151, Reward 12.35
Episode 151, Reward 6.7
Episode 151, Reward 24.0
Episode 152, Reward 12.35
Episode 152, Reward 19.05
Episode 152, Reward 13.05
Episode 152, Reward 18.7
Episode 152, Reward -39
Episode 153, Reward 6.0
Episode 153, Reward 0.0
Episode 153, Reward 13.05
Episode 153, Reward 6.35
Episode 153, Reward 0.35
Episode 154, Reward 1.4
Episode 154, Reward 0.35
Episode 154, Reward 0.7
Episode 154, Reward 1.4
Episode 154, Reward 7.7
Episode 155, Reward 18.0
Episode 155, Reward 13.4
Episode 155, Reward 0.35
Episode 155, Reward 6.7
Episode 155, Reward 15.7
Episode 156, Reward -39
Episode 156, Reward -39
Episode 156, Reward 113.35
Episode 156, Reward 113.7
Episode 156, Reward 12.7
Episode 157, Reward -32
Episode 157, Reward 113.05
Episode 157, Reward 112.0
Episode 157, Reward 12.35
Episode 157, Reward 7.05
Episode 158, Reward 113.0
Episode 158, Reward -56
Episode 158, Reward 57
Episode 158, Reward 115.35
Episode 158, Reward 221.1
Episode 159, Reward 19.0
Episode 159, Reward -7
Episode 159, Reward 118.7
Episode 159, Reward 19.05
Episode 159, Reward 12.0
Episode 160, Reward 6.0
Episode 160, Reward 0.35
Episode 160, Reward 6.7
Episode 160, Reward 0.7
Episode 160, Reward 0.0
Episode 161, Reward 106.35
Episode 161, Reward 116.35
Episode 161, Reward 0.0
Episode 161, Reward 112.7
Episode 161, Reward 111.0
Episode 162, Reward 112.0
Episode 162, Reward 0.35
Episode 162, Reward -65
Episode 162, Reward 107.0
Episode 162, Reward 114.1
Episode 163, Reward 1.0499999999999998
Episode 163, Reward 3.0
Episode 163, Reward 5.0
Episode 163, Reward 10.05
Episode 163, Reward 42.75
Episode 164, Reward 1.0499999999999998
Episode 164, Reward 0.35
Episode 164, Reward 6.0
Episode 164, Reward 12.0
Episode 164, Reward 14.05
Episode 165, Reward 12.0
Episode 165, Reward 12.7
Episode 165, Reward 12.0
Episode 165, Reward 12.7
Episode 165, Reward 12.0
Episode 166, Reward 12.0
Episode 166, Reward 13.4
Episode 166, Reward 119.0
Episode 166, Reward 122.4
Episode 166, Reward 16.75
Episode 167, Reward 120.35
Episode 167, Reward 124.0
Episode 167, Reward 17.75
Episode 167, Reward 220.35
Episode 167, Reward -86
Episode 168, Reward 9.7
Episode 168, Reward 6.05
Episode 168, Reward 6.7
Episode 168, Reward 6.35
Episode 168, Reward 15.35
Episode 169, Reward 119.4
Episode 169, Reward 15.7
Episode 169, Reward 114.1
Episode 169, Reward 116.35
Episode 169, Reward 6.7
Episode 170, Reward 15.35
Episode 170, Reward 12.7
Episode 170, Reward 10.4
Episode 170, Reward 0.0
Episode 170, Reward -9
Episode 171, Reward 19.4
Episode 171, Reward 21.7
Episode 171, Reward 18.7
Episode 171, Reward 15.05
Episode 171, Reward 23.35
Episode 172, Reward 17.05
Episode 172, Reward 6.7
Episode 172, Reward -29
Episode 172, Reward 12.05
Episode 172, Reward 18.0
Episode 173, Reward 0.0
Episode 173, Reward 0.7
Episode 173, Reward 13.05
Episode 173, Reward 7.05
Episode 173, Reward 2.0999999999999996
Episode 174, Reward -29
Episode 174, Reward -71
Episode 174, Reward -71
Episode 174, Reward -67
Episode 174, Reward 6.35
Episode 175, Reward 10.35
Episode 175, Reward 12.35
Episode 175, Reward 6.7
Episode 175, Reward 7.7
Episode 175, Reward 4.0
Episode 176, Reward 121.0
Episode 176, Reward 24.35
Episode 176, Reward 112.35
Episode 176, Reward 120.35
Episode 176, Reward 110.4
Episode 177, Reward 0.0
Episode 177, Reward 0.0
Episode 177, Reward 0.0
Episode 177, Reward 7.05
Episode 177, Reward 6.35
Episode 178, Reward 14.1
Episode 178, Reward 19.1
Episode 178, Reward 13.4
Episode 178, Reward 4.7
Episode 178, Reward 12.35
Episode 179, Reward 43.699999999999996
Episode 179, Reward 109.35
Episode 179, Reward 109.0
Episode 179, Reward 42.75
Episode 179, Reward 109.35
Episode 180, Reward 6.0
Episode 180, Reward 6.35
Episode 180, Reward 13.4
Episode 180, Reward -55
Episode 180, Reward 119.7
Episode 181, Reward 7.75
Episode 181, Reward -36
Episode 181, Reward 6.7
Episode 181, Reward 112.35
Episode 181, Reward -20
Episode 182, Reward -74
Episode 182, Reward 6.7
Episode 182, Reward 118.7
Episode 182, Reward -58
Episode 182, Reward 15
Episode 183, Reward 18.35
Episode 183, Reward 18.7
Episode 183, Reward 53.349999999999994
Episode 183, Reward 19.75
Episode 183, Reward 18.0
Episode 184, Reward 0.7
Episode 184, Reward 35.349999999999994
Episode 184, Reward 1.75
Episode 184, Reward 0.0
Episode 184, Reward 1.75
Episode 185, Reward -50
Episode 185, Reward 115
Episode 185, Reward 5.0
Episode 185, Reward -64
Episode 185, Reward 0.35
Episode 186, Reward 11.75
Episode 186, Reward 5.35
Episode 186, Reward 10.0
Episode 186, Reward 6.35
Episode 186, Reward 110.35
Episode 187, Reward 5.35
Episode 187, Reward 7.05
Episode 187, Reward 12.35
Episode 187, Reward -39
Episode 187, Reward 13.0
Episode 188, Reward 6.0
Episode 188, Reward -6
Episode 188, Reward -5
Episode 188, Reward 13.35
Episode 188, Reward 12.7
Episode 189, Reward 0.0
Episode 189, Reward 71
Episode 189, Reward 7.35
Episode 189, Reward -36
Episode 189, Reward -48
Episode 190, Reward -46
Episode 190, Reward 13.35
Episode 190, Reward 6.0
Episode 190, Reward 18.0
Episode 190, Reward 114.1
Episode 191, Reward 18.75
Episode 191, Reward 22.0
Episode 191, Reward 18.05
Episode 191, Reward 18.1
Episode 191, Reward 19.4
Episode 192, Reward 113.35
Episode 192, Reward -50
Episode 192, Reward 225.0
Episode 192, Reward -52
Episode 192, Reward 19.0
Episode 193, Reward -58
Episode 193, Reward 118.0
Episode 193, Reward -58
Episode 193, Reward 12.0
Episode 193, Reward 6.7
Episode 194, Reward 1.75
Episode 194, Reward 0.0
Episode 194, Reward 1.4
Episode 194, Reward 5.35
Episode 194, Reward 20.35
Episode 195, Reward 6.0
Episode 195, Reward 7.4
Episode 195, Reward 6.05
Episode 195, Reward 20.7
Episode 195, Reward 17.0
Episode 196, Reward -29
Episode 196, Reward 114.0
Episode 196, Reward -27
Episode 196, Reward -29
Episode 196, Reward -28
Episode 197, Reward 7.05
Episode 197, Reward -40
Episode 197, Reward 18.7
Episode 197, Reward -40
