/home/zck7060/anaconda3/envs/mujoco/lib/python3.7/site-packages/tianshou/env/pettingzoo_env.py:15: DeprecationWarning: You are using PettingZoo 1.12.0. Future tianshou versions may not support PettingZoo<1.21.0. Consider upgrading your PettingZoo version.
  f"Consider upgrading your PettingZoo version.", DeprecationWarning
Episode 15, Reward 16.1
Episode 15, Reward 13.4
Episode 15, Reward 12.0
Episode 16, Reward 13.75
Episode 16, Reward 8.05
Episode 16, Reward 6.0
Episode 16, Reward 6.0
Episode 16, Reward 12.0
Episode 17, Reward 8.4
Episode 17, Reward 6.0
Episode 17, Reward 6.35
Episode 17, Reward 6.35
Episode 17, Reward 6.0
Episode 18, Reward 12.35
Episode 18, Reward 12.7
Episode 18, Reward 13.75
Episode 18, Reward 13.05
Episode 18, Reward 12.7
Episode 19, Reward -6
Episode 19, Reward -9
Episode 19, Reward 7.05
Episode 19, Reward 6.7
Episode 19, Reward 13.4
Episode 20, Reward 13.0
Episode 20, Reward 6.7
Episode 20, Reward 6.7
Episode 20, Reward 13.4
Episode 20, Reward 12.0
Episode 21, Reward 12.35
Episode 21, Reward 14.75
Episode 21, Reward 12.7
Episode 21, Reward 12.7
Episode 21, Reward 6.35
Episode 22, Reward 20.0
Episode 22, Reward 15.1
Episode 22, Reward 13.4
Episode 22, Reward 7.05
Episode 22, Reward 12.7
Episode 23, Reward 53.349999999999994
Episode 23, Reward 12.0
Episode 23, Reward 13.35
Episode 23, Reward 12.0
Episode 23, Reward 6.0
Episode 24, Reward 0.35
Episode 24, Reward 1.0499999999999998
Episode 24, Reward 0.0
Episode 24, Reward 2.0999999999999996
Episode 24, Reward -12
Episode 25, Reward 7.05
Episode 25, Reward 6.35
Episode 25, Reward 6.7
Episode 25, Reward 6.0
Episode 25, Reward 7.05
Episode 26, Reward 7.4
Episode 26, Reward 6.35
Episode 26, Reward 12.0
Episode 26, Reward 6.35
Episode 26, Reward -36
Episode 27, Reward 8.0
Episode 27, Reward -57
Episode 27, Reward 8.7
Episode 27, Reward -17
Episode 27, Reward 0.0
Episode 28, Reward -39
Episode 28, Reward 14.35
Episode 28, Reward 1
Episode 28, Reward 6.7
Episode 28, Reward 13.75
Episode 29, Reward 6.7
Episode 29, Reward -32
Episode 29, Reward 1.0499999999999998
Episode 29, Reward 8.05
Episode 29, Reward -15
Episode 30, Reward -22
Episode 30, Reward 0.0
Episode 30, Reward 6.35
Episode 30, Reward -8
Episode 30, Reward 24.0
Episode 31, Reward 2.0999999999999996
Episode 31, Reward 6.0
Episode 31, Reward -19
Episode 31, Reward 24.7
Episode 31, Reward 10.0
Episode 32, Reward 7.05
Episode 32, Reward 18.0
Episode 32, Reward 18.7
Episode 32, Reward 19.05
Episode 32, Reward 6.0
Episode 33, Reward 11
Episode 33, Reward 7.75
Episode 33, Reward 7.0
Episode 33, Reward 0.35
Episode 33, Reward 18.7
Episode 34, Reward 12.0
Episode 34, Reward 21.0
Episode 34, Reward 8.0
Episode 34, Reward 19.0
Episode 34, Reward 12.35
Episode 35, Reward 23.35
Episode 35, Reward 14.05
Episode 35, Reward 26.0
Episode 35, Reward 20.05
Episode 35, Reward 25.7
Episode 36, Reward -34
Episode 36, Reward 19.35
Episode 36, Reward 18.35
Episode 36, Reward 18.0
Episode 36, Reward 8.75
Episode 37, Reward 5.0
Episode 37, Reward 0.0
Episode 37, Reward 5.0
Episode 37, Reward 1.0
Episode 37, Reward 5.7
Episode 38, Reward 7.75
Episode 38, Reward 106.0
Episode 38, Reward 0.7
Episode 38, Reward 5
Episode 38, Reward 13.05
Episode 39, Reward 18.0
Episode 39, Reward 8.75
Episode 39, Reward -11
Episode 39, Reward 113.0
Episode 39, Reward 1.7
Episode 40, Reward 6.7
Episode 40, Reward 19.35
Episode 40, Reward 6.0
Episode 40, Reward 8.05
Episode 40, Reward 6.0
Episode 41, Reward 25.7
Episode 41, Reward 113.75
Episode 41, Reward 7.35
Episode 41, Reward -3
Episode 41, Reward 13.7
Episode 42, Reward 15.75
Episode 42, Reward 4.4
Episode 42, Reward 9.0
Episode 42, Reward 16.05
Episode 42, Reward -69
Episode 43, Reward 1.0
Episode 43, Reward 1.4
Episode 43, Reward 14.75
Episode 43, Reward -62
Episode 43, Reward 110.7
Episode 44, Reward 12.0
Episode 44, Reward 13.0
Episode 44, Reward 51.05
Episode 44, Reward 13.05
Episode 44, Reward 12.7
Episode 45, Reward 13.35
Episode 45, Reward -51
Episode 45, Reward 110.0
Episode 45, Reward 1.4
Episode 45, Reward -44
Episode 46, Reward -60
Episode 46, Reward 121.0
Episode 46, Reward 0.35
Episode 46, Reward 107.0
Episode 46, Reward 0.0
Episode 47, Reward -26
Episode 47, Reward 13.4
Episode 47, Reward -20
Episode 47, Reward 12.0
Episode 47, Reward 13.7
Episode 48, Reward 6.0
Episode 48, Reward -32
Episode 48, Reward 6.0
Episode 48, Reward 10.1
Episode 48, Reward 155.35
Episode 49, Reward 4
Episode 49, Reward 6.35
Episode 49, Reward 7.0
Episode 49, Reward 112.0
Episode 49, Reward 7.05
Episode 50, Reward 9.7
Episode 50, Reward 107.35
Episode 50, Reward 214.75
Episode 50, Reward 19.05
Episode 50, Reward 112.0
Episode 51, Reward -47.0
Episode 51, Reward 58.0
Episode 51, Reward -46.95
Episode 51, Reward -47.65
Episode 51, Reward -46.25
Episode 52, Reward 114.0
Episode 52, Reward 13.75
Episode 52, Reward 9.7
Episode 52, Reward 12.0
Episode 52, Reward 18.0
Episode 53, Reward 19.05
Episode 53, Reward 8.35
Episode 53, Reward 12.7
Episode 53, Reward 7.0
Episode 53, Reward 27.35
Episode 54, Reward -49.65
Episode 54, Reward -48.25
Episode 54, Reward -50.0
Episode 54, Reward -49.3
Episode 54, Reward -49.65
Episode 55, Reward 14.1
Episode 55, Reward 13.75
Episode 55, Reward 15.35
Episode 55, Reward 13.75
Episode 55, Reward 12.7
Episode 56, Reward 7.75
Episode 56, Reward 9.35
Episode 56, Reward 7.75
Episode 56, Reward 6.7
Episode 56, Reward 6.0
Episode 57, Reward 16.4
Episode 57, Reward 18.0
Episode 57, Reward 6.35
Episode 57, Reward 13.0
Episode 57, Reward 12.0
Episode 58, Reward 24.35
Episode 58, Reward 7.75
Episode 58, Reward 19.35
Episode 58, Reward 12.0
Episode 58, Reward 19.05
Episode 59, Reward 12.0
Episode 59, Reward 13.4
Episode 59, Reward 14.75
Episode 59, Reward 13.7
Episode 59, Reward 14.0
Episode 60, Reward 25.35
Episode 60, Reward 18.35
Episode 60, Reward 19.75
Episode 60, Reward 15.05
Episode 60, Reward 18.7
Episode 61, Reward 12.0
Episode 61, Reward 13.0
Episode 61, Reward 49.699999999999996
Episode 61, Reward 19.0
Episode 61, Reward 11.7
Episode 62, Reward 12.05
Episode 62, Reward 13.0
Episode 62, Reward 19.4
Episode 62, Reward 7.1
Episode 62, Reward 6.75
Episode 63, Reward 109.05
Episode 63, Reward 107.75
Episode 63, Reward 108.0
Episode 63, Reward 112.35
Episode 63, Reward 113.0
Episode 64, Reward 17.1
Episode 64, Reward 14.35
Episode 64, Reward 9.05
Episode 64, Reward 15.35
Episode 64, Reward 15.05
Episode 65, Reward 126.4
Episode 65, Reward 125.0
Episode 65, Reward 126.7
Episode 65, Reward 125.0
Episode 65, Reward 125.0
Episode 66, Reward 18.35
Episode 66, Reward 18.0
Episode 66, Reward 18.35
Episode 66, Reward 18.35
Episode 66, Reward 18.35
Episode 67, Reward 17.0
Episode 67, Reward 16.35
Episode 67, Reward 113.0
Episode 67, Reward 26.05
Episode 67, Reward 11.05
Episode 68, Reward 4.0
Episode 68, Reward -3
Episode 68, Reward 5.75
Episode 68, Reward -0.25
Episode 68, Reward 11.05
Episode 69, Reward 114.35
Episode 69, Reward 19.35
Episode 69, Reward 7.35
Episode 69, Reward 19.0
Episode 69, Reward 19.35
Episode 70, Reward 29.0
Episode 70, Reward 21.35
Episode 70, Reward 33.0
Episode 70, Reward 63.05
Episode 70, Reward 14.05
Episode 71, Reward 26.0
Episode 71, Reward 0.7
Episode 71, Reward 120.05
Episode 71, Reward -21
Episode 71, Reward 20.4
Episode 72, Reward 0.0
Episode 72, Reward 121.35
Episode 72, Reward -13
Episode 72, Reward 21.35
Episode 72, Reward 6.0
Episode 73, Reward 10.1
Episode 73, Reward -3
Episode 73, Reward 19.7
Episode 73, Reward 7.05
Episode 73, Reward 9.35
Episode 74, Reward 1.0499999999999998
Episode 74, Reward 20.05
Episode 74, Reward 6.7
Episode 74, Reward 16.75
Episode 74, Reward 7.05
Episode 75, Reward 25.0
Episode 75, Reward 12.0
Episode 75, Reward 15.35
Episode 75, Reward 12.0
Episode 75, Reward 20.0
Episode 76, Reward 0.35
Episode 76, Reward 6.35
Episode 76, Reward 0.35
Episode 76, Reward 6.35
Episode 76, Reward -18
Episode 77, Reward 100.0
Episode 77, Reward -7.0
Episode 77, Reward 0.3999999999999999
Episode 77, Reward -5.95
Episode 77, Reward -13
Episode 78, Reward 8.4
Episode 78, Reward 15.0
Episode 78, Reward -4
Episode 78, Reward 20.05
Episode 78, Reward -6
Episode 79, Reward 9.4
Episode 79, Reward 6.0
Episode 79, Reward 12.7
Episode 79, Reward 12.0
Episode 79, Reward 6.35
Episode 80, Reward 12.7
Episode 80, Reward 18.0
Episode 80, Reward -16
Episode 80, Reward 124.7
Episode 80, Reward 12.0
Episode 81, Reward 120.75
Episode 81, Reward 118.7
Episode 81, Reward 116.7
Episode 81, Reward 119.4
Episode 81, Reward 154.7
Episode 82, Reward 30.35
Episode 82, Reward 31.4
Episode 82, Reward 30.35
Episode 82, Reward 32.05
Episode 82, Reward 31.05
Episode 83, Reward 6.0
Episode 83, Reward 6.0
Episode 83, Reward -57
Episode 83, Reward 7.4
Episode 83, Reward 113.35
Episode 84, Reward 18.7
Episode 84, Reward 53.349999999999994
Episode 84, Reward 18.0
Episode 84, Reward 12.35
Episode 84, Reward 12.0
Episode 85, Reward -30
Episode 85, Reward 13.4
Episode 85, Reward 13.0
Episode 85, Reward 113.0
Episode 85, Reward 7.75
Episode 86, Reward 7.75
Episode 86, Reward 7.0
Episode 86, Reward -13
Episode 86, Reward 1.75
Episode 86, Reward 7.75
Episode 87, Reward 20.0
Episode 87, Reward -3
Episode 87, Reward 21.0
Episode 87, Reward 21.0
Episode 87, Reward 127.0
Episode 88, Reward 6.0
Episode 88, Reward 8.4
Episode 88, Reward 7.0
Episode 88, Reward -6
Episode 88, Reward 8
Episode 89, Reward 18.4
Episode 89, Reward 18.05
Episode 89, Reward -12
Episode 89, Reward -1
Episode 89, Reward 21.7
Episode 90, Reward 7.4
Episode 90, Reward 112.0
Episode 90, Reward 5
Episode 90, Reward 6.0
Episode 90, Reward 7.4
Episode 91, Reward -32
Episode 91, Reward 16.0
Episode 91, Reward 19.0
Episode 91, Reward 13.35
Episode 91, Reward 7.0
Episode 92, Reward -64
Episode 92, Reward 6.7
Episode 92, Reward -52
Episode 92, Reward 1.4
Episode 92, Reward 6.0
Episode 93, Reward 6.35
Episode 93, Reward 9.4
Episode 93, Reward 6.35
Episode 93, Reward 7.05
Episode 93, Reward 14.35
Episode 94, Reward 9.4
Episode 94, Reward 6.35
Episode 94, Reward 7.05
Episode 94, Reward 15.05
Episode 94, Reward 13.4
Episode 95, Reward -45.0
Episode 95, Reward -45.0
Episode 95, Reward -40.6
Episode 95, Reward -45.0
Episode 95, Reward -43.6
Episode 96, Reward 13.05
Episode 96, Reward 25.05
Episode 96, Reward 12.7
Episode 96, Reward 19.05
Episode 96, Reward 6.7
Episode 97, Reward 25.05
Episode 97, Reward 13.05
Episode 97, Reward 19.75
Episode 97, Reward 7.05
Episode 97, Reward 14.4
Episode 98, Reward 15.7
Episode 98, Reward 23.0
Episode 98, Reward 15.35
Episode 98, Reward 22.05
Episode 98, Reward 21.0
Episode 99, Reward 21.7
Episode 99, Reward 9.35
Episode 99, Reward 20.4
Episode 99, Reward -5
Episode 99, Reward 14.05
Episode 100, Reward 12.35
Episode 100, Reward 19.75
Episode 100, Reward 18.0
Episode 100, Reward 12.0
Episode 100, Reward 18.0
Episode 101, Reward 7.0
Episode 101, Reward 2.0
Episode 101, Reward 0.0
Episode 101, Reward 4.4
Episode 101, Reward 5.05
Episode 102, Reward 1.4
Episode 102, Reward 18.0
Episode 102, Reward -40
Episode 102, Reward 122.35
Episode 102, Reward 12.35
Episode 103, Reward 13.05
Episode 103, Reward -31
Episode 103, Reward 123.4
Episode 103, Reward 13.7
Episode 103, Reward 6.35
Episode 104, Reward -41
Episode 104, Reward 122.7
Episode 104, Reward 12.35
Episode 104, Reward 6.35
Episode 104, Reward 6.0
Episode 105, Reward 118.0
Episode 105, Reward 118.0
Episode 105, Reward 118.0
Episode 105, Reward 118.35
Episode 105, Reward 118.0
Episode 106, Reward 19.35
Episode 106, Reward 12.0
Episode 106, Reward 117.0
Episode 106, Reward 119.1
Episode 106, Reward 113.35
Episode 107, Reward 6.0
Episode 107, Reward 7.75
Episode 107, Reward 12.4
Episode 107, Reward 13.35
Episode 107, Reward 14.05
Episode 108, Reward -12.25
Episode 108, Reward -21.0
Episode 108, Reward -21.0
Episode 108, Reward -11.3
Episode 108, Reward -20.65
Episode 109, Reward 0.7
Episode 109, Reward 7.0
Episode 109, Reward 17.75
Episode 109, Reward 1.4
Episode 109, Reward 6.0
Episode 110, Reward 53.349999999999994
Episode 110, Reward 27.35
Episode 110, Reward 18.35
Episode 110, Reward 119.7
Episode 110, Reward 21.35
Episode 111, Reward -42
Episode 111, Reward 13.75
Episode 111, Reward 115.1
Episode 111, Reward 121.0
Episode 111, Reward 6.0
Episode 112, Reward 12.0
Episode 112, Reward 12.35
Episode 112, Reward 18.7
Episode 112, Reward 7.75
Episode 112, Reward 24.0
Episode 113, Reward 119.0
Episode 113, Reward 12.7
Episode 113, Reward 0.0
Episode 113, Reward 19.4
Episode 113, Reward 7.0
Episode 114, Reward 15.7
Episode 114, Reward -75
Episode 114, Reward 19.75
Episode 114, Reward 8.0
Episode 114, Reward 12.7
Episode 115, Reward -48
Episode 115, Reward 22.05
Episode 115, Reward 4.7
Episode 115, Reward 14.0
Episode 115, Reward 13.35
Episode 116, Reward 18.35
Episode 116, Reward 3.0
Episode 116, Reward -47
Episode 116, Reward 19.35
Episode 116, Reward 8.0
Episode 117, Reward 10.05
Episode 117, Reward 12.35
Episode 117, Reward 19.35
Episode 117, Reward 18.7
Episode 117, Reward 1.7
Episode 118, Reward 15.1
Episode 118, Reward 20.35
Episode 118, Reward 14.75
Episode 118, Reward 14.35
Episode 118, Reward 18.1
Episode 119, Reward 14.0
Episode 119, Reward 1.75
Episode 119, Reward 1.0499999999999998
Episode 119, Reward 16.0
Episode 119, Reward 8.0
Episode 120, Reward 14.1
Episode 120, Reward 8.4
Episode 120, Reward 22.35
Episode 120, Reward 8.05
Episode 120, Reward 12.0
Episode 121, Reward 1.75
Episode 121, Reward 9.7
Episode 121, Reward 8.0
Episode 121, Reward 0.0
Episode 121, Reward 0.0
Episode 122, Reward 24.7
Episode 122, Reward 11.0
Episode 122, Reward 10.05
Episode 122, Reward 9.35
Episode 122, Reward 11.4
Episode 123, Reward 3.0999999999999996
Episode 123, Reward 0.35
Episode 123, Reward 0.0
Episode 123, Reward 0.0
Episode 123, Reward 36.75
Episode 124, Reward 0.0
Episode 124, Reward 0.0
Episode 124, Reward 0.0
Episode 124, Reward 7.75
Episode 124, Reward 36.05
Episode 125, Reward 6.7
Episode 125, Reward 6.35
Episode 125, Reward 6.7
Episode 125, Reward 6.7
Episode 125, Reward 6.35
Episode 126, Reward 1.75
Episode 126, Reward -21
Episode 126, Reward 106.0
Episode 126, Reward 106.35
Episode 126, Reward 0.35
Episode 127, Reward 6.35
Episode 127, Reward 13.4
Episode 127, Reward -36
Episode 127, Reward 8.0
Episode 127, Reward 16.4
Episode 128, Reward 112.0
Episode 128, Reward -33
Episode 128, Reward 14.35
Episode 128, Reward 16.7
Episode 128, Reward 7.75
Episode 129, Reward 112.0
Episode 129, Reward 8.7
Episode 129, Reward 12.0
Episode 129, Reward 6.7
Episode 129, Reward 13.05
Episode 130, Reward -55.3
Episode 130, Reward -62.0
Episode 130, Reward -61.65
Episode 130, Reward -62.0
Episode 130, Reward -60.95
Episode 131, Reward 13.35
Episode 131, Reward 13.35
Episode 131, Reward 13.0
Episode 131, Reward 13.35
Episode 131, Reward 15.1
Episode 132, Reward 8.4
Episode 132, Reward 7.35
Episode 132, Reward 13.7
Episode 132, Reward 19.0
Episode 132, Reward 14.05
Episode 133, Reward 7.05
Episode 133, Reward 12.0
Episode 133, Reward 112.0
Episode 133, Reward 106.0
Episode 133, Reward -38
Episode 134, Reward 12.35
Episode 134, Reward 14.75
Episode 134, Reward 12.35
Episode 134, Reward -14
Episode 134, Reward 14.0
Episode 135, Reward -20.25
Episode 135, Reward -14.65
Episode 135, Reward -15.3
Episode 135, Reward -14.0
Episode 135, Reward -14.95
Episode 136, Reward 4.0
Episode 136, Reward -68
Episode 136, Reward 22.0
Episode 136, Reward 7.75
Episode 136, Reward -70
Episode 137, Reward -39
Episode 137, Reward 6.0
Episode 137, Reward -21
Episode 137, Reward 0.0
Episode 137, Reward 7.05
Episode 138, Reward 14.35
Episode 138, Reward -9
Episode 138, Reward -29
Episode 138, Reward 12.35
Episode 138, Reward 17.75
Episode 139, Reward 11.0
Episode 139, Reward 14.4
Episode 139, Reward 21.1
Episode 139, Reward 20.75
Episode 139, Reward -15
Episode 140, Reward 15.4
Episode 140, Reward 20.1
Episode 140, Reward 18.75
Episode 140, Reward -16
Episode 140, Reward 20.35
Episode 141, Reward 1.4
Episode 141, Reward 0.0
Episode 141, Reward 0.0
Episode 141, Reward 7.35
Episode 141, Reward 4.0
Episode 142, Reward 7.0
Episode 142, Reward 6.7
Episode 142, Reward 8.4
Episode 142, Reward 6.35
Episode 142, Reward 6.0
Episode 143, Reward 4
Episode 143, Reward 26.0
Episode 143, Reward 25.0
Episode 143, Reward -45
Episode 143, Reward 19.4
Episode 144, Reward 7.0
Episode 144, Reward 6.0
Episode 144, Reward 41.349999999999994
Episode 144, Reward 6.0
Episode 144, Reward 7.4
Episode 145, Reward 12.35
Episode 145, Reward 12.0
Episode 145, Reward 12.0
Episode 145, Reward 13.4
Episode 145, Reward 12.35
Episode 146, Reward -22
Episode 146, Reward 1.0499999999999998
Episode 146, Reward 19.05
Episode 146, Reward 0.7
Episode 146, Reward 0
Episode 147, Reward 17.0
Episode 147, Reward 23.0
Episode 147, Reward 17.0
Episode 147, Reward 23.7
Episode 147, Reward 17.35
Episode 148, Reward 26.4
Episode 148, Reward 6.7
Episode 148, Reward -5
Episode 148, Reward 143.75
Episode 148, Reward 13.4
Episode 149, Reward 7.4
Episode 149, Reward 4
Episode 149, Reward 7.05
Episode 149, Reward 13.4
Episode 149, Reward 12.7
Episode 150, Reward 9.35
Episode 150, Reward 3.0
Episode 150, Reward 1.4
Episode 150, Reward 6.0
Episode 150, Reward 3.7
Episode 151, Reward 7.0
Episode 151, Reward 7.35
Episode 151, Reward 6.0
Episode 151, Reward 9.05
Episode 151, Reward 6.0
Episode 152, Reward 125.0
Episode 152, Reward 120.05
Episode 152, Reward 121.35
Episode 152, Reward 125.0
Episode 152, Reward 119.0
Episode 153, Reward 8.05
Episode 153, Reward 7.0
Episode 153, Reward 19.7
Episode 153, Reward 7.0
Episode 153, Reward 7.0
Episode 154, Reward 2.0
Episode 154, Reward 12.7
Episode 154, Reward 6.0
Episode 154, Reward 0.35
Episode 154, Reward 7.05
Episode 155, Reward 18.35
Episode 155, Reward 8.1
Episode 155, Reward 6.0
Episode 155, Reward 13.0
Episode 155, Reward 14.75
Episode 156, Reward 112.35
Episode 156, Reward 113.4
Episode 156, Reward 119.05
Episode 156, Reward 112.0
Episode 156, Reward 92
Episode 157, Reward 0.7
Episode 157, Reward 6.0
Episode 157, Reward 12.0
Episode 157, Reward -54
Episode 157, Reward 113.7
Episode 158, Reward 13.35
Episode 158, Reward 13.35
Episode 158, Reward 7.7
Episode 158, Reward 113.0
Episode 158, Reward 119.35
Episode 159, Reward 21.0
Episode 159, Reward -38
Episode 159, Reward 119.05
Episode 159, Reward 18.05
Episode 159, Reward 8.35
Episode 160, Reward -53
Episode 160, Reward 112.35
Episode 160, Reward 112.0
Episode 160, Reward 0.35
Episode 160, Reward 0.0
Episode 161, Reward 0.0
Episode 161, Reward 49.75
Episode 161, Reward 1.0499999999999998
Episode 161, Reward 0.35
Episode 161, Reward 0.0
Episode 162, Reward 19.0
Episode 162, Reward 6.0
Episode 162, Reward 6.7
Episode 162, Reward 6.0
Episode 162, Reward 9.0
Episode 163, Reward 0.0
Episode 163, Reward 0.0
Episode 163, Reward 1.0499999999999998
Episode 163, Reward 3.35
Episode 163, Reward 6.0
Episode 164, Reward 6.7
Episode 164, Reward 6.0
Episode 164, Reward 7.75
Episode 164, Reward 6.35
Episode 164, Reward 12.35
Episode 165, Reward 7.05
Episode 165, Reward 7.75
Episode 165, Reward 6.35
Episode 165, Reward 13.35
Episode 165, Reward 6.35
Episode 166, Reward 23.75
Episode 166, Reward 13.05
Episode 166, Reward 19.4
Episode 166, Reward 16.35
Episode 166, Reward 15.7
Episode 167, Reward -20.65
Episode 167, Reward -21.0
Episode 167, Reward -24.6
Episode 167, Reward -20.65
Episode 167, Reward -27.0
Episode 168, Reward 13.0
Episode 168, Reward 6.0
Episode 168, Reward 6.35
Episode 168, Reward 6.0
Episode 168, Reward 13.0
Episode 169, Reward 22.35
Episode 169, Reward 19.05
Episode 169, Reward 18.0
Episode 169, Reward -59
Episode 169, Reward 50.699999999999996
Episode 170, Reward 0.35
Episode 170, Reward 0.0
Episode 170, Reward 6.0
Episode 170, Reward 4.05
Episode 170, Reward 0.35
Episode 171, Reward 21.0
Episode 171, Reward 27.0
Episode 171, Reward 25.05
Episode 171, Reward 21.35
Episode 171, Reward 21.7
Episode 172, Reward 24.35
Episode 172, Reward 21.0
Episode 172, Reward 48.4
Episode 172, Reward 30.35
Episode 172, Reward 22.0
Episode 173, Reward 18.35
Episode 173, Reward 12.35
Episode 173, Reward 13.05
Episode 173, Reward 18.0
Episode 173, Reward 13.05
Episode 174, Reward 120.0
Episode 174, Reward 132.0
Episode 174, Reward 134.0
Episode 174, Reward 126.35
Episode 174, Reward 119.0
Episode 175, Reward 6.35
Episode 175, Reward 12.0
Episode 175, Reward 13.35
Episode 175, Reward 6.7
Episode 175, Reward 10.05
Episode 176, Reward 116.0
Episode 176, Reward 119.7
Episode 176, Reward 107.75
Episode 176, Reward 116.0
Episode 176, Reward 112.0
Episode 177, Reward 19.35
Episode 177, Reward 6.7
Episode 177, Reward 16.0
Episode 177, Reward 7.4
Episode 177, Reward 7.4
Episode 178, Reward 4.75
Episode 178, Reward 12.75
Episode 178, Reward 10.05
Episode 178, Reward 10.4
Episode 178, Reward 15.35
Episode 179, Reward 17.0
Episode 179, Reward 7.4
Episode 179, Reward 7.05
Episode 179, Reward 18.35
Episode 179, Reward 6.0
Episode 180, Reward 19.0
Episode 180, Reward 19.35
Episode 180, Reward 13.0
Episode 180, Reward 13.0
Episode 180, Reward 125.35
Episode 181, Reward 6.35
Episode 181, Reward 6.7
Episode 181, Reward 6.7
Episode 181, Reward 118.0
Episode 181, Reward -50
Episode 182, Reward 12.7
Episode 182, Reward -72
Episode 182, Reward 125.4
Episode 182, Reward -7
Episode 182, Reward -2
Episode 183, Reward -62
Episode 183, Reward 129.0
Episode 183, Reward -1
Episode 183, Reward 3
Episode 183, Reward 10.0
Episode 184, Reward 129.05
Episode 184, Reward -74
Episode 184, Reward -2
Episode 184, Reward 6.0
Episode 184, Reward 98
Episode 185, Reward 112.0
Episode 185, Reward 162.4
Episode 185, Reward 118.0
Episode 185, Reward 226.35
Episode 185, Reward 58
Episode 186, Reward 9.45
Episode 186, Reward 7.35
Episode 186, Reward 8.0
Episode 186, Reward 6.0
Episode 186, Reward 12.0
Episode 187, Reward 6.7
Episode 187, Reward 6.35
Episode 187, Reward 5
Episode 187, Reward 13.35
Episode 187, Reward 13.0
Episode 188, Reward 14.0
Episode 188, Reward 12.0
Episode 188, Reward 16.75
Episode 188, Reward 15.7
Episode 188, Reward 12.35
Episode 189, Reward -26
Episode 189, Reward -31
Episode 189, Reward -2.65
Episode 189, Reward -10.0
Episode 189, Reward 2.0
Episode 190, Reward 52
Episode 190, Reward 25.0
Episode 190, Reward 6.0
Episode 190, Reward 24.0
Episode 190, Reward 118.0
Episode 191, Reward 20.4
Episode 191, Reward 18.7
Episode 191, Reward 18.35
Episode 191, Reward 124.35
Episode 191, Reward 12.7
Episode 192, Reward 14.4
Episode 192, Reward 25.0
Episode 192, Reward 119.35
Episode 192, Reward 7.0
Episode 192, Reward 20.05
Episode 193, Reward 7.4
Episode 193, Reward 7.4
Episode 193, Reward 7.4
Episode 193, Reward 6.0
Episode 193, Reward 8.7
Episode 194, Reward 118.35
Episode 194, Reward 0.0
Episode 194, Reward 12.7
Episode 194, Reward 9.75
Episode 194, Reward 19.0
Episode 195, Reward 0.7
Episode 195, Reward 14.1
Episode 195, Reward 8.35
Episode 195, Reward 12.35
Episode 195, Reward 9.35
Episode 196, Reward -13.0
Episode 196, Reward -12.3
Episode 196, Reward -11.95
Episode 196, Reward -11.95
Episode 196, Reward -13.0
Episode 197, Reward -17.25
Episode 197, Reward -16.9
Episode 197, Reward -17.6
Episode 197, Reward -18.65
Episode 197, Reward -19.0
Episode 198, Reward 21.0
Episode 198, Reward 12.7
Episode 198, Reward 0.7
Episode 198, Reward 4.35
Episode 198, Reward 9.35
Episode 199, Reward -31
Episode 199, Reward 1.75
Episode 199, Reward 6.7
Episode 199, Reward 12.0
Episode 199, Reward 19.0
Episode 200, Reward 0.35
Episode 200, Reward 0.7
Episode 200, Reward 6.35
Episode 200, Reward 112.0
Episode 200, Reward 7.7
Episode 201, Reward 115.05
Episode 201, Reward 113.7
Episode 201, Reward 150.4
Episode 201, Reward 119.0
Episode 201, Reward 114.7
Episode 202, Reward 10.1
Episode 202, Reward 24.0
Episode 202, Reward 10.05
Episode 202, Reward 9.75
Episode 202, Reward 15.0
Episode 203, Reward 26.0
Episode 203, Reward 8.35
Episode 203, Reward 14.4
Episode 203, Reward 14.75
Episode 203, Reward 8.75
Episode 204, Reward 6.0
Episode 204, Reward 6.0
Episode 204, Reward 13.75
Episode 204, Reward 6.0
Episode 204, Reward 13.0
Episode 205, Reward 6.7
Episode 205, Reward 21.0
Episode 205, Reward 24.35
Episode 205, Reward 22.0
Episode 205, Reward 14.4
Episode 206, Reward 25.35
Episode 206, Reward 14.4
Episode 206, Reward 21.05
Episode 206, Reward 14.05
Episode 206, Reward 20.4
Episode 207, Reward -41.0
Episode 207, Reward -32.3
Episode 207, Reward -41.0
Episode 207, Reward -77
Episode 207, Reward -34.3
Episode 208, Reward 116.7
Episode 208, Reward 48.699999999999996
Episode 208, Reward 119.0
Episode 208, Reward 115.35
Episode 208, Reward 117.35
Episode 209, Reward -66.95
Episode 209, Reward -68.0
Episode 209, Reward -68.0
Episode 209, Reward -68.0
Episode 209, Reward -66.6
Episode 210, Reward 135.75
Episode 210, Reward 14.75
Episode 210, Reward 12.05
Episode 210, Reward 26.35
Episode 210, Reward -44
Episode 211, Reward 15.0
Episode 211, Reward 10.0
Episode 211, Reward 9.4
Episode 211, Reward -13
Episode 211, Reward -19
Episode 212, Reward 15.4
Episode 212, Reward 13.05
Episode 212, Reward 13.35
Episode 212, Reward -32
Episode 212, Reward 119.05
Episode 213, Reward 33.05
Episode 213, Reward 27.7
Episode 213, Reward 27.35
Episode 213, Reward 32.7
Episode 213, Reward 34.35
Episode 214, Reward -46
Episode 214, Reward -52
Episode 214, Reward 112.0
Episode 214, Reward 13.4
Episode 214, Reward -77
