/home/zck7060/anaconda3/envs/mujoco/lib/python3.7/site-packages/tianshou/env/pettingzoo_env.py:15: DeprecationWarning: You are using PettingZoo 1.12.0. Future tianshou versions may not support PettingZoo<1.21.0. Consider upgrading your PettingZoo version.
  f"Consider upgrading your PettingZoo version.", DeprecationWarning
Episode 19, Reward 6.35
Episode 19, Reward 6.7
Episode 19, Reward 13.7
Episode 20, Reward 12.0
Episode 20, Reward 0.35
Episode 20, Reward 15.05
Episode 20, Reward 48.349999999999994
Episode 20, Reward 0.35
Episode 21, Reward 6.0
Episode 21, Reward 20.0
Episode 21, Reward 19.35
Episode 21, Reward 6.7
Episode 21, Reward 7.75
Episode 22, Reward 21.05
Episode 22, Reward 19.7
Episode 22, Reward 19.7
Episode 22, Reward 13.35
Episode 22, Reward 19.0
Episode 23, Reward 19.35
Episode 23, Reward 6.7
Episode 23, Reward 7.4
Episode 23, Reward 12.7
Episode 23, Reward 6.0
Episode 24, Reward 1.4
Episode 24, Reward 0.0
Episode 24, Reward 1.75
Episode 24, Reward 1.4
Episode 24, Reward 35.699999999999996
Episode 25, Reward 0.0
Episode 25, Reward 1.4
Episode 25, Reward 0.7
Episode 25, Reward 0.0
Episode 25, Reward 0.7
Episode 26, Reward 1.4
Episode 26, Reward 0.7
Episode 26, Reward -19
Episode 26, Reward 0.7
Episode 26, Reward 42.05
Episode 27, Reward 6.0
Episode 27, Reward 6.0
Episode 27, Reward 6.7
Episode 27, Reward 6.7
Episode 27, Reward 6.35
Episode 28, Reward -23
Episode 28, Reward 12.0
Episode 28, Reward 2
Episode 28, Reward 7.4
Episode 28, Reward 14.1
Episode 29, Reward 6.35
Episode 29, Reward -7
Episode 29, Reward 0.35
Episode 29, Reward 1.4
Episode 29, Reward 11
Episode 30, Reward -15
Episode 30, Reward -10.95
Episode 30, Reward -12.0
Episode 30, Reward 29.349999999999994
Episode 30, Reward 7.75
Episode 31, Reward 1.4
Episode 31, Reward 6.0
Episode 31, Reward -18
Episode 31, Reward 6.0
Episode 31, Reward 12.0
Episode 32, Reward 12.35
Episode 32, Reward 18.35
Episode 32, Reward 19.75
Episode 32, Reward 21.35
Episode 32, Reward 1
Episode 33, Reward 7.75
Episode 33, Reward 14.0
Episode 33, Reward 3.0
Episode 33, Reward 2.0
Episode 33, Reward 8.35
Episode 34, Reward 18.35
Episode 34, Reward 19.4
Episode 34, Reward 19.4
Episode 34, Reward 18.35
Episode 34, Reward 18.7
Episode 35, Reward 19.35
Episode 35, Reward 19.35
Episode 35, Reward 27.75
Episode 35, Reward 19.0
Episode 35, Reward 25.0
Episode 36, Reward 25.7
Episode 36, Reward 33.75
Episode 36, Reward 25.35
Episode 36, Reward 27.1
Episode 36, Reward 26.35
Episode 37, Reward 13.0
Episode 37, Reward 7.05
Episode 37, Reward 12.7
Episode 37, Reward 0.35
Episode 37, Reward 19.4
Episode 38, Reward 12.7
Episode 38, Reward -57
Episode 38, Reward 2.75
Episode 38, Reward 1
Episode 38, Reward 1.75
Episode 39, Reward 12.7
Episode 39, Reward 1.7
Episode 39, Reward 20.4
Episode 39, Reward 113.35
Episode 39, Reward 1.0
Episode 40, Reward 1.0499999999999998
Episode 40, Reward 19.4
Episode 40, Reward 13.4
Episode 40, Reward 0.35
Episode 40, Reward 7.05
Episode 41, Reward 20.0
Episode 41, Reward 8.0
Episode 41, Reward 3.75
Episode 41, Reward 9.7
Episode 41, Reward 15.75
Episode 42, Reward 119.7
Episode 42, Reward 7.0
Episode 42, Reward 6.0
Episode 42, Reward 19.0
Episode 42, Reward -44
Episode 43, Reward 0.0
Episode 43, Reward -51
Episode 43, Reward 13.75
Episode 43, Reward -89
Episode 43, Reward 6.0
Episode 44, Reward 12.35
Episode 44, Reward 17.0
Episode 44, Reward 47.349999999999994
Episode 44, Reward 17.35
Episode 44, Reward 12.7
Episode 45, Reward 116.05
Episode 45, Reward -36
Episode 45, Reward 121.0
Episode 45, Reward 1.4
Episode 45, Reward -29
Episode 46, Reward 12.7
Episode 46, Reward -60
Episode 46, Reward 7.35
Episode 46, Reward 108.0
Episode 46, Reward 5.75
Episode 47, Reward -33
Episode 47, Reward 12.35
Episode 47, Reward 121.4
Episode 47, Reward 13.0
Episode 47, Reward 15.1
Episode 48, Reward 5.1
Episode 48, Reward 107.0
Episode 48, Reward 4.4
Episode 48, Reward 6.0
Episode 48, Reward 112.0
Episode 49, Reward 7.35
Episode 49, Reward 6.7
Episode 49, Reward 7.0
Episode 49, Reward 7.35
Episode 49, Reward 6.35
Episode 50, Reward -74
Episode 50, Reward 181.4
Episode 50, Reward 189.0
Episode 50, Reward 186.7
Episode 50, Reward 185.0
Episode 51, Reward -28.65
Episode 51, Reward 84.05
Episode 51, Reward -29.0
Episode 51, Reward -27.6
Episode 51, Reward -60
Episode 52, Reward 213.0
Episode 52, Reward 107.7
Episode 52, Reward 108.0
Episode 52, Reward 112.0
Episode 52, Reward 112.0
Episode 53, Reward 18.0
Episode 53, Reward 112.0
Episode 53, Reward 18.0
Episode 53, Reward 35.349999999999994
Episode 53, Reward 24.0
Episode 54, Reward -41.0
Episode 54, Reward -63
Episode 54, Reward -63
Episode 54, Reward -39.95
Episode 54, Reward -41.0
Episode 55, Reward 18.0
Episode 55, Reward 35.349999999999994
Episode 55, Reward 24.35
Episode 55, Reward 18.0
Episode 55, Reward 12.7
Episode 56, Reward 6.0
Episode 56, Reward 18.0
Episode 56, Reward 13.05
Episode 56, Reward 12.0
Episode 56, Reward 14.75
Episode 57, Reward 18.7
Episode 57, Reward 18.0
Episode 57, Reward 12.7
Episode 57, Reward 19.35
Episode 57, Reward 12.35
Episode 58, Reward 12.0
Episode 58, Reward 12.0
Episode 58, Reward 13.35
Episode 58, Reward 12.35
Episode 58, Reward 12.35
Episode 59, Reward 12.35
Episode 59, Reward 12.0
Episode 59, Reward 12.0
Episode 59, Reward 12.7
Episode 59, Reward 13.4
Episode 60, Reward 125.4
Episode 60, Reward 18.7
Episode 60, Reward 25.05
Episode 60, Reward 19.05
Episode 60, Reward 19.75
Episode 61, Reward 13.05
Episode 61, Reward 13.05
Episode 61, Reward 6.7
Episode 61, Reward 12.0
Episode 61, Reward 6.7
Episode 62, Reward -61.0
Episode 62, Reward -61.0
Episode 62, Reward -60.65
Episode 62, Reward -60.3
Episode 62, Reward -61.0
Episode 63, Reward 0.0
Episode 63, Reward 19.7
Episode 63, Reward 7.05
Episode 63, Reward 7.4
Episode 63, Reward 8.05
Episode 64, Reward 8.45
Episode 64, Reward 6.0
Episode 64, Reward 13.05
Episode 64, Reward 13.0
Episode 64, Reward 12.0
Episode 65, Reward 23.1
Episode 65, Reward 21.0
Episode 65, Reward 20.75
Episode 65, Reward 22.05
Episode 65, Reward 120.0
Episode 66, Reward 19.05
Episode 66, Reward 19.4
Episode 66, Reward 18.0
Episode 66, Reward 60.4
Episode 66, Reward 19.4
Episode 67, Reward 13.7
Episode 67, Reward 119.05
Episode 67, Reward 113.7
Episode 67, Reward 20.35
Episode 67, Reward 13.05
Episode 68, Reward -31.0
Episode 68, Reward -30.65
Episode 68, Reward -29.6
Episode 68, Reward -31.0
Episode 68, Reward -41
Episode 69, Reward 114.0
Episode 69, Reward 8.35
Episode 69, Reward 7.0
Episode 69, Reward 8.05
Episode 69, Reward 14.4
Episode 70, Reward 21.75
Episode 70, Reward 20.75
Episode 70, Reward 20.75
Episode 70, Reward 21.7
Episode 70, Reward 20.05
Episode 71, Reward 13.05
Episode 71, Reward 24.0
Episode 71, Reward 15.4
Episode 71, Reward 12.0
Episode 71, Reward 54.349999999999994
Episode 72, Reward 14.35
Episode 72, Reward 2.7
Episode 72, Reward 1.4
Episode 72, Reward 13.0
Episode 72, Reward 6.0
Episode 73, Reward 5.0
Episode 73, Reward 1.75
Episode 73, Reward 14.75
Episode 73, Reward 6.7
Episode 73, Reward 6.35
Episode 74, Reward 6.7
Episode 74, Reward 12.0
Episode 74, Reward 6.0
Episode 74, Reward 47.349999999999994
Episode 74, Reward 7.05
Episode 75, Reward 14.45
Episode 75, Reward 8.1
Episode 75, Reward 6.35
Episode 75, Reward 12.0
Episode 75, Reward 13.75
Episode 76, Reward 107.7
Episode 76, Reward 109.35
Episode 76, Reward 109.1
Episode 76, Reward 113.0
Episode 76, Reward 108.4
Episode 77, Reward -13
Episode 77, Reward 9.75
Episode 77, Reward -15
Episode 77, Reward 3.4
Episode 77, Reward -15
Episode 78, Reward 7.35
Episode 78, Reward 14.4
Episode 78, Reward 7.35
Episode 78, Reward 13.35
Episode 78, Reward 14.4
Episode 79, Reward 18.7
Episode 79, Reward 12.7
Episode 79, Reward 18.0
Episode 79, Reward 12.35
Episode 79, Reward 113.7
Episode 80, Reward -42
Episode 80, Reward 25.7
Episode 80, Reward 12.35
Episode 80, Reward 113.7
Episode 80, Reward 7.05
Episode 81, Reward 18.0
Episode 81, Reward -23
Episode 81, Reward 114.35
Episode 81, Reward -18
Episode 81, Reward 14.4
Episode 82, Reward 30.35
Episode 82, Reward 30.7
Episode 82, Reward 30.7
Episode 82, Reward 31.4
Episode 82, Reward 30.0
Episode 83, Reward 83.05
Episode 83, Reward 82.0
Episode 83, Reward 82.0
Episode 83, Reward 83.4
Episode 83, Reward 83.05
Episode 84, Reward 24.35
Episode 84, Reward 25.0
Episode 84, Reward 25.05
Episode 84, Reward 24.35
Episode 84, Reward 24.35
Episode 85, Reward -3
Episode 85, Reward 18.35
Episode 85, Reward 12.7
Episode 85, Reward 12.0
Episode 85, Reward 14.05
Episode 86, Reward 7.05
Episode 86, Reward 0.0
Episode 86, Reward 0.0
Episode 86, Reward 1.75
Episode 86, Reward 0.35
Episode 87, Reward 19.7
Episode 87, Reward 20.7
Episode 87, Reward 20.7
Episode 87, Reward 21.05
Episode 87, Reward 20.7
Episode 88, Reward 107.0
Episode 88, Reward 6.0
Episode 88, Reward -10
Episode 88, Reward 113.4
Episode 88, Reward -53
Episode 89, Reward 16.75
Episode 89, Reward 15.0
Episode 89, Reward 1
Episode 89, Reward 21.35
Episode 89, Reward 15.35
Episode 90, Reward 7
Episode 90, Reward 118.0
Episode 90, Reward -42
Episode 90, Reward 13.0
Episode 90, Reward 13.05
Episode 91, Reward 114.7
Episode 91, Reward 13.0
Episode 91, Reward 8.4
Episode 91, Reward 8.05
Episode 91, Reward 7.35
Episode 92, Reward 7.75
Episode 92, Reward 8.4
Episode 92, Reward 6.35
Episode 92, Reward 0.35
Episode 92, Reward 6.7
Episode 93, Reward 12.35
Episode 93, Reward 12.35
Episode 93, Reward 12.7
Episode 93, Reward 12.0
Episode 93, Reward 13.4
Episode 94, Reward 14.05
Episode 94, Reward 13.35
Episode 94, Reward 19.0
Episode 94, Reward 20.0
Episode 94, Reward -11
Episode 95, Reward -48.0
Episode 95, Reward -47.3
Episode 95, Reward -47.65
Episode 95, Reward -48.0
Episode 95, Reward -46.6
Episode 96, Reward 7.05
Episode 96, Reward 13.7
Episode 96, Reward -82
Episode 96, Reward 119.05
Episode 96, Reward 1.0499999999999998
Episode 97, Reward 125.7
Episode 97, Reward -9
Episode 97, Reward 119.0
Episode 97, Reward -17
Episode 97, Reward -16
Episode 98, Reward 50.699999999999996
Episode 98, Reward 16.75
Episode 98, Reward 16.05
Episode 98, Reward 15.0
Episode 98, Reward 16.4
Episode 99, Reward 13.35
Episode 99, Reward 7.7
Episode 99, Reward 13.0
Episode 99, Reward 0
Episode 99, Reward 8.4
Episode 100, Reward 0.7
Episode 100, Reward 7.05
Episode 100, Reward -52
Episode 100, Reward 19.05
Episode 100, Reward -50
Episode 101, Reward 7.0
Episode 101, Reward 0.0
Episode 101, Reward 0.0
Episode 101, Reward 0.0
Episode 101, Reward 0.35
Episode 102, Reward -49
Episode 102, Reward 18.7
Episode 102, Reward -45
Episode 102, Reward 128.0
Episode 102, Reward 12.35
Episode 103, Reward 18.0
Episode 103, Reward -39
Episode 103, Reward 119.35
Episode 103, Reward 12.35
Episode 103, Reward 6.35
Episode 104, Reward 27
Episode 104, Reward 131.4
Episode 104, Reward 22.05
Episode 104, Reward 16.05
Episode 104, Reward 16.4
Episode 105, Reward 120.4
Episode 105, Reward 13.0
Episode 105, Reward 6.35
Episode 105, Reward 13.35
Episode 105, Reward 17.0
Episode 106, Reward -48.0
Episode 106, Reward -48.0
Episode 106, Reward -47.3
Episode 106, Reward -48.0
Episode 106, Reward -47.65
Episode 107, Reward 7.4
Episode 107, Reward 6.35
Episode 107, Reward 6.0
Episode 107, Reward 12.0
Episode 107, Reward 12.0
Episode 108, Reward 0.35
Episode 108, Reward 12.0
Episode 108, Reward 8.4
Episode 108, Reward 134.35
Episode 108, Reward 12.0
Episode 109, Reward 0.35
Episode 109, Reward 0.0
Episode 109, Reward 1.0499999999999998
Episode 109, Reward 1.4
Episode 109, Reward 6.0
Episode 110, Reward 1.4
Episode 110, Reward 131.05
Episode 110, Reward 13.4
Episode 110, Reward 119.0
Episode 110, Reward 12.7
Episode 111, Reward -42
Episode 111, Reward -30.65
Episode 111, Reward -31.0
Episode 111, Reward -29.25
Episode 111, Reward -31.0
Episode 112, Reward 6.7
Episode 112, Reward 13.0
Episode 112, Reward 18.0
Episode 112, Reward 6.35
Episode 112, Reward 18.0
Episode 113, Reward 6.0
Episode 113, Reward 12.0
Episode 113, Reward -17
Episode 113, Reward 14.05
Episode 113, Reward 0.0
Episode 114, Reward 12.7
Episode 114, Reward 0.0
Episode 114, Reward 19.75
Episode 114, Reward 7.0
Episode 114, Reward -57
Episode 115, Reward 6.7
Episode 115, Reward 18.0
Episode 115, Reward 6.35
Episode 115, Reward 1
Episode 115, Reward 13.75
Episode 116, Reward 19.05
Episode 116, Reward 13.4
Episode 116, Reward 12.0
Episode 116, Reward 18.0
Episode 116, Reward 12.7
Episode 117, Reward 13.0
Episode 117, Reward -28
Episode 117, Reward 20.05
Episode 117, Reward 18.7
Episode 117, Reward 6.7
Episode 118, Reward 8
Episode 118, Reward 21.75
Episode 118, Reward 19.7
Episode 118, Reward 13.7
Episode 118, Reward 19.7
Episode 119, Reward 18.35
Episode 119, Reward 41.349999999999994
Episode 119, Reward 1.4
Episode 119, Reward 12.35
Episode 119, Reward 15.1
Episode 120, Reward 0.7
Episode 120, Reward 1.0499999999999998
Episode 120, Reward 12.7
Episode 120, Reward 13.0
Episode 120, Reward 7.4
Episode 121, Reward 0.7
Episode 121, Reward 6.35
Episode 121, Reward 2.05
Episode 121, Reward 0.0
Episode 121, Reward 6.0
Episode 122, Reward 12.35
Episode 122, Reward 15.05
Episode 122, Reward 6.0
Episode 122, Reward 13.05
Episode 122, Reward 6.0
Episode 123, Reward 9.7
Episode 123, Reward 6.0
Episode 123, Reward 7.4
Episode 123, Reward 0.7
Episode 123, Reward -15
Episode 124, Reward 6.0
Episode 124, Reward 6.7
Episode 124, Reward 0.0
Episode 124, Reward -11
Episode 124, Reward 106.0
Episode 125, Reward 6.35
Episode 125, Reward 7.75
Episode 125, Reward 13.4
Episode 125, Reward 112.35
Episode 125, Reward -4
Episode 126, Reward -4.0
Episode 126, Reward -4.0
Episode 126, Reward -3.65
Episode 126, Reward -3.65
Episode 126, Reward -3.65
Episode 127, Reward 14.7
Episode 127, Reward 14.0
Episode 127, Reward 47.349999999999994
Episode 127, Reward 14.0
Episode 127, Reward 14.0
Episode 128, Reward 114.35
Episode 128, Reward 115.05
Episode 128, Reward 8.0
Episode 128, Reward 9.05
Episode 128, Reward 12.7
Episode 129, Reward 112.0
Episode 129, Reward 12.0
Episode 129, Reward 12.0
Episode 129, Reward 6.7
Episode 129, Reward 12.35
Episode 130, Reward -75.65
Episode 130, Reward -76.0
Episode 130, Reward -76.0
Episode 130, Reward -76.0
Episode 130, Reward -75.65
Episode 131, Reward 7.4
Episode 131, Reward 0.0
Episode 131, Reward 7.05
Episode 131, Reward 48.75
Episode 131, Reward 13.0
Episode 132, Reward 13.35
Episode 132, Reward 13.0
Episode 132, Reward 17.1
Episode 132, Reward 19.0
Episode 132, Reward 19.35
Episode 133, Reward -50.0
Episode 133, Reward -49.65
Episode 133, Reward -52
Episode 133, Reward -48.95
Episode 133, Reward -50.0
Episode 134, Reward 12.35
Episode 134, Reward 18.0
Episode 134, Reward 6.35
Episode 134, Reward -17
Episode 134, Reward 12.0
Episode 135, Reward -68
Episode 135, Reward -15.0
Episode 135, Reward -41
Episode 135, Reward -7.95
Episode 135, Reward -26
Episode 136, Reward 19.05
Episode 136, Reward 20.1
Episode 136, Reward 18.0
Episode 136, Reward 3
Episode 136, Reward 12.7
Episode 137, Reward 99
Episode 137, Reward 120.35
Episode 137, Reward 148.05
Episode 137, Reward 120.0
Episode 137, Reward 118.7
Episode 138, Reward 18.7
Episode 138, Reward -32
Episode 138, Reward 6.35
Episode 138, Reward 12.0
Episode 138, Reward 10.4
Episode 139, Reward 12.0
Episode 139, Reward 9.35
Episode 139, Reward 12.0
Episode 139, Reward 7.75
Episode 139, Reward 6.0
Episode 140, Reward 13.0
Episode 140, Reward 13.7
Episode 140, Reward 13.35
Episode 140, Reward 13.0
Episode 140, Reward 14.4
Episode 141, Reward 6.35
Episode 141, Reward 2.75
Episode 141, Reward 6.0
Episode 141, Reward 36.349999999999994
Episode 141, Reward 1.7
Episode 142, Reward 6.7
Episode 142, Reward 6.0
Episode 142, Reward 12.0
Episode 142, Reward 6.0
Episode 142, Reward 3
Episode 143, Reward 9.0
Episode 143, Reward 16.05
Episode 143, Reward 10.4
Episode 143, Reward -12
Episode 143, Reward 10.75
Episode 144, Reward 13.35
Episode 144, Reward 6.0
Episode 144, Reward -70
Episode 144, Reward 6.7
Episode 144, Reward 31.05
Episode 145, Reward 8.05
Episode 145, Reward 7.0
Episode 145, Reward 12.0
Episode 145, Reward 26.7
Episode 145, Reward 13.7
Episode 146, Reward 0.7
Episode 146, Reward 0.0
Episode 146, Reward 0.0
Episode 146, Reward 0.7
Episode 146, Reward 1.75
Episode 147, Reward 18.0
Episode 147, Reward 36.0
Episode 147, Reward 13.4
Episode 147, Reward 18.7
Episode 147, Reward 13.4
Episode 148, Reward 5.7
Episode 148, Reward -7.0
Episode 148, Reward 0.04999999999999982
Episode 148, Reward -7.0
Episode 148, Reward 0.04999999999999982
Episode 149, Reward 6.35
Episode 149, Reward 6.0
Episode 149, Reward 0.0
Episode 149, Reward 6.35
Episode 149, Reward 6.7
Episode 150, Reward 12.35
Episode 150, Reward 7.75
Episode 150, Reward 7.4
Episode 150, Reward 6.0
Episode 150, Reward 6.0
Episode 151, Reward 37.75
Episode 151, Reward 13.0
Episode 151, Reward 12.0
Episode 151, Reward 2.0
Episode 151, Reward 13.4
Episode 152, Reward 125.35
Episode 152, Reward 125.35
Episode 152, Reward 120.05
Episode 152, Reward 131.35
Episode 152, Reward 119.35
Episode 153, Reward 7.0
Episode 153, Reward 9.0
Episode 153, Reward 8.75
Episode 153, Reward 7.35
Episode 153, Reward 7.7
Episode 154, Reward 0.35
Episode 154, Reward 7.4
Episode 154, Reward 0.0
Episode 154, Reward 0.35
Episode 154, Reward 0.7
Episode 155, Reward 18.0
Episode 155, Reward 6.35
Episode 155, Reward 7.75
Episode 155, Reward 13.05
Episode 155, Reward 12.0
Episode 156, Reward 13.05
Episode 156, Reward 6.35
Episode 156, Reward 12.35
Episode 156, Reward 12.7
Episode 156, Reward -44
Episode 157, Reward 7.4
Episode 157, Reward 6.0
Episode 157, Reward 12.0
Episode 157, Reward 13.75
Episode 157, Reward 12.7
Episode 158, Reward 13.35
Episode 158, Reward 13.0
Episode 158, Reward 13.7
Episode 158, Reward 115.1
Episode 158, Reward 120.4
Episode 159, Reward 12.35
Episode 159, Reward 13.0
Episode 159, Reward 112.0
Episode 159, Reward 16.7
Episode 159, Reward 0.0
Episode 160, Reward 6.35
Episode 160, Reward 107.75
Episode 160, Reward 107.05
Episode 160, Reward 0.0
Episode 160, Reward 0.0
Episode 161, Reward 6.0
Episode 161, Reward 12.0
Episode 161, Reward 35.349999999999994
Episode 161, Reward 0.7
Episode 161, Reward 6.7
Episode 162, Reward 8.45
Episode 162, Reward 7.75
Episode 162, Reward 7.75
Episode 162, Reward 6.7
Episode 162, Reward 6.0
Episode 163, Reward 0.0
Episode 163, Reward 1.75
Episode 163, Reward 1.4
Episode 163, Reward 13.05
Episode 163, Reward 12.0
Episode 164, Reward 8.35
Episode 164, Reward 8.0
Episode 164, Reward 9.7
Episode 164, Reward 8.0
Episode 164, Reward 8.1
Episode 165, Reward 7.35
Episode 165, Reward 13.05
Episode 165, Reward 13.35
Episode 165, Reward 18.35
Episode 165, Reward 14.7
Episode 166, Reward 109.35
Episode 166, Reward 148.4
Episode 166, Reward 119.75
Episode 166, Reward 107.75
Episode 166, Reward 112.7
Episode 167, Reward -82.65
Episode 167, Reward -86
Episode 167, Reward -83.0
Episode 167, Reward -83.0
Episode 167, Reward -82.65
Episode 168, Reward 24.0
Episode 168, Reward 20.75
Episode 168, Reward 118.7
Episode 168, Reward 12.0
Episode 168, Reward 13.75
Episode 169, Reward 112.0
Episode 169, Reward 112.0
Episode 169, Reward 112.7
Episode 169, Reward 113.05
Episode 169, Reward 113.05
Episode 170, Reward 6.0
Episode 170, Reward 0.7
Episode 170, Reward 3.35
Episode 170, Reward 0.0
Episode 170, Reward 1.0499999999999998
Episode 171, Reward 13.05
Episode 171, Reward 19.0
Episode 171, Reward 12.0
Episode 171, Reward -22
Episode 171, Reward 6.0
Episode 172, Reward 19.0
Episode 172, Reward 24.35
Episode 172, Reward 18.35
Episode 172, Reward 19.75
Episode 172, Reward 24.0
Episode 173, Reward 1.4
Episode 173, Reward 0.0
Episode 173, Reward 6.0
Episode 173, Reward 12.0
Episode 173, Reward 7.75
Episode 174, Reward 119.7
Episode 174, Reward 120.05
Episode 174, Reward 131.7
Episode 174, Reward 121.1
Episode 174, Reward 119.0
Episode 175, Reward 6.0
Episode 175, Reward 19.05
Episode 175, Reward 13.4
Episode 175, Reward 7.05
Episode 175, Reward 16.0
Episode 176, Reward 16.0
Episode 176, Reward 20.7
Episode 176, Reward 6.7
Episode 176, Reward 17.0
Episode 176, Reward 9.75
Episode 177, Reward 13.35
Episode 177, Reward 7.75
Episode 177, Reward 15.0
Episode 177, Reward 6.0
Episode 177, Reward 6.0
Episode 178, Reward 18.0
Episode 178, Reward 17.35
Episode 178, Reward 19.05
Episode 178, Reward 16.0
Episode 178, Reward 19.4
Episode 179, Reward 11.1
Episode 179, Reward 10.05
Episode 179, Reward 9.35
Episode 179, Reward 6.0
Episode 179, Reward -41
Episode 180, Reward 13.0
Episode 180, Reward 13.7
Episode 180, Reward 13.7
Episode 180, Reward 13.0
Episode 180, Reward 13.35
Episode 181, Reward 106.7
Episode 181, Reward 106.0
Episode 181, Reward 106.0
Episode 181, Reward 106.7
Episode 181, Reward 107.4
Episode 182, Reward 107.75
Episode 182, Reward 112.7
Episode 182, Reward 218.0
Episode 182, Reward 77
Episode 182, Reward 126.0
Episode 183, Reward -3
Episode 183, Reward 126.35
Episode 183, Reward 12.7
Episode 183, Reward 28.0
Episode 183, Reward 19.35
Episode 184, Reward 113.0
Episode 184, Reward 6.0
Episode 184, Reward 18.1
Episode 184, Reward 12.35
Episode 184, Reward 14.35
Episode 185, Reward 6.0
Episode 185, Reward 12
Episode 185, Reward 12.35
Episode 185, Reward 12.35
Episode 185, Reward -58
Episode 186, Reward 6.35
Episode 186, Reward 1.0
Episode 186, Reward 2.0
Episode 186, Reward 6.0
Episode 186, Reward 106.35
Episode 187, Reward 6.0
Episode 187, Reward 6.0
Episode 187, Reward 12.0
Episode 187, Reward 13.35
Episode 187, Reward 13.7
Episode 188, Reward 12.35
Episode 188, Reward 12.7
Episode 188, Reward -3
Episode 188, Reward 19.0
Episode 188, Reward 18.0
Episode 189, Reward 12.7
Episode 189, Reward 77
Episode 189, Reward 13.35
Episode 189, Reward 6.35
Episode 189, Reward 14.4
Episode 190, Reward 18.0
Episode 190, Reward 19.0
Episode 190, Reward 12.35
Episode 190, Reward 24.0
Episode 190, Reward 13.4
Episode 191, Reward 18.35
Episode 191, Reward 18.0
Episode 191, Reward 18.35
Episode 191, Reward 18.35
Episode 191, Reward 18.0
Episode 192, Reward 7.7
Episode 192, Reward 7.7
Episode 192, Reward 7.7
Episode 192, Reward 8.05
Episode 192, Reward 7.0
Episode 193, Reward 8.75
Episode 193, Reward 7.05
Episode 193, Reward 1.0499999999999998
Episode 193, Reward 0.7
Episode 193, Reward 0.7
Episode 194, Reward 13.05
Episode 194, Reward 6.0
Episode 194, Reward 6.0
Episode 194, Reward 6.35
Episode 194, Reward 8.1
Episode 195, Reward 7.75
Episode 195, Reward 12.35
Episode 195, Reward 6.7
Episode 195, Reward 18.0
Episode 195, Reward -5
Episode 196, Reward -17.0
Episode 196, Reward -17.0
