/home/zck7060/anaconda3/envs/mujoco/lib/python3.7/site-packages/tianshou/env/pettingzoo_env.py:15: DeprecationWarning: You are using PettingZoo 1.12.0. Future tianshou versions may not support PettingZoo<1.21.0. Consider upgrading your PettingZoo version.
  f"Consider upgrading your PettingZoo version.", DeprecationWarning
Episode 413, Reward 6.0
Episode 413, Reward 13.05
Episode 414, Reward -26
Episode 414, Reward 0.0
Episode 414, Reward 0.0
Episode 414, Reward 118.0
Episode 414, Reward 9.35
Episode 415, Reward 18.0
Episode 415, Reward 18.35
Episode 415, Reward 18.7
Episode 415, Reward 19.4
Episode 415, Reward 19.4
Episode 416, Reward 12.0
Episode 416, Reward 18.0
Episode 416, Reward 13.05
Episode 416, Reward 12.0
Episode 416, Reward 19.75
Episode 417, Reward 12.7
Episode 417, Reward 6.35
Episode 417, Reward 7.75
Episode 417, Reward 12.7
Episode 417, Reward 6.0
Episode 418, Reward 9.35
Episode 418, Reward 119.4
Episode 418, Reward 19.0
Episode 418, Reward 42.349999999999994
Episode 418, Reward 6.7
Episode 419, Reward 13.4
Episode 419, Reward 14.4
Episode 419, Reward -44
Episode 419, Reward 7.4
Episode 419, Reward 7.05
Episode 420, Reward 26.0
Episode 420, Reward -13
Episode 420, Reward 114.75
Episode 420, Reward 13.0
Episode 420, Reward 113.0
Episode 421, Reward 12.0
Episode 421, Reward 18.0
Episode 421, Reward 18.7
Episode 421, Reward 12.0
Episode 421, Reward 13.05
Episode 422, Reward 13.4
Episode 422, Reward 12.0
Episode 422, Reward 7.4
Episode 422, Reward 6.0
Episode 422, Reward 7.4
Episode 423, Reward 6.35
Episode 423, Reward -53
Episode 423, Reward -35
Episode 423, Reward 7.4
Episode 423, Reward 41.349999999999994
Episode 424, Reward 112.0
Episode 424, Reward 19.7
Episode 424, Reward 6.35
Episode 424, Reward 113.05
Episode 424, Reward 12.0
Episode 425, Reward 7.4
Episode 425, Reward 12.0
Episode 425, Reward 12.7
Episode 425, Reward 6.0
Episode 425, Reward 13.4
Episode 426, Reward 112.0
Episode 426, Reward 218.7
Episode 426, Reward 112.0
Episode 426, Reward 153.35
Episode 426, Reward 119.0
Episode 427, Reward 119.05
Episode 427, Reward 12.0
Episode 427, Reward 6.35
Episode 427, Reward 19.35
Episode 427, Reward 18.0
Episode 428, Reward 18.7
Episode 428, Reward 19.05
Episode 428, Reward 18.0
Episode 428, Reward 18.0
Episode 428, Reward 18.0
Episode 429, Reward 0.7
Episode 429, Reward 13.7
Episode 429, Reward 12.0
Episode 429, Reward 1.0499999999999998
Episode 429, Reward 7.05
Episode 430, Reward 0.35
Episode 430, Reward 6.0
Episode 430, Reward 0.0
Episode 430, Reward 1.4
Episode 430, Reward 0.35
Episode 431, Reward 18.7
Episode 431, Reward 12.0
Episode 431, Reward 12.0
Episode 431, Reward 12.7
Episode 431, Reward 18.7
Episode 432, Reward 0.0
Episode 432, Reward 12.7
Episode 432, Reward 6.35
Episode 432, Reward 25.35
Episode 432, Reward -66
Episode 433, Reward 6.0
Episode 433, Reward 6.0
Episode 433, Reward 19.7
Episode 433, Reward 107.75
Episode 433, Reward -36
Episode 434, Reward 18.0
Episode 434, Reward 18.0
Episode 434, Reward 18.0
Episode 434, Reward 18.0
Episode 434, Reward 18.0
Episode 435, Reward 19.05
Episode 435, Reward 18.0
Episode 435, Reward 18.0
Episode 435, Reward 18.0
Episode 435, Reward 18.0
Episode 436, Reward 12.0
Episode 436, Reward 12.35
Episode 436, Reward 12.0
Episode 436, Reward 12.0
Episode 436, Reward 12.35
Episode 437, Reward 42.05
Episode 437, Reward 12.35
Episode 437, Reward 7.75
Episode 437, Reward 6.0
Episode 437, Reward 12.0
Episode 438, Reward 42.75
Episode 438, Reward 0.0
Episode 438, Reward 6.35
Episode 438, Reward 84
Episode 438, Reward 1.4
Episode 439, Reward 12.35
Episode 439, Reward 13.05
Episode 439, Reward 14.1
Episode 439, Reward 12.7
Episode 439, Reward 47.699999999999996
Episode 440, Reward 6.0
Episode 440, Reward -10
Episode 440, Reward 0.7
Episode 440, Reward -61
Episode 440, Reward 24.7
Episode 441, Reward -15
Episode 441, Reward 0.7
Episode 441, Reward -66
Episode 441, Reward 25.75
Episode 441, Reward -55
Episode 442, Reward 0.0
Episode 442, Reward 0.0
Episode 442, Reward 2.0999999999999996
Episode 442, Reward 0.0
Episode 442, Reward 0.0
Episode 443, Reward 0.0
Episode 443, Reward 25.0
Episode 443, Reward 74
Episode 443, Reward 1.0499999999999998
Episode 443, Reward 6.0
Episode 444, Reward 30.35
Episode 444, Reward -65
Episode 444, Reward 13.35
Episode 444, Reward 12.35
Episode 444, Reward 118.0
Episode 445, Reward 2
Episode 445, Reward 12.35
Episode 445, Reward 18.35
Episode 445, Reward 18.0
Episode 445, Reward 20.75
Episode 446, Reward 0.0
Episode 446, Reward 7.4
Episode 446, Reward 7.05
Episode 446, Reward 7.0
Episode 446, Reward 6.0
Episode 447, Reward 6.0
Episode 447, Reward 12.35
Episode 447, Reward 7.7
Episode 447, Reward 113.0
Episode 447, Reward 4
Episode 448, Reward 12.0
Episode 448, Reward 7.0
Episode 448, Reward 112.7
Episode 448, Reward 41.699999999999996
Episode 448, Reward 112.0
Episode 449, Reward 0
Episode 449, Reward 48.349999999999994
Episode 449, Reward 4
Episode 449, Reward 119.35
Episode 449, Reward 1
Episode 450, Reward 0.0
Episode 450, Reward 6.0
Episode 450, Reward 6.0
Episode 450, Reward 0.0
Episode 450, Reward 1.0499999999999998
Episode 451, Reward 6.35
Episode 451, Reward 42.4
Episode 451, Reward 6.35
Episode 451, Reward 6.35
Episode 451, Reward 6.0
Episode 452, Reward 113.05
Episode 452, Reward 0.0
Episode 452, Reward 13.35
Episode 452, Reward 6.0
Episode 452, Reward 13.05
Episode 453, Reward 58
Episode 453, Reward 63
Episode 453, Reward 113.0
Episode 453, Reward 119.7
Episode 453, Reward 107.35
Episode 454, Reward 0.0
Episode 454, Reward 7.05
Episode 454, Reward 12.7
Episode 454, Reward 7.0
Episode 454, Reward 106.0
Episode 455, Reward 1.0499999999999998
Episode 455, Reward 12.35
Episode 455, Reward 7.7
Episode 455, Reward 36.4
Episode 455, Reward 0.0
Episode 456, Reward 7.75
Episode 456, Reward 6.7
Episode 456, Reward 7.4
Episode 456, Reward 6.7
Episode 456, Reward 18.0
Episode 457, Reward 12.0
Episode 457, Reward 12.0
Episode 457, Reward 12.0
Episode 457, Reward 12.35
Episode 457, Reward 12.0
Episode 458, Reward 106.0
Episode 458, Reward 6.35
Episode 458, Reward -41
Episode 458, Reward 21.35
Episode 458, Reward 7.05
Episode 459, Reward 47.699999999999996
Episode 459, Reward 12.35
Episode 459, Reward 47.349999999999994
Episode 459, Reward 12.0
Episode 459, Reward 12.35
Episode 460, Reward 0.0
Episode 460, Reward 0.35
Episode 460, Reward 1.4
Episode 460, Reward 6.0
Episode 460, Reward 0.0
Episode 461, Reward 127.35
Episode 461, Reward 113.4
Episode 461, Reward 119.05
Episode 461, Reward 76
Episode 461, Reward 94
Episode 462, Reward 7.05
Episode 462, Reward 12.0
Episode 462, Reward -41
Episode 462, Reward -23
Episode 462, Reward 113.0
Episode 463, Reward 12.0
Episode 463, Reward 0
Episode 463, Reward 6.0
Episode 463, Reward 7.05
Episode 463, Reward 7.05
Episode 464, Reward -8
Episode 464, Reward 42.05
Episode 464, Reward 8.45
Episode 464, Reward 6.0
Episode 464, Reward 7.05
Episode 465, Reward 41.349999999999994
Episode 465, Reward 7.75
Episode 465, Reward 7.4
Episode 465, Reward 6.0
Episode 465, Reward 6.0
Episode 466, Reward 113.7
Episode 466, Reward 0.7
Episode 466, Reward 7.0
Episode 466, Reward 6.0
Episode 466, Reward 6.0
Episode 467, Reward 6.7
Episode 467, Reward 13.0
Episode 467, Reward 12.0
Episode 467, Reward 12.0
Episode 467, Reward 13.7
Episode 468, Reward 20.05
Episode 468, Reward 19.0
Episode 468, Reward 19.35
Episode 468, Reward 20.4
Episode 468, Reward 19.0
Episode 469, Reward 6.35
Episode 469, Reward 7.4
Episode 469, Reward 7.0
Episode 469, Reward 18.7
Episode 469, Reward 6.35
Episode 470, Reward 16.05
Episode 470, Reward 15.35
Episode 470, Reward 15.7
Episode 470, Reward 16.05
Episode 470, Reward 16.75
Episode 471, Reward 0.0
Episode 471, Reward 1.0499999999999998
Episode 471, Reward 0.35
Episode 471, Reward 0.0
Episode 471, Reward 0.7
Episode 472, Reward 18.0
Episode 472, Reward 18.35
Episode 472, Reward 19.4
Episode 472, Reward 18.7
Episode 472, Reward 18.35
Episode 473, Reward 6.0
Episode 473, Reward 24.35
Episode 473, Reward 43.099999999999994
Episode 473, Reward 0.7
Episode 473, Reward 25.75
Episode 474, Reward 13.4
Episode 474, Reward 6.35
Episode 474, Reward 7.05
Episode 474, Reward 19.05
Episode 474, Reward 6.0
Episode 475, Reward 42.4
Episode 475, Reward 6.7
Episode 475, Reward 42.4
Episode 475, Reward 7.05
Episode 475, Reward 108.0
Episode 476, Reward 1.4
Episode 476, Reward 119.0
Episode 476, Reward 0.0
Episode 476, Reward 6.35
Episode 476, Reward 12.0
Episode 477, Reward 13.05
Episode 477, Reward 0.0
Episode 477, Reward 6.0
Episode 477, Reward 1.75
Episode 477, Reward 6.0
Episode 478, Reward 0.7
Episode 478, Reward 6.7
Episode 478, Reward 6.0
Episode 478, Reward 218.35
Episode 478, Reward 0.35
Episode 479, Reward 12.0
Episode 479, Reward 12.0
Episode 479, Reward 12.7
Episode 479, Reward 12.0
Episode 479, Reward 12.0
Episode 480, Reward 13.4
Episode 480, Reward 14.1
Episode 480, Reward 12.35
Episode 480, Reward 47.349999999999994
Episode 480, Reward 12.0
Episode 481, Reward 112.0
Episode 481, Reward 0.0
Episode 481, Reward 0.0
Episode 481, Reward 6.0
Episode 481, Reward 113.35
Episode 482, Reward 0.0
Episode 482, Reward 6.0
Episode 482, Reward 7.4
Episode 482, Reward 220.05
Episode 482, Reward 16.4
Episode 483, Reward 13.0
Episode 483, Reward 14.05
Episode 483, Reward 120.0
Episode 483, Reward 15.1
Episode 483, Reward 32.75
Episode 484, Reward 6.0
Episode 484, Reward 108.05
Episode 484, Reward 0.35
Episode 484, Reward 18.35
Episode 484, Reward 6.0
Episode 485, Reward -3
Episode 485, Reward -4
Episode 485, Reward 113.4
Episode 485, Reward -3
Episode 485, Reward 6.7
Episode 486, Reward 106.75
Episode 486, Reward 0.35
Episode 486, Reward 112.75
Episode 486, Reward 12.0
Episode 486, Reward 118.35
Episode 487, Reward 119.4
Episode 487, Reward 113.75
Episode 487, Reward 113.4
Episode 487, Reward 118.35
Episode 487, Reward 112.0
Episode 488, Reward 18.0
Episode 488, Reward 24.35
Episode 488, Reward 25.05
Episode 488, Reward 12.35
Episode 488, Reward 24.35
Episode 489, Reward 13.4
Episode 489, Reward 12.0
Episode 489, Reward 0.7
Episode 489, Reward 7.4
Episode 489, Reward 0.0
Episode 490, Reward 18.35
Episode 490, Reward 6.0
Episode 490, Reward 18.0
Episode 490, Reward 6.0
Episode 490, Reward 112.0
Episode 491, Reward 7.0
Episode 491, Reward 42.699999999999996
Episode 491, Reward 7.0
Episode 491, Reward 7.0
Episode 491, Reward 42.699999999999996
Episode 492, Reward 18.35
Episode 492, Reward 6.7
Episode 492, Reward 113.4
Episode 492, Reward 7.05
Episode 492, Reward 12.35
Episode 493, Reward 12.0
Episode 493, Reward 18.35
Episode 493, Reward 12.0
Episode 493, Reward 10
Episode 493, Reward 18.0
Episode 494, Reward 107.35
Episode 494, Reward 41.349999999999994
Episode 494, Reward 112.0
Episode 494, Reward 108.05
Episode 494, Reward 42.05
Episode 495, Reward 0.0
Episode 495, Reward 6.35
Episode 495, Reward 13.05
Episode 495, Reward 0.0
Episode 495, Reward 0.35
Episode 496, Reward 6.0
Episode 496, Reward 24.0
Episode 496, Reward 6.35
Episode 496, Reward 6.7
Episode 496, Reward 6.35
Episode 497, Reward 12.7
Episode 497, Reward 6.35
Episode 497, Reward 6.0
Episode 497, Reward 6.7
Episode 497, Reward 0.0
Episode 498, Reward 1.75
Episode 498, Reward 7.05
Episode 498, Reward 0.0
Episode 498, Reward 1.4
Episode 498, Reward 7.05
Episode 499, Reward 0.7
Episode 499, Reward 0.0
Episode 499, Reward 0.7
Episode 499, Reward 1.4
Episode 499, Reward 1.75
Episode 0, Reward 6.0
Episode 0, Reward 36.75
Episode 0, Reward 6.0
Episode 0, Reward 1.4
Episode 0, Reward 112.35
Episode 1, Reward 13.7
Episode 1, Reward 12.0
Episode 1, Reward 7.4
Episode 1, Reward 118.0
Episode 1, Reward 12.35
Episode 2, Reward 107.4
Episode 2, Reward 107.4
Episode 2, Reward 118.0
Episode 2, Reward 107.75
Episode 2, Reward 106.0
Episode 3, Reward 7.05
Episode 3, Reward 12.0
Episode 3, Reward 12.35
Episode 3, Reward 7.0
Episode 3, Reward 12.35
Episode 4, Reward 112.35
Episode 4, Reward 6.7
Episode 4, Reward 43.05
Episode 4, Reward 6.0
Episode 4, Reward 0.0
Episode 5, Reward 19.75
Episode 5, Reward 14.75
Episode 5, Reward 18.0
Episode 5, Reward 13.05
Episode 5, Reward 118.0
Episode 6, Reward 6.7
Episode 6, Reward 6.0
Episode 6, Reward -54
Episode 6, Reward -31
Episode 6, Reward 8.05
Episode 7, Reward 6.0
Episode 7, Reward -5
Episode 7, Reward 106.7
Episode 7, Reward 6.35
Episode 7, Reward 8.45
Episode 8, Reward 47.699999999999996
Episode 8, Reward -17
Episode 8, Reward 14.75
Episode 8, Reward 7.05
Episode 8, Reward 18.35
Episode 9, Reward 113.05
Episode 9, Reward 12.35
Episode 9, Reward 12.7
Episode 9, Reward 18.0
Episode 9, Reward 18.0
Episode 10, Reward 8.75
Episode 10, Reward 13.35
Episode 10, Reward 18.35
Episode 10, Reward 14.1
Episode 10, Reward 6.35
Episode 11, Reward 12.0
Episode 11, Reward 12.35
Episode 11, Reward 13.4
Episode 11, Reward 12.35
Episode 11, Reward 12.0
Episode 12, Reward 24.35
Episode 12, Reward 20.1
Episode 12, Reward 13.35
Episode 12, Reward 18.35
Episode 12, Reward 18.0
Episode 13, Reward 118.35
Episode 13, Reward 125.4
Episode 13, Reward 118.0
Episode 13, Reward 124.0
Episode 13, Reward 119.7
Episode 14, Reward 6.0
Episode 14, Reward 6.0
Episode 14, Reward 6.0
Episode 14, Reward 7.4
Episode 14, Reward 6.0
Episode 15, Reward 18.35
Episode 15, Reward 24.35
Episode 15, Reward 19.0
Episode 15, Reward 18.35
Episode 15, Reward 18.0
Episode 16, Reward 6.35
Episode 16, Reward 7.0
Episode 16, Reward 6.35
Episode 16, Reward 6.7
Episode 16, Reward 7.05
Episode 17, Reward 10.7
Episode 17, Reward 6.0
Episode 17, Reward 6.0
Episode 17, Reward 12.35
Episode 17, Reward 12.35
Episode 18, Reward 12.35
Episode 18, Reward 13.05
Episode 18, Reward 13.75
Episode 18, Reward 12.35
Episode 18, Reward 12.35
Episode 19, Reward 6.7
Episode 19, Reward 7.4
Episode 19, Reward 6.0
Episode 19, Reward 6.35
Episode 19, Reward 6.35
Episode 20, Reward 6.0
Episode 20, Reward 0.35
Episode 20, Reward 12.35
Episode 20, Reward 47.699999999999996
Episode 20, Reward 6.0
Episode 21, Reward 6.35
Episode 21, Reward 6.0
Episode 21, Reward 12.7
Episode 21, Reward 13.4
Episode 21, Reward 7.05
Episode 22, Reward 54.699999999999996
Episode 22, Reward 19.35
Episode 22, Reward 19.7
Episode 22, Reward 19.35
Episode 22, Reward 19.35
Episode 23, Reward 13.7
Episode 23, Reward 12.7
Episode 23, Reward 6.35
Episode 23, Reward 12.0
Episode 23, Reward 7.05
Episode 24, Reward 0.7
Episode 24, Reward 7.0
Episode 24, Reward 12.0
Episode 24, Reward 7.75
Episode 24, Reward -68
Episode 25, Reward 7.0
Episode 25, Reward 7.05
Episode 25, Reward 0.0
Episode 25, Reward -38
Episode 25, Reward 6.0
Episode 26, Reward 6.0
Episode 26, Reward 0.0
Episode 26, Reward -40
Episode 26, Reward 6.0
Episode 26, Reward -13
Episode 27, Reward 6.35
Episode 27, Reward 12.7
Episode 27, Reward 12.0
Episode 27, Reward -5
Episode 27, Reward 6.35
Episode 28, Reward 6.0
Episode 28, Reward 6.0
Episode 28, Reward 113.7
Episode 28, Reward 12.0
Episode 28, Reward 7.05
Episode 29, Reward 7.05
Episode 29, Reward -34
Episode 29, Reward 7.05
Episode 29, Reward 7.05
Episode 29, Reward -17
Episode 30, Reward 100
Episode 30, Reward 6.35
Episode 30, Reward 108.4
Episode 30, Reward 111
Episode 30, Reward 24.7
Episode 31, Reward 24.0
Episode 31, Reward 24.0
Episode 31, Reward 36.0
Episode 31, Reward 30.0
Episode 31, Reward 25.05
Episode 32, Reward 13.4
Episode 32, Reward 53.349999999999994
Episode 32, Reward 19.4
Episode 32, Reward 22.05
Episode 32, Reward 6.0
Episode 33, Reward -10
Episode 33, Reward 6.0
Episode 33, Reward 7.0
Episode 33, Reward 107.4
Episode 33, Reward 18.0
Episode 34, Reward 19.4
Episode 34, Reward 19.4
Episode 34, Reward 19.05
Episode 34, Reward 18.35
Episode 34, Reward 18.35
Episode 35, Reward 19.35
Episode 35, Reward 19.0
Episode 35, Reward 19.35
Episode 35, Reward 20.05
Episode 35, Reward 25.7
Episode 36, Reward 25.35
Episode 36, Reward 25.35
Episode 36, Reward 25.35
Episode 36, Reward 25.35
Episode 36, Reward 25.0
Episode 37, Reward 13.05
Episode 37, Reward 6.0
Episode 37, Reward 7.4
Episode 37, Reward 1.0499999999999998
Episode 37, Reward 54.699999999999996
Episode 38, Reward 13.4
Episode 38, Reward 7.4
Episode 38, Reward 6.35
Episode 38, Reward -2
Episode 38, Reward 0.0
Episode 39, Reward 213.7
Episode 39, Reward 107.0
Episode 39, Reward 119.7
Episode 39, Reward 113.7
Episode 39, Reward 108.35
Episode 40, Reward 12.0
Episode 40, Reward 19.0
Episode 40, Reward 12.7
Episode 40, Reward 14.4
Episode 40, Reward 13.4
Episode 41, Reward 10
Episode 41, Reward 7.4
Episode 41, Reward 7.7
Episode 41, Reward 6.0
Episode 41, Reward 19.35
Episode 42, Reward 12.35
Episode 42, Reward 13.7
Episode 42, Reward 13.4
Episode 42, Reward 14.05
Episode 42, Reward 1
Episode 43, Reward 7.05
Episode 43, Reward 7.05
Episode 43, Reward 6.35
Episode 43, Reward 6.7
Episode 43, Reward 7.4
Episode 44, Reward 0.7
Episode 44, Reward 14.75
Episode 44, Reward 12.35
Episode 44, Reward 0.7
Episode 44, Reward 2.4499999999999997
Episode 45, Reward 14.75
Episode 45, Reward -62
Episode 45, Reward -60
Episode 45, Reward 7.35
Episode 45, Reward 107.0
Episode 46, Reward 19.35
Episode 46, Reward 19.0
Episode 46, Reward 19.7
Episode 46, Reward 56.4
Episode 46, Reward 19.0
Episode 47, Reward 121.0
Episode 47, Reward 7.0
Episode 47, Reward 108.0
Episode 47, Reward 9.0
Episode 47, Reward 7.0
Episode 48, Reward 7.05
Episode 48, Reward 114.0
Episode 48, Reward 7.05
Episode 48, Reward 7.0
Episode 48, Reward 114.4
Episode 49, Reward -22
Episode 49, Reward 0.0
Episode 49, Reward 2.4
Episode 49, Reward 107.75
Episode 49, Reward 1.0499999999999998
Episode 50, Reward 9.0
Episode 50, Reward 7.35
Episode 50, Reward 115.1
Episode 50, Reward 19.05
Episode 50, Reward 112.35
Episode 51, Reward 2.05
Episode 51, Reward 19.0
Episode 51, Reward 6.7
Episode 51, Reward 1.4
Episode 51, Reward -59
Episode 52, Reward 141.35
Episode 52, Reward 106.0
Episode 52, Reward 106.35
Episode 52, Reward 143.45
Episode 52, Reward 111.0
Episode 53, Reward 6.0
Episode 53, Reward 113.75
Episode 53, Reward 7.75
Episode 53, Reward 13.4
Episode 53, Reward 13.05
Episode 54, Reward 1.4
Episode 54, Reward 113.0
Episode 54, Reward 0.7
Episode 54, Reward 18.0
Episode 54, Reward 119.35
Episode 55, Reward 12.35
Episode 55, Reward 19.4
Episode 55, Reward 18.7
Episode 55, Reward 18.0
Episode 55, Reward 6.7
Episode 56, Reward 18.0
Episode 56, Reward 24.0
Episode 56, Reward 13.4
Episode 56, Reward 1.4
Episode 56, Reward 19.35
Episode 57, Reward 18.0
Episode 57, Reward 18.7
Episode 57, Reward 12.0
Episode 57, Reward 14.4
Episode 57, Reward 12.35
Episode 58, Reward 18.0
Episode 58, Reward 6.7
Episode 58, Reward 119.75
Episode 58, Reward 7.4
Episode 58, Reward 12.35
Episode 59, Reward 12.0
Episode 59, Reward 12.35
Episode 59, Reward 12.35
Episode 59, Reward 13.05
Episode 59, Reward 16.0
Episode 60, Reward 12.35
Episode 60, Reward 12.35
Episode 60, Reward 12.0
Episode 60, Reward 12.35
Episode 60, Reward 13.4
Episode 61, Reward 19.05
Episode 61, Reward 18.0
Episode 61, Reward 19.05
Episode 61, Reward 18.7
Episode 61, Reward 19.4
Episode 62, Reward 13.4
Episode 62, Reward 6.7
Episode 62, Reward 13.75
Episode 62, Reward 8.1
Episode 62, Reward 6.0
Episode 63, Reward 113.05
Episode 63, Reward 114.75
Episode 63, Reward 112.35
Episode 63, Reward 106.7
Episode 63, Reward 113.35
Episode 64, Reward 12.0
Episode 64, Reward 15.7
Episode 64, Reward 1.0499999999999998
Episode 64, Reward 6.35
Episode 64, Reward 112.0
Episode 65, Reward 131.7
Episode 65, Reward 125.0
Episode 65, Reward 126.0
Episode 65, Reward 125.0
Episode 65, Reward 131.0
Episode 66, Reward 0.7
Episode 66, Reward 7.0
Episode 66, Reward 113.4
Episode 66, Reward -47
Episode 66, Reward 18.0
Episode 67, Reward 6.7
Episode 67, Reward 7.05
Episode 67, Reward -14
Episode 67, Reward 7.35
Episode 67, Reward 6.0
Episode 68, Reward 6.35
Episode 68, Reward 113.0
Episode 68, Reward 19.0
Episode 68, Reward 6.7
Episode 68, Reward 18.0
Episode 69, Reward 108.4
Episode 69, Reward 19.0
Episode 69, Reward 6.0
Episode 69, Reward 0.0
Episode 69, Reward 119.0
Episode 70, Reward 19.0
Episode 70, Reward 6.0
Episode 70, Reward 0.0
Episode 70, Reward 119.35
Episode 70, Reward 15.0
Episode 71, Reward 12.7
Episode 71, Reward 12.35
Episode 71, Reward 13.05
Episode 71, Reward 12.35
Episode 71, Reward 12.0
Episode 72, Reward 18.0
Episode 72, Reward 120.05
Episode 72, Reward 1.0499999999999998
Episode 72, Reward 20.05
Episode 72, Reward 6.7
Episode 73, Reward 59.699999999999996
Episode 73, Reward 12.0
Episode 73, Reward 18.0
Episode 73, Reward 12.7
Episode 73, Reward 18.0
Episode 74, Reward 7.05
Episode 74, Reward 14.45
Episode 74, Reward 8.1
Episode 74, Reward 13.35
Episode 74, Reward 19.0
Episode 75, Reward 12.0
Episode 75, Reward 6.7
Episode 75, Reward 47.349999999999994
Episode 75, Reward 19.7
Episode 75, Reward 13.75
Episode 76, Reward 0.0
Episode 76, Reward 7.7
Episode 76, Reward 14.05
Episode 76, Reward 14.05
Episode 76, Reward -33
Episode 77, Reward 12.35
Episode 77, Reward 19.35
Episode 77, Reward 18.35
Episode 77, Reward -10
Episode 77, Reward 18.0
Episode 78, Reward 7.05
Episode 78, Reward 19.35
Episode 78, Reward -68
Episode 78, Reward 19.4
Episode 78, Reward 12.7
Episode 79, Reward 13.75
Episode 79, Reward -1
Episode 79, Reward 18.0
Episode 79, Reward 13.4
Episode 79, Reward 7.4
Episode 80, Reward -38
Episode 80, Reward 18.0
Episode 80, Reward 8.1
Episode 80, Reward 113.35
Episode 80, Reward 7.05
Episode 81, Reward 123.1
Episode 81, Reward -7
Episode 81, Reward 11.1
Episode 81, Reward 15.7
Episode 81, Reward 15.0
Episode 82, Reward -60
Episode 82, Reward 113.05
Episode 82, Reward 1.4
Episode 82, Reward 19.35
Episode 82, Reward 41.349999999999994
Episode 83, Reward 55
Episode 83, Reward 112.35
Episode 83, Reward 68
Episode 83, Reward 113.75
Episode 83, Reward 113.0
Episode 84, Reward 7.05
Episode 84, Reward 20.75
Episode 84, Reward 12.7
Episode 84, Reward 119.0
Episode 84, Reward 113.0
Episode 85, Reward 19.7
Episode 85, Reward 13.05
Episode 85, Reward 113.0
Episode 85, Reward -46
Episode 85, Reward 6.0
Episode 86, Reward 7.75
Episode 86, Reward 6.7
Episode 86, Reward 6.0
Episode 86, Reward 6.0
Episode 86, Reward 6.35
Episode 87, Reward 20.05
Episode 87, Reward 19.0
Episode 87, Reward 20.05
Episode 87, Reward 19.7
Episode 87, Reward 19.0
Episode 88, Reward -34
Episode 88, Reward 7.4
Episode 88, Reward 4
Episode 88, Reward 112.0
Episode 88, Reward -52
Episode 89, Reward 12.0
Episode 89, Reward 13.75
Episode 89, Reward 119.75
Episode 89, Reward -40
Episode 89, Reward 7.75
Episode 90, Reward 8
Episode 90, Reward 119.0
Episode 90, Reward -39
Episode 90, Reward 13.0
Episode 90, Reward 19.05
Episode 91, Reward 114.0
Episode 91, Reward 12
Episode 91, Reward 8.05
Episode 91, Reward 13.35
Episode 91, Reward 7.0
Episode 92, Reward 14.4
Episode 92, Reward 7.0
Episode 92, Reward 7.35
Episode 92, Reward 7.0
Episode 92, Reward 7.0
Episode 93, Reward 6.0
Episode 93, Reward -46
Episode 93, Reward 1.0499999999999998
Episode 93, Reward 7.05
Episode 93, Reward 14.05
Episode 94, Reward 20.05
Episode 94, Reward 14.75
Episode 94, Reward 19.0
Episode 94, Reward 20.35
Episode 94, Reward -21
Episode 95, Reward 6.0
Episode 95, Reward 6.0
Episode 95, Reward 19.7
Episode 95, Reward 6.0
Episode 95, Reward 113.75
Episode 96, Reward 122.0
Episode 96, Reward 124.75
Episode 96, Reward -20
Episode 96, Reward 18.0
Episode 96, Reward 116.75
Episode 97, Reward 128.35
Episode 97, Reward -18
Episode 97, Reward 19.05
Episode 97, Reward 116.4
Episode 97, Reward 120.05
Episode 98, Reward 7.4
Episode 98, Reward 112.0
Episode 98, Reward 1.4
Episode 98, Reward 7.4
Episode 98, Reward 1.0499999999999998
Episode 99, Reward 114.75
Episode 99, Reward 7.7
Episode 99, Reward 13.35
Episode 99, Reward 7.7
Episode 99, Reward 8.4
Episode 100, Reward 13.75
Episode 100, Reward 13.75
Episode 100, Reward 12.0
Episode 100, Reward 12.0
Episode 100, Reward 60.699999999999996
Episode 101, Reward 8.1
Episode 101, Reward 41.699999999999996
Episode 101, Reward 0.0
Episode 101, Reward 48.699999999999996
Episode 101, Reward 116.05
Episode 102, Reward 2
Episode 102, Reward 6.7
Episode 102, Reward 7
Episode 102, Reward 125.7
Episode 102, Reward 14.75
Episode 103, Reward 18.0
Episode 103, Reward -45
Episode 103, Reward 123.4
Episode 103, Reward 13.0
Episode 103, Reward 6.35
Episode 104, Reward -35
Episode 104, Reward 119.35
Episode 104, Reward 13.0
Episode 104, Reward 6.35
Episode 104, Reward 7.4
Episode 105, Reward 126.05
Episode 105, Reward 14.1
Episode 105, Reward 12.0
Episode 105, Reward 12.7
Episode 105, Reward 13.75
Episode 106, Reward 18.7
Episode 106, Reward 12.0
Episode 106, Reward 19.35
Episode 106, Reward 13.75
Episode 106, Reward 112.7
Episode 107, Reward 13.05
Episode 107, Reward 12.0
Episode 107, Reward 18.7
Episode 107, Reward 18.0
Episode 107, Reward 21.7
Episode 108, Reward 12.7
Episode 108, Reward 18.7
Episode 108, Reward 147.35
Episode 108, Reward 133.35
Episode 108, Reward 18.35
Episode 109, Reward 106.0
Episode 109, Reward 47.349999999999994
Episode 109, Reward 25.4
Episode 109, Reward 107.05
Episode 109, Reward 114.05
Episode 110, Reward 12.0
Episode 110, Reward 18.7
Episode 110, Reward 7.05
Episode 110, Reward 12.0
Episode 110, Reward 18.35
Episode 111, Reward 128.35
Episode 111, Reward 12.0
